att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140,att141,att142,att143,target
2.673,2.4637,2.2574,2.0516,1.8464,1.6416,1.4371,1.233,1.0292,0.82588,0.62389,0.42998,0.25049,0.080338,-0.093616,-0.27667,-0.4678,-0.65709,-0.83743,-1.0213,-1.2019,-1.3696,-1.5359,-1.5774,-1.5987,-1.5862,-1.5365,-1.4519,-1.336,-1.1886,-1.0438,-0.86046,-0.66104,-0.44847,-0.22507,-0.031611,0.072486,0.14022,0.19858,0.22975,0.1502,-0.005856,-0.15082,-0.29085,-0.43198,-0.55341,-0.66417,-0.76311,-0.82324,-0.68177,-0.49818,-0.23799,0.03487,0.32324,0.52684,0.69991,0.84116,0.80204,0.74811,0.70942,0.68615,0.65538,0.65314,0.58651,0.47668,0.26983,0.042337,-0.19381,-0.3855,-0.54176,-0.48368,-0.65426,-0.48723,-0.60903,-0.51609,-0.52422,-0.42286,-0.2059,0.032783,0.24128,0.43495,0.61254,0.63877,0.6397,0.6693,0.69063,0.72305,0.76357,0.67441,0.51557,0.29599,0.033346,-0.2179,-0.41744,-0.51456,-0.65553,-0.66579,-0.55356,-0.43157,-0.30086,-0.16234,-0.015109,0.1329,0.16519,0.10524,0.043305,-0.060196,-0.22706,-0.42941,-0.62284,-0.80562,-0.97569,-1.111,-1.2593,-1.3647,-1.4573,-1.5056,-1.5439,-1.5509,-1.5143,-1.4379,-1.2724,-1.1015,-0.92621,-0.74722,-0.5739,-0.38881,-0.20932,-0.035705,0.10849,0.26831,0.4285,0.60267,0.79997,1.002,1.2012,1.401,1.6011,1.7993,2.0004,2.1998,2.3998,2.5987,2.674,6
2.8117,2.5936,2.364,2.1371,1.911,1.6867,1.4624,1.2382,1.0155,0.79151,0.56883,0.44459,0.46406,0.33352,0.11541,-0.10168,-0.31994,-0.51527,-0.72034,-0.926,-1.1276,-1.2899,-1.339,-1.3636,-1.2858,-1.0981,-1.1685,-1.1932,-1.1293,-0.99153,-0.82436,-0.63901,-0.43666,-0.2215,0.001788,0.12397,0.22725,0.22877,0.19172,0.17975,0.041003,-0.17748,-0.38637,-0.60202,-0.80818,-0.99682,-1.1695,-1.3316,-1.4697,-1.331,-1.1411,-0.8819,-0.65606,-0.4869,-0.19312,0.10546,0.40433,0.66225,0.84354,0.90706,0.79566,0.66106,0.53108,0.40032,0.29315,0.14914,0.35,0.55678,0.70429,0.56151,0.34131,0.14981,-0.069526,-0.27313,-0.28486,-0.40055,-0.35834,-0.27683,-0.29097,-0.10035,0.13061,0.25964,0.49577,0.72336,0.66944,0.5297,0.63756,0.73044,0.63469,0.43294,0.18001,-0.085482,-0.34995,-0.62234,-0.77361,-0.98243,-1.1975,-1.3902,-1.3956,-1.2331,-1.0696,-0.89613,-0.70257,-0.48044,-0.26061,-0.030568,0.070759,0.11028,0.11077,0.06658,-0.053317,-0.26965,-0.47242,-0.66153,-0.83371,-1.0045,-1.1111,-1.1575,-1.0938,-1.2437,-1.2865,-1.2634,-1.1344,-0.95865,-0.77536,-0.58613,-0.41019,-0.19432,0.022832,0.23318,0.40492,0.45106,0.48169,0.7013,0.92124,1.1403,1.3576,1.5784,1.7953,2.0089,2.2267,2.4381,2.6505,2.8146,7
2.6864,2.4803,2.2754,2.0707,1.8665,1.6619,1.4585,1.2544,1.0516,0.84851,0.64729,0.45903,0.28328,0.11881,-0.051978,-0.23302,-0.42137,-0.61535,-0.79943,-0.98042,-1.1577,-1.3412,-1.5065,-1.5745,-1.6266,-1.6166,-1.5894,-1.5091,-1.4184,-1.2788,-1.138,-0.97768,-0.80095,-0.61049,-0.40857,-0.19711,-0.003852,0.087554,0.14487,0.21179,0.27457,0.19994,0.048907,-0.095675,-0.23304,-0.36962,-0.49709,-0.60835,-0.70857,-0.81402,-0.79813,-0.63153,-0.3737,-0.10016,0.16679,0.41378,0.59356,0.7622,0.83507,0.79053,0.75494,0.7106,0.69589,0.68808,0.67537,0.47806,0.27992,0.041393,-0.2059,-0.40108,-0.61118,-0.45935,-0.50975,-0.53519,-0.48528,-0.58196,-0.44865,-0.48321,-0.28739,-0.05746,0.17449,0.37604,0.57572,0.63361,0.64017,0.65715,0.68445,0.72146,0.74985,0.73355,0.54149,0.35215,0.091872,-0.1399,-0.34518,-0.42229,-0.56814,-0.63333,-0.51641,-0.38985,-0.26152,-0.11775,0.027723,0.16146,0.13851,0.093529,0.028573,-0.12197,-0.30175,-0.50421,-0.68574,-0.87173,-1.0431,-1.1743,-1.3079,-1.3962,-1.4797,-1.5143,-1.5377,-1.5139,-1.4733,-1.32,-1.1464,-0.97962,-0.79766,-0.62256,-0.4439,-0.26221,-0.077936,0.08319,0.23699,0.40119,0.57461,0.76927,0.9699,1.171,1.3718,1.5723,1.7742,1.9758,2.1774,2.3796,2.5812,2.6871,6
2.857,2.6382,2.4196,2.2017,1.9829,1.765,1.5456,1.3272,1.1078,0.88979,0.67061,0.45152,0.34976,0.36673,0.20481,-0.00864,-0.22114,-0.43248,-0.62097,-0.81262,-1.0072,-1.1963,-1.3523,-1.3895,-1.3721,-1.2149,-1.144,-1.199,-1.1898,-1.0651,-0.87379,-0.66105,-0.44683,-0.2178,0.025391,0.1353,0.21424,0.17637,0.14898,0.078517,-0.14042,-0.35762,-0.56789,-0.77525,-0.9558,-1.1159,-1.2774,-1.3687,-1.2002,-0.99867,-0.72542,-0.54551,-0.25118,0.043953,0.32965,0.55753,0.6934,0.65867,0.52621,0.39605,0.26643,0.15646,0.23629,0.4472,0.66258,0.84041,0.69747,0.47844,0.26109,0.047164,-0.16523,-0.38762,-0.32259,-0.34271,-0.50645,-0.37149,-0.31047,-0.41597,-0.21579,0.009484,0.23551,0.47391,0.70207,0.75149,0.55297,0.35136,0.2966,0.40886,0.53092,0.49988,0.33777,0.062779,-0.2343,-0.53102,-0.70715,-0.98895,-1.1851,-1.3721,-1.2922,-1.1358,-0.97939,-0.80257,-0.60963,-0.40363,-0.189,0.005309,0.06496,0.096473,0.083498,0.00289,-0.18947,-0.40905,-0.62171,-0.81572,-0.97056,-1.1313,-1.1649,-1.1161,-1.1927,-1.3253,-1.339,-1.285,-1.118,-0.93337,-0.74268,-0.55999,-0.37125,-0.16198,0.053609,0.26056,0.36427,0.34249,0.49447,0.71289,0.92966,1.1484,1.3673,1.5848,1.8026,2.0194,2.2367,2.4544,2.6711,2.8571,7
2.6048,2.3332,2.0676,1.8026,1.5391,1.2775,1.02,0.7582,0.4979,0.2385,-0.0208,-0.14078,-0.072098,-0.25043,-0.48455,-0.70498,-0.90482,-1.0926,-1.255,-1.3777,-1.4671,-1.3811,-1.1955,-0.98642,-0.77015,-0.54698,-0.31618,-0.074506,0.16447,0.41404,0.66126,0.90885,1.1616,1.3871,1.4986,1.5449,1.2926,1.0352,0.78109,0.52439,0.2716,0.015894,-0.23488,-0.48896,-0.73657,-0.98778,-1.2371,-1.4755,-1.7168,-1.9515,-1.8808,-1.6126,-1.2662,-0.9008,-0.55321,-0.18738,0.16073,0.4314,0.56817,0.47655,0.30396,0.14242,-0.027945,-0.163,-0.23191,0.019133,0.27252,0.50926,0.30541,0.042481,-0.21744,-0.44727,-0.43234,-0.23168,-0.18406,-0.3725,-0.42305,-0.29695,-0.066944,0.19651,0.46464,0.52217,0.29044,0.042118,0.083628,0.25087,0.4301,0.53365,0.44948,0.18227,-0.11246,-0.40744,-0.70476,-1.0101,-1.3098,-1.5764,-1.773,-1.7769,-1.5355,-1.2853,-1.0424,-0.78644,-0.53823,-0.2794,-0.028118,0.23231,0.48552,0.7396,0.99439,1.2498,1.3508,1.2503,1.0748,0.80213,0.53226,0.26693,0.005092,-0.25164,-0.50209,-0.74521,-0.97507,-1.1911,-1.286,-1.2316,-1.1445,-1.0285,-0.87771,-0.71228,-0.53542,-0.34455,-0.11198,-0.076605,-0.13315,0.12983,0.37968,0.63655,0.88271,1.1355,1.3842,1.6385,1.8932,2.1417,2.3881,2.6077,4
2.6792,2.4876,2.2787,2.0712,1.8646,1.6583,1.4525,1.2472,1.0422,0.83777,0.63399,0.45781,0.27421,0.099857,-0.069806,-0.25351,-0.44433,-0.6293,-0.81063,-0.99372,-1.1658,-1.3417,-1.5001,-1.5387,-1.5584,-1.5273,-1.4694,-1.3782,-1.2554,-1.1096,-0.94746,-0.76506,-0.56821,-0.35885,-0.13994,0.047712,0.10612,0.20768,0.26171,0.28591,0.1532,-0.003641,-0.15076,-0.29149,-0.43118,-0.55608,-0.65707,-0.76971,-0.67581,-0.50381,-0.28667,-0.012255,0.2624,0.50025,0.66925,0.8232,0.79349,0.74757,0.70976,0.6818,0.66462,0.65166,0.52514,0.34792,0.12749,-0.10374,-0.3061,-0.49643,-0.4588,-0.6341,-0.45903,-0.60593,-0.47238,-0.5332,-0.47687,-0.27438,-0.070222,0.15059,0.34463,0.54641,0.63705,0.64649,0.64546,0.67439,0.70672,0.74208,0.76285,0.67069,0.50606,0.28269,0.021541,-0.23939,-0.4576,-0.5634,-0.71574,-0.71959,-0.60869,-0.50208,-0.37213,-0.23453,-0.10171,0.049399,0.16388,0.10569,0.042165,-0.011089,-0.17398,-0.35567,-0.5576,-0.75597,-0.9199,-1.0915,-1.2266,-1.3587,-1.4594,-1.5502,-1.5944,-1.6103,-1.6132,-1.5704,-1.4502,-1.2845,-1.1131,-0.93193,-0.74781,-0.56718,-0.38971,-0.2022,-0.036061,0.11143,0.26646,0.43786,0.56974,0.76749,0.96975,1.1723,1.3718,1.5718,1.7723,1.9732,2.1745,2.3762,2.5739,2.6822,6
2.4844,2.2859,2.0929,1.9016,1.7114,1.5203,1.3284,1.1393,0.94937,0.75946,0.5696,0.37927,0.18961,0.000026,-0.18946,-0.37669,-0.41892,-0.60117,-0.78435,-0.93042,-1.0793,-1.2037,-1.3107,-1.3856,-1.4293,-1.4419,-1.3505,-1.2461,-1.1145,-0.94583,-1.0101,-1.1104,-1.1791,-1.2469,-1.232,-1.1781,-1.1856,-1.0654,-0.91696,-0.75277,-0.58386,-0.39164,-0.20789,0.000414,0.17002,0.31831,0.44801,0.59126,0.70449,0.70737,0.57653,0.43924,0.30724,0.18119,0.061822,-0.050042,-0.16905,-0.26385,-0.34828,-0.4213,-0.48195,-0.52929,-0.39014,-0.20713,-0.032152,0.14499,0.32394,0.51057,0.6955,0.82513,0.8617,0.85578,0.92328,1.1144,1.3074,1.5001,1.6061,1.4679,1.2803,1.0958,0.91094,0.74445,0.58062,0.38838,0.19634,0.004524,-0.18773,-0.37858,-0.56269,-0.56526,-0.53288,-0.46824,-0.40892,-0.3372,-0.23775,-0.14488,-0.027577,0.082488,0.20015,0.29227,0.24852,0.12091,-0.005665,-0.14196,-0.33005,-0.49036,-0.64067,-0.78215,-0.92296,-1.0349,-1.1703,-1.2685,-1.326,-1.379,-1.3591,-1.2453,-1.1351,-1.0528,-1.1804,-1.3377,-1.3039,-1.2294,-1.1401,-1.033,-0.86619,-0.69588,-0.52278,-0.37019,-0.21983,-0.029321,0.15463,0.34239,0.51781,0.69609,0.87698,1.0626,1.2484,1.4346,1.6156,1.7984,1.9885,2.1729,2.331,2.488,1
2.5795,2.2822,2.0011,1.7263,1.4635,1.2034,0.93454,0.66182,0.39294,0.12454,-0.024019,-0.007489,-0.21174,-0.44439,-0.68834,-0.913,-1.1124,-1.2821,-1.4191,-1.4405,-1.2672,-1.0764,-0.87237,-0.66912,-0.44598,-0.20781,0.017167,0.25082,0.49588,0.73934,0.97921,1.2168,1.4044,1.5098,1.4583,1.1952,0.93317,0.67141,0.41004,0.14915,-0.11115,-0.37043,-0.62928,-0.88541,-1.1401,-1.392,-1.6402,-1.8873,-2.1133,-1.9093,-1.5922,-1.2631,-0.92837,-0.59314,-0.25758,0.064723,0.36395,0.50756,0.46911,0.29246,0.12048,-0.039711,-0.18628,-0.40229,-0.35053,-0.16593,0.090102,0.32789,0.3776,0.10101,-0.16742,-0.43033,-0.5375,-0.42885,-0.20658,-0.29198,-0.47094,-0.3808,-0.20168,0.061878,0.32103,0.58863,0.436,0.1923,-0.015118,0.16882,0.35818,0.49968,0.49604,0.2528,-0.010151,-0.29334,-0.57608,-0.8582,-1.1317,-1.4132,-1.6381,-1.7904,-1.6825,-1.4285,-1.1712,-0.91116,-0.64921,-0.38586,-0.12146,0.14375,0.40959,0.67595,0.94271,1.2098,1.3964,1.3322,1.2142,0.92765,0.63946,0.35472,0.071661,-0.20155,-0.46901,-0.72451,-0.96353,-1.1916,-1.1601,-1.0755,-0.98402,-0.84878,-0.711,-0.53901,-0.35377,-0.15765,0.057723,0.027272,0.074556,0.33728,0.59062,0.74828,0.95688,1.2084,1.4456,1.6924,1.9467,2.1945,2.4368,2.5859,4
2.5484,2.2953,2.0455,1.7965,1.5483,1.3001,1.0511,0.80349,0.55497,0.30647,0.057988,-0.098569,-0.071816,-0.30982,-0.52978,-0.74026,-0.94302,-1.1255,-1.2855,-1.4328,-1.5348,-1.5468,-1.3713,-1.1882,-0.97535,-0.75879,-0.52969,-0.29915,-0.061528,0.17814,0.4207,0.66603,0.91364,1.1634,1.341,1.4762,1.5248,1.2903,1.0445,0.80109,0.55391,0.31195,0.065418,-0.17477,-0.41569,-0.65725,-0.89234,-1.1326,-1.3613,-1.5841,-1.8103,-2.0272,-1.9034,-1.6461,-1.3425,-1.0217,-0.70607,-0.3921,-0.083632,0.23763,0.51142,0.67405,0.63419,0.49119,0.31989,0.15951,0.011664,-0.14243,-0.17144,-0.16111,0.07188,0.30954,0.30376,0.053394,-0.19589,-0.16643,-0.017024,-0.13535,-0.29796,-0.20881,-0.12282,0.14885,0.44513,0.63334,0.43969,0.40475,0.56808,0.64241,0.5362,0.32579,0.0464,-0.25433,-0.55775,-0.8605,-1.1516,-1.3853,-1.562,-1.7177,-1.4779,-1.2444,-1.0156,-0.77543,-0.53355,-0.29038,-0.052441,0.19281,0.43866,0.67967,0.92657,1.169,1.2137,1.0994,0.91939,0.66437,0.41368,0.16586,-0.077446,-0.31585,-0.55121,-0.77303,-0.98491,-1.1915,-1.211,-1.1535,-1.065,-0.94909,-0.80317,-0.63949,-0.45575,-0.26989,-0.053305,-0.055675,-0.075703,0.16739,0.41122,0.65566,0.897,1.1426,1.3823,1.626,1.8703,2.1121,2.3526,2.5496,4
2.9042,2.6517,2.3976,2.1551,1.9128,1.6663,1.4382,1.2011,0.9667,0.73167,0.49914,0.47218,0.46059,0.22634,-0.002569,-0.23009,-0.42465,-0.62665,-0.84323,-1.0534,-1.2512,-1.2869,-1.3061,-1.2496,-1.086,-1.121,-1.1357,-1.0263,-0.89385,-0.74046,-0.56931,-0.39005,-0.19783,0.005065,0.13343,0.20079,0.20135,0.16488,0.11856,-0.0469,-0.25953,-0.47049,-0.68432,-0.88266,-1.0686,-1.2399,-1.3986,-1.3608,-1.1622,-0.93886,-0.69566,-0.54897,-0.29018,-0.046777,0.21459,0.47164,0.65997,0.71421,0.59126,0.46237,0.32984,0.22005,0.14941,0.35858,0.55549,0.77184,0.60929,0.38713,0.16626,-0.056546,-0.27202,-0.44495,-0.33605,-0.39017,-0.53827,-0.37202,-0.32809,-0.33627,-0.11406,0.085416,0.30793,0.52901,0.75088,0.71333,0.55731,0.3456,0.36492,0.49836,0.56532,0.44682,0.23347,-0.004813,-0.24838,-0.48961,-0.70782,-0.89656,-1.1042,-1.3035,-1.3648,-1.2028,-1.0242,-0.84183,-0.62404,-0.38444,-0.13908,0.033657,0.076261,0.11285,0.0809,-0.08526,-0.2906,-0.47027,-0.63872,-0.8046,-0.94901,-1.0676,-1.127,-1.0947,-1.0217,-1.2005,-1.2638,-1.2596,-1.1467,-0.96189,-0.77096,-0.57392,-0.4269,-0.20854,0.02198,0.25361,0.42926,0.44814,0.5515,0.77518,1.0059,1.239,1.468,1.6923,1.917,2.1419,2.3541,2.5664,2.7687,2.9112,7
2.7909,2.5935,2.3749,2.1571,1.9394,1.7221,1.5042,1.2878,1.072,0.85885,0.66261,0.47699,0.29821,0.10793,-0.096929,-0.29313,-0.49365,-0.69169,-0.88678,-1.0783,-1.2657,-1.354,-1.4154,-1.4291,-1.4099,-1.3622,-1.2975,-1.1746,-1.0715,-0.93197,-0.74941,-0.57155,-0.37898,-0.17311,0.004674,0.12146,0.1823,0.25686,0.26926,0.1843,0.010784,-0.15809,-0.31488,-0.47728,-0.62293,-0.76428,-0.88697,-1.0109,-0.93039,-0.74236,-0.46275,-0.1538,0.14705,0.40211,0.5858,0.74522,0.83216,0.76952,0.71712,0.67953,0.66502,0.64548,0.63708,0.44904,0.23299,-0.004611,-0.27006,-0.49177,-0.67785,-0.8547,-0.70183,-0.83669,-0.7738,-0.71272,-0.89586,-0.70085,-0.81667,-0.64261,-0.42752,-0.16964,0.096923,0.29255,0.52861,0.61822,0.63459,0.65469,0.68641,0.71899,0.76277,0.78061,0.6844,0.51219,0.31254,0.032971,-0.27597,-0.52209,-0.65551,-0.76917,-0.84972,-0.72519,-0.57713,-0.4308,-0.27009,-0.10684,0.062194,0.18368,0.16545,0.085611,0.02105,-0.1219,-0.30617,-0.49196,-0.6875,-0.86785,-1.0302,-1.1499,-1.2679,-1.3385,-1.3816,-1.4298,-1.4131,-1.3742,-1.3033,-1.1387,-0.95713,-0.76103,-0.5714,-0.37834,-0.18237,0.016095,0.20297,0.3702,0.54859,0.73167,0.92963,1.1422,1.3567,1.5723,1.7862,2.0008,2.216,2.4318,2.6471,2.7918,6
2.72,2.4989,2.2859,2.0729,1.8614,1.6502,1.4404,1.2301,1.0203,0.81119,0.60251,0.42001,0.2321,0.068755,-0.12172,-0.31278,-0.51056,-0.69609,-0.88799,-1.0743,-1.2546,-1.4297,-1.5108,-1.549,-1.538,-1.5087,-1.4461,-1.3527,-1.2251,-1.0811,-0.93604,-0.75782,-0.56513,-0.36041,-0.1469,0.02952,0.11492,0.19232,0.24166,0.27612,0.14464,-0.018902,-0.17055,-0.31815,-0.45715,-0.58636,-0.69661,-0.8044,-0.8884,-0.74134,-0.47827,-0.21468,0.049327,0.32838,0.55211,0.72255,0.86537,0.81488,0.76145,0.73105,0.70242,0.68336,0.67363,0.48868,0.28861,0.05497,-0.17429,-0.35903,-0.54713,-0.52415,-0.51695,-0.62671,-0.48937,-0.64634,-0.51474,-0.55108,-0.38795,-0.22203,0.002865,0.20849,0.40914,0.60549,0.6267,0.63796,0.65929,0.67148,0.7128,0.74532,0.68906,0.51999,0.30696,0.058846,-0.18999,-0.32306,-0.44324,-0.58883,-0.67875,-0.56108,-0.44483,-0.3115,-0.16828,-0.018606,0.11073,0.1107,0.041174,0.001066,-0.11857,-0.28477,-0.47731,-0.66101,-0.83423,-0.995,-1.1207,-1.2496,-1.3587,-1.4279,-1.4879,-1.523,-1.5298,-1.499,-1.4348,-1.2747,-1.0962,-0.91359,-0.73834,-0.55923,-0.37687,-0.19174,-0.01495,0.13449,0.28505,0.44423,0.61099,0.80796,1.0104,1.209,1.4125,1.6162,1.8166,2.0175,2.2189,2.4209,2.6203,2.7224,6
2.7867,2.5513,2.3222,2.0942,1.8687,1.6458,1.422,1.1979,0.97516,0.75251,0.53053,0.30788,0.32928,0.31133,0.094077,-0.12301,-0.33913,-0.55364,-0.75467,-0.95886,-1.1579,-1.35,-1.4194,-1.4476,-1.4102,-1.2302,-1.1863,-1.1956,-1.2556,-1.1176,-0.95435,-0.77111,-0.57215,-0.36108,-0.13975,0.057906,0.17923,0.23524,0.20865,0.17949,0.1294,-0.079126,-0.28584,-0.49937,-0.70188,-0.89011,-1.0605,-1.2077,-1.3535,-1.3326,-1.1448,-0.90676,-0.64172,-0.47901,-0.21418,0.066509,0.37691,0.63328,0.7987,0.85486,0.72817,0.59308,0.46643,0.34912,0.24213,0.15337,0.36102,0.54844,0.74222,0.7206,0.51142,0.28888,0.077229,-0.13327,-0.24038,-0.25424,-0.42086,-0.29445,-0.24774,-0.20834,0.016006,0.18512,0.39734,0.63191,0.81694,0.62539,0.48908,0.59735,0.60392,0.4554,0.22158,-0.037928,-0.29722,-0.55622,-0.7372,-0.95135,-1.1596,-1.346,-1.2377,-1.0738,-0.91424,-0.74497,-0.529,-0.31023,-0.089263,0.04916,0.084296,0.11841,0.031671,-0.10548,-0.33875,-0.52632,-0.72016,-0.89776,-1.0374,-1.1488,-1.1552,-1.1191,-1.3007,-1.3266,-1.3153,-1.1467,-0.96878,-0.78365,-0.60393,-0.44864,-0.22803,-0.01565,0.19815,0.39625,0.33737,0.33876,0.55463,0.7707,0.98872,1.2095,1.4266,1.6441,1.857,2.0704,2.28,2.4904,2.6977,2.7903,7
2.8614,2.662,2.4452,2.2285,2.0109,1.7934,1.5762,1.3592,1.1411,0.923,0.71343,0.58307,0.48664,0.28641,0.077376,-0.13326,-0.3486,-0.5355,-0.72828,-0.923,-1.1044,-1.2843,-1.3168,-1.3188,-1.1745,-1.0814,-1.1423,-1.1624,-1.0334,-0.87032,-0.66823,-0.48119,-0.2633,-0.020161,0.096424,0.1866,0.1727,0.15145,0.090346,-0.12199,-0.33593,-0.54796,-0.76236,-0.94156,-1.1184,-1.2729,-1.4134,-1.3218,-1.1411,-0.89756,-0.68099,-0.46822,-0.18472,0.10931,0.39338,0.59486,0.71027,0.63979,0.50321,0.3677,0.25752,0.16605,0.36603,0.5791,0.76022,0.61615,0.39756,0.18222,-0.032649,-0.24321,-0.46089,-0.40194,-0.32857,-0.38043,-0.52451,-0.3671,-0.32636,-0.37254,-0.15322,0.068269,0.30214,0.53373,0.73272,0.65051,0.46432,0.31207,0.43698,0.55705,0.5853,0.45068,0.22439,-0.060256,-0.35548,-0.63985,-0.72198,-0.99591,-1.2002,-1.3735,-1.3272,-1.1708,-1.0034,-0.83753,-0.64454,-0.42954,-0.22168,-0.011925,0.069205,0.11797,0.11535,0.051124,-0.08767,-0.30734,-0.51708,-0.72948,-0.90152,-1.0504,-1.1235,-1.0957,-1.0807,-1.2564,-1.286,-1.2532,-1.0837,-0.90589,-0.71735,-0.52876,-0.34102,-0.12744,0.081863,0.29234,0.43254,0.41067,0.50965,0.72708,0.94464,1.1623,1.3785,1.5951,1.8118,2.0277,2.2441,2.4606,2.6769,2.8614,7
1.3697,1.1977,1.06,0.84642,0.64633,0.50375,0.55717,0.60518,0.66465,0.73499,0.7983,0.74592,0.55493,0.32542,0.11693,-0.097544,-0.30203,-0.49264,-0.68786,-0.88793,-1.0856,-1.2797,-1.4694,-1.6486,-1.789,-1.7101,-1.5495,-1.3651,-1.1748,-0.98038,-0.78317,-0.58392,-0.39294,-0.23765,-0.1336,0.016828,-0.068826,-0.018879,0.094136,0.037087,-0.022947,-0.10551,-0.21034,-0.33718,-0.47405,-0.61858,-0.75238,-0.86401,-0.9493,-1.0122,-1.0506,-1.0767,-1.0302,-0.85083,-0.66271,-0.48874,-0.3113,-0.1311,0.052044,0.25048,0.42131,0.59501,0.76631,0.79562,0.85712,1.0563,1.2577,1.452,1.6426,1.8336,2.025,2.2168,2.4055,2.5896,2.465,2.2565,2.0532,1.8486,1.6476,1.4465,1.2474,1.0484,0.85003,0.81541,0.79297,0.60622,0.41909,0.22972,0.042522,-0.14151,-0.32146,-0.49749,-0.6686,-0.85277,-0.94226,-0.95222,-0.90046,-0.86003,-0.78978,-0.69279,-0.57271,-0.44266,-0.29066,-0.19196,-0.13068,-0.090826,-0.088898,-0.20991,-0.14941,-0.22416,-0.32781,-0.47879,-0.66667,-0.85712,-1.0415,-1.2228,-1.4063,-1.578,-1.7257,-1.6748,-1.538,-1.3953,-1.2336,-1.0612,-0.87931,-0.68916,-0.518,-0.36104,-0.19432,-0.020643,0.14958,0.31406,0.51414,0.68337,0.65561,0.60257,0.56074,0.52542,0.49651,0.66314,0.86121,1.0549,1.2519,1.3741,5
2.5839,2.3225,2.0629,1.804,1.546,1.2884,1.0295,0.79458,0.53704,0.27962,0.020905,-0.21338,-0.15548,-0.29484,-0.52099,-0.73689,-0.93447,-1.1131,-1.275,-1.3921,-1.4971,-1.5109,-1.3048,-1.0994,-0.87088,-0.63926,-0.3988,-0.15098,0.099059,0.35365,0.61035,0.86981,1.1313,1.3643,1.4906,1.5641,1.3211,1.0624,0.80934,0.55131,0.2997,0.042744,-0.20675,-0.46194,-0.70808,-0.95134,-1.2006,-1.4358,-1.6759,-1.9084,-1.8477,-1.6135,-1.2911,-0.96437,-0.6311,-0.29774,0.035682,0.30917,0.55395,0.66375,0.55329,0.37902,0.21607,0.043339,-0.16105,-0.2144,-0.044921,0.20832,0.44565,0.21264,-0.047463,-0.2997,-0.36067,-0.22829,-0.077238,-0.28831,-0.36562,-0.24419,-0.020907,0.25903,0.51153,0.3367,0.094336,0.15233,0.33384,0.48856,0.59502,0.50021,0.22324,-0.089492,-0.35126,-0.61064,-0.89901,-1.2295,-1.5108,-1.6989,-1.7971,-1.5461,-1.3023,-1.0547,-0.81294,-0.56794,-0.30605,-0.064577,0.192,0.44314,0.69533,0.95364,1.2071,1.3895,1.3049,1.1616,0.89768,0.63649,0.37767,0.12206,-0.13064,-0.37661,-0.61968,-0.85049,-1.0692,-1.284,-1.2799,-1.2143,-1.112,-0.97555,-0.81717,-0.64402,-0.45386,-0.22424,-0.10034,-0.19325,-0.18965,0.065118,0.31655,0.57275,0.83282,1.0862,1.3349,1.5903,1.8507,2.1045,2.357,2.5848,4
2.5389,2.3445,2.13,1.9207,1.702,1.4931,1.2843,1.0801,0.87154,0.6632,0.45918,0.25459,0.049196,-0.1703,-0.21918,-0.39428,-0.59361,-0.70014,-0.87496,-1.0332,-1.1506,-1.2437,-1.3211,-1.3646,-1.2313,-1.0821,-0.88697,-0.9622,-1.0666,-1.1688,-1.246,-1.2056,-1.1927,-1.1019,-0.9699,-0.81556,-0.6455,-0.46354,-0.26924,-0.085171,0.12607,0.29432,0.41207,0.58133,0.7,0.77192,0.66409,0.50755,0.35659,0.21196,0.073272,-0.062496,-0.18608,-0.29691,-0.4042,-0.4966,-0.57014,-0.63604,-0.63959,-0.4561,-0.28422,-0.12596,0.067859,0.25303,0.45006,0.63871,0.80858,0.88279,0.89614,0.86972,1.0336,1.2171,1.411,1.5851,1.4921,1.3058,1.1063,0.90227,0.69844,0.49716,0.29674,0.10091,-0.0933,-0.29255,-0.47143,-0.67032,-0.66435,-0.60836,-0.54208,-0.46574,-0.39532,-0.28937,-0.17304,-0.049686,0.068046,0.19422,0.33441,0.42589,0.37743,0.23196,0.091798,-0.056436,-0.24968,-0.41034,-0.55739,-0.69706,-0.84472,-0.96607,-1.0755,-1.1916,-1.2877,-1.3663,-1.4102,-1.4234,-1.3358,-1.2247,-1.1168,-1.0918,-1.2822,-1.3797,-1.3134,-1.2436,-1.1425,-1.0515,-0.93379,-0.73034,-0.53637,-0.36112,-0.21408,-0.089811,0.11147,0.31662,0.51505,0.7095,0.88959,1.0854,1.2815,1.478,1.668,1.8586,2.0561,2.2474,2.4271,2.5446,1
