att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,target
-0.75117,-0.19855,-0.2222,-0.6811,-1.2108,-1.2435,-0.87254,-0.48142,-0.091737,-0.16825,-0.28116,-0.34899,-0.48501,-0.003305,0.29025,0.51096,0.61926,0.53693,0.42042,0.22629,-0.046267,-0.28375,-0.63121,-0.59891,-0.44077,-0.28351,0.23032,0.29922,0.37227,0.40129,0.2131,-0.008345,-0.25974,-0.081833,0.22179,0.57643,0.89662,0.96366,1.2927,1.5333,1.0034,0.27152,-0.51505,-0.71026,-0.4329,-0.25247,0.008308,-0.007153,0.19306,0.40676,0.11938,0.084093,-0.13288,-0.1146,0.00021,-0.059119,-0.085763,-0.10393,-0.063312,-0.10588,-0.091286,-0.17349,0.063946,0.2998,0.24483,0.46313,0.057715,-0.082453,0.01175,-0.031633,0.19857,0.43459,0.75505,1.3109,1.5373,1.2171,0.46365,-0.32111,-0.62613,-0.37944,0.007663,0.045199,-0.074837,-0.30102,-0.39082,-0.27261,-0.070032,0.22003,0.42207,0.070511,-0.54189,-1.5054,-2.1686,-1.8558,-1.2303,-0.5259,0.001099,0.29135,0.73894,1.5612,2.4218,3.1905,3.3452,2.2817,0.56798,-1.4909,-2.8136,-2.9928,-2.5273,-1.652,-0.96817,-0.47385,-0.28193,-0.38396,-0.77088,-0.86695,-0.45707,0.35558,1.5689,2.1985,2.3492,1.9607,1.2209,0.46627,-0.074293,-0.26377,-0.37942,-0.51538,-0.93938,-1.531,-1.7525,10
-0.94434,-0.94434,-0.79542,-0.65592,-0.53261,-0.33968,-0.21737,-0.21276,-0.1421,0.028102,0.1244,0.27618,0.43018,0.45256,0.33028,0.19059,0.046067,-0.1015,-0.16216,-0.16326,-0.16468,-0.19127,-0.24582,-0.26035,-0.32603,-0.32614,-0.25596,-0.12639,0.060836,0.14833,0.28009,0.32221,0.30678,0.3891,0.50774,0.5393,0.61716,0.6316,0.54103,0.46663,0.39458,0.46748,0.43041,0.43523,0.47224,0.31552,0.13846,0.094123,-0.066934,-0.22717,-0.18725,-0.40149,-0.4014,-0.4014,-0.4014,-0.22708,-0.1614,-0.071127,0.033897,0.068856,0.063037,0.057162,0.046835,0.03488,0.026838,0.1407,0.23328,0.26749,0.36204,0.46871,0.57836,0.80618,1.0336,1.0445,0.81177,0.3633,-0.20264,-0.48799,-0.61583,-0.55772,-0.54824,-0.69278,-0.70138,-0.68002,-0.51029,-0.073057,0.42867,0.80016,1.1285,1.1803,0.40635,-0.6144,-1.5434,-2.4611,-2.6113,-2.1742,-1.4356,-0.53202,0.35886,1.1951,2.025,2.6761,3.0182,2.7938,1.5716,-0.23486,-1.7789,-2.2219,-1.6679,-0.92245,-0.3596,-0.38347,-0.77503,-0.71433,-0.25019,-0.18619,-0.3108,-1.3458,-1.8018,-0.99822,0.19459,1.7549,2.8279,2.933,2.3553,1.4548,0.39584,-0.53683,-1.1424,-1.6658,-1.9841,3
-1.1719,-1.1719,-1.2116,-1.1975,-1.0297,-0.78578,-0.63816,-0.34957,-0.17397,-0.15192,-0.06133,-0.04829,-0.13351,-0.21249,-0.23491,-0.35209,-0.41251,-0.30737,-0.23374,-0.098853,0.10506,0.23002,0.17676,0.15281,-0.025267,-0.25231,-0.30027,-0.33865,-0.28635,-0.1373,0.001756,0.12472,0.23457,0.23384,0.24936,0.26917,0.30806,0.38437,0.4835,0.55101,0.5618,0.56668,0.4978,0.38793,0.28532,0.16485,0.017523,-0.077535,-0.077005,-0.19679,-0.21125,-0.16694,-0.21557,-0.2259,-0.16454,-0.23589,-0.34587,-0.22847,-0.27262,-0.1571,0.008376,0.11032,0.18211,0.2912,0.30146,0.33927,0.29934,0.29155,0.33137,0.40293,0.54698,0.72633,0.67708,0.54703,0.27032,-0.02754,-0.15332,-0.13747,-0.05065,0.022429,-0.046904,-0.21877,-0.5077,-0.79793,-0.8837,-0.75305,-0.66738,-0.72811,-0.66696,-0.61413,-0.73078,-0.039795,0.61059,0.78477,0.56147,0.021088,-0.86353,-1.4311,-1.1352,-0.19079,0.94228,1.8413,2.1648,1.7432,0.66541,-0.67308,-1.6475,-1.9823,-1.7744,-1.2606,-0.77737,-0.5083,-0.46108,-0.62961,-0.7999,-0.80878,-0.40582,0.2529,0.9952,1.6755,2.1102,2.0684,1.6166,0.99026,0.35488,-0.19459,-0.54992,-0.73138,-0.85628,0.080339,7.7841,13
-0.51985,-0.51985,-0.41707,-0.18318,0.028767,0.011844,-0.016525,0.043324,-0.15199,-0.19529,-0.13115,-0.25396,-0.036169,0.12444,0.42845,0.65664,0.44169,-0.032756,-0.37358,-0.67199,-0.57033,-0.080243,-0.067944,-0.28544,-0.43763,-0.43782,-0.24801,0.088396,0.30907,0.16947,-0.10611,-0.06159,0.096074,0.51689,0.96553,1.0024,0.72798,0.24314,-0.2825,-0.61057,-0.61765,-0.39122,-0.011561,0.60723,0.90834,0.94454,0.82806,0.31779,-0.30968,-0.5906,-0.40904,0.042457,0.62001,0.87623,0.25712,-0.44721,-1.0298,-1.3533,-1.2885,-0.79391,-0.068139,0.61906,1.1443,1.3535,0.64006,-0.43684,-1.1367,-1.2453,-0.71042,0.1888,1.0385,1.5109,1.5632,1.3502,0.9541,0.71958,0.78104,0.83972,0.85713,0.53554,-0.20207,-1.1358,-1.832,-2.0068,-1.7254,-1.1229,-0.32987,0.090469,0.29815,0.45192,0.45899,0.20118,-0.28707,-0.96624,-1.7141,-2.1506,-1.8979,-1.2407,-0.22694,1.0767,2.1446,2.7703,2.7158,1.8051,0.19445,-1.498,-2.4929,-2.4958,-1.8594,-0.78012,0.005363,0.19413,0.033068,-0.33299,-0.90548,-1.3948,-1.327,-0.61364,0.39084,1.5113,2.265,2.2427,1.8422,1.3109,0.74974,0.31934,0.10752,0.052922,0.038002,-0.10626,-0.44598,7
0.14224,0.14224,0.23929,0.12405,-0.026842,-0.008659,0.052074,0.15041,0.12188,0.10692,0.15268,0.074185,-0.071474,-0.3453,-0.51801,-0.56433,-0.61019,-0.64642,-0.6468,-0.39397,0.032938,0.219,0.37838,0.50084,0.58903,0.61773,0.30918,0.068496,-0.10598,-0.16111,-0.18098,-0.14633,-0.11926,-0.092559,0.028628,0.1308,0.2067,0.28118,0.40357,0.73831,0.86274,0.82714,0.63244,0.42065,0.19123,-0.084747,-0.33196,-0.14822,0.032185,0.209,0.30692,0.32755,0.15027,-0.34279,-1.0166,-1.2853,-1.3382,-1.0605,-0.67016,-0.2275,0.32078,0.65954,0.8221,0.46546,0.086189,-0.25075,-0.2797,-0.15336,0.19536,0.58103,1.0106,1.4539,1.7843,1.7102,1.3724,0.86245,0.29174,-0.31077,-0.96608,-1.3562,-1.584,-1.3321,-1.0077,-0.61591,-0.144,0.26188,0.47911,0.29108,-0.1104,-0.72021,-1.3337,-1.9521,-2.3656,-2.6147,-2.3854,-1.9064,-1.2468,-0.4237,0.48321,1.5368,2.0986,2.4011,2.0971,1.6651,1.102,-0.042349,-1.096,-1.6563,-1.7439,-1.5678,-1.3971,-1.1506,-0.79371,-0.64655,-0.61036,-0.83873,-0.93939,-0.93788,-0.45837,0.11217,0.80873,1.4686,2.079,2.33,2.3399,2.0769,1.5946,1.0665,0.51362,0.1047,-0.21495,7
-1.9682,-2.0585,-1.4657,-0.88183,-0.14484,0.21864,0.24139,0.24039,0.005198,-0.00125,0.031716,0.096097,0.44718,0.594,0.079401,-0.61597,-1.0558,-0.19849,0.91185,1.2919,0.65902,-0.65934,-1.2286,-1.0822,-0.014469,0.74958,0.74548,0.3017,-0.30425,-0.76072,-1.1248,-0.96609,0.31376,1.3342,1.3126,0.00961,-0.80512,-0.75872,0.16911,1.0909,2.131,2.3611,1.5306,-0.18436,-1.2417,-1.3237,-0.7122,0.065734,0.44205,0.90916,0.51223,-0.102,-0.40175,0.079129,0.77269,1.091,0.48644,-0.28276,-0.44562,-0.35272,-0.10485,-0.17395,-0.19082,0.056742,0.15981,-0.070113,-0.31885,-0.5964,-0.40622,-0.22035,0.030054,0.90746,1.5775,1.996,0.88699,-0.25346,-0.19451,0.77078,1.6898,0.7616,-0.63323,-1.4391,-1.1218,-0.353,0.010929,0.036385,-0.054484,-0.14086,-0.2137,-0.10581,0.10447,0.66765,0.77806,0.33589,-0.85671,-1.6708,-1.7394,-1.0756,-0.29242,0.26267,0.80201,1.5186,2.3196,2.4877,1.5957,-0.23638,-1.9649,-2.4489,-1.7104,-0.81582,-0.55247,-0.94375,-1.0053,-0.59087,0.52862,1.3796,2.0109,1.8689,1.4969,1.0207,0.51296,0.21979,0.066018,0.038196,-0.1069,-0.35366,-0.8625,-1.3478,-1.5904,-1.4256,-0.80005,6
0.24638,0.24638,0.24638,0.38726,0.13398,-0.13182,-0.40209,-0.67258,-0.18265,0.35714,0.75348,1.1379,0.45724,-0.33169,-0.75965,-1.144,-1.0824,-0.95817,-0.4927,0.027612,-0.11247,-0.37263,-0.51986,-0.6441,-0.56573,-0.4415,-0.061245,0.38302,0.57243,0.69188,0.69732,0.66856,0.63341,0.59617,0.2946,-0.1006,-0.03706,0.20216,0.030236,-0.3115,-0.4993,-0.61867,-0.15824,0.57891,1.0353,1.348,1.1165,0.58709,-0.19533,-1.1258,-1.1579,-0.62844,-0.41665,-0.41665,-0.49503,-0.62908,-0.38612,0.14215,0.50166,0.72522,0.43148,-0.30567,-0.65724,-0.65724,-0.41507,0.061927,0.23751,0.10225,0.10449,0.25755,0.49492,0.83068,1.0328,1.069,1.0805,1.0592,0.85322,0.38724,-0.10046,-0.62078,-0.84091,-0.58075,-0.36801,-0.23627,-0.19776,-0.3295,-0.46124,-0.59299,-0.59704,-0.33356,-0.067206,0.2056,0.31994,0.050639,-0.47362,-1.6636,-2.5183,-2.4262,-2.0918,-1.0151,-0.045607,0.5665,1.1955,1.8859,2.447,2.4909,2.1779,0.28857,-1.3695,-1.8926,-2.2086,-1.385,-0.65768,-0.52926,-0.46601,-0.86705,-1.2539,-1.5232,-1.6934,-0.889,-0.085793,0.70314,1.4915,2.2716,3.0018,2.7004,2.3802,1.4645,0.5545,0.008727,-0.53705,12
-0.30407,-0.52517,-0.68262,-0.77995,-0.95173,-0.96267,-0.80195,-0.5955,-0.19393,0.068737,0.23566,0.554,0.65816,0.67222,0.48144,0.00796,-0.25922,-0.34486,-0.21838,-0.059402,-0.010027,-0.001052,0.064166,0.16376,0.20414,0.15548,-0.049088,-0.11954,0.016328,0.3253,0.68187,0.72769,0.53861,0.29782,0.061067,-0.02142,0.024552,-0.071512,-0.1869,0.11575,0.3886,0.67337,1.0271,0.70811,0.15288,-0.12744,-0.32789,-0.39204,-0.048773,0.23515,0.16444,0.2555,0.20525,-0.19075,-0.36035,-0.48333,-0.6996,-0.63866,-0.29473,0.056893,0.36558,0.43936,0.15484,-0.10825,-0.22257,-0.12161,0.054324,0.2321,0.43977,0.47711,0.44716,0.28328,0.015064,0.065213,0.28438,0.38594,0.61808,0.99906,1.4982,2.0542,1.9936,0.93143,-0.65725,-1.9718,-2.4422,-2.0959,-1.2479,-0.31759,0.48186,1.0991,1.0499,0.39831,-0.74048,-1.7659,-2.0381,-1.8124,-1.1198,-0.30617,0.53744,1.5198,2.297,2.5715,2.0541,0.71316,-0.63933,-1.579,-1.9872,-1.7151,-1.4453,-1.2031,-0.43403,0.18133,0.60134,0.66572,-0.033739,-0.62946,-0.78339,-0.35119,0.41915,1.2181,1.7786,1.9995,1.9496,1.6339,1.2175,0.75,0.1256,-0.87053,-1.8553,-2.7397,-2.9865,9
-0.4922,-0.9302,-1.2172,-1.1572,-0.92093,-0.50972,0.046772,0.35179,0.34035,0.025815,-0.052622,0.16074,0.53758,0.59504,0.35968,0.023622,-0.004102,0.18112,0.2199,-0.11191,-0.47348,-0.35428,-0.37894,0.024706,-0.11138,-0.1564,-0.50099,-0.40241,0.59484,1.6047,1.7574,0.72721,-0.46999,-0.64322,-0.27768,0.39828,0.27623,0.21836,-0.081653,-0.062257,0.076307,-0.047184,0.62716,0.51586,0.71616,0.19974,-0.030131,-0.21785,-0.2953,-0.20142,-0.092902,-0.19956,-0.30692,-0.49673,0.062744,0.2156,0.20941,-0.15761,-0.3637,-0.16873,-0.29061,-0.13775,-0.069269,0.1394,0.1475,0.004495,-0.069778,-0.13798,-0.067329,0.24014,0.45641,0.40046,-0.24305,-0.30582,0.10956,0.79187,1.1751,1.0195,1.3503,1.6878,2.1191,1.5998,0.15263,-1.6471,-2.9696,-2.6496,-1.6621,-0.5228,0.16704,0.6361,1.063,0.80774,-0.16645,-1.4941,-2.1933,-1.8082,-1.0569,-0.4216,0.019549,0.60594,1.5979,2.4015,2.7533,2.1368,0.32666,-1.5336,-2.3535,-1.8059,-1.1552,-0.91356,-1.0932,-0.044574,0.61825,0.97565,0.077355,-0.74143,-0.89203,-0.49698,0.33766,1.1043,1.6916,1.8585,1.7493,1.2763,0.86527,0.40594,0.1683,-0.12621,-0.79065,-1.701,-2.657,9
-0.50992,-0.17838,0.40752,0.60809,0.57893,0.49647,0.004569,-0.30984,-0.23765,0.088334,0.56318,0.64003,0.055841,-0.40761,-0.69972,-0.59911,-0.2834,0.16294,0.44149,0.45888,0.095421,-0.37769,-0.62709,-0.42129,-0.004717,0.50012,0.77627,0.93979,0.59415,0.024504,-0.75927,-1.1931,-0.79157,0.13138,1.1161,1.7189,1.1395,0.45236,-0.41641,-0.90981,-0.33483,0.27788,0.95723,1.2741,0.97291,0.67272,-0.073279,-1.1607,-1.5683,-1.5344,-0.7299,0.20999,0.85155,0.93456,0.53395,-0.27688,-1.2976,-1.579,-0.79946,0.46082,1.3873,1.2427,0.54813,0.064956,-0.3279,-0.28899,-0.19118,0.72114,2.0937,2.8286,2.624,1.2539,-0.48903,-1.5457,-1.5909,-0.77977,0.15987,0.29477,-0.52695,-1,-1.0762,-0.51082,0.069659,0.24222,-0.32972,-1.4824,-2.1196,-1.9111,-0.38131,1.3351,1.9652,1.3861,-0.015369,-1.1235,-1.2607,-0.43855,0.80481,2.0907,2.3201,1.4591,-0.18645,-1.5723,-1.4365,-0.63324,-0.14746,-0.16442,-0.46282,-0.27028,0.10712,0.10563,-0.4495,-1,-0.70192,0.31255,1.3674,1.9562,1.9058,1.3574,0.75933,0.12547,-0.4426,-0.93801,-1.3556,-1.4457,-1.2661,-0.95218,-0.72449,-0.69908,-0.63985,-0.62757,-0.44256,4
-0.81163,-0.685,-0.74293,-0.69185,-0.75218,-0.76767,-0.80194,-0.68475,-0.48858,-0.31507,-0.15448,-0.14531,-0.28872,-0.43364,-0.54771,-0.5652,-0.30724,-0.13345,0.095069,0.22729,0.18503,0.28251,0.17485,0.087816,-0.051757,-0.26146,-0.26483,-0.25803,-0.12223,0.045462,0.10559,0.19214,0.19149,0.12255,0.10721,0.11004,0.17186,0.34963,0.50674,0.6505,0.7446,0.77059,0.7557,0.55459,0.38961,0.10683,-0.083691,-0.051861,-0.16328,-0.052328,-0.039701,-0.18032,-0.11525,-0.25874,-0.31831,-0.25532,-0.25614,-0.22679,-0.10265,-0.036719,0.089056,0.27154,0.30922,0.36109,0.37223,0.37395,0.42163,0.42848,0.4798,0.48658,0.49516,0.53809,0.33398,0.15804,0.051344,-0.12012,-0.011394,0.001901,-0.19645,-0.27575,-0.54841,-0.7206,-0.66115,-0.59269,-0.17829,0.42868,0.76364,0.4657,-0.44232,-1.6362,-2.3128,-1.9962,-1.1931,-0.23311,0.51389,0.86086,1.4732,2.1059,2.6655,2.9205,2.0229,0.40368,-1.2332,-2.0696,-1.8783,-1.1923,-1.0161,-1.5355,-1.8918,-1.3966,-0.62993,-0.020401,0.0406,-0.49301,-0.46157,0.19419,1.1066,1.9766,2.3299,2.2367,1.7288,1.0051,0.3381,-0.24942,-0.45013,-0.57927,-0.77951,-0.9235,-1.2246,-1.437,5.3164,13
-0.67566,-0.39804,0.078531,0.28819,0.1636,-0.003891,0.093264,0.43055,0.66659,0.5062,0.25575,-0.000935,-0.16348,-0.34697,-0.50913,-0.5623,-0.23548,0.1227,0.30017,0.16972,-0.18006,-0.14466,-0.37672,-0.367,-0.23836,0.024947,0.37277,0.009426,-0.47793,-0.91894,0.16843,1.3657,1.5705,1.1095,-0.025296,-0.24355,-0.027157,0.58199,0.9846,0.60656,0.28773,-0.21298,-0.30665,-0.25367,-0.20185,-0.25296,-0.81947,-0.91912,-0.33683,0.68958,1.6302,1.2835,0.32184,-0.8406,-0.99185,-0.30748,0.072235,-0.060987,-0.9902,-2.3967,-2.4384,-1.8925,0.27578,1.9631,2.0447,1.4384,0.43062,-0.084116,-0.038083,0.38501,0.9671,1.5164,1.7228,1.4975,1.0316,0.56019,0.34157,-0.07718,-0.38243,-1.0782,-1.4997,-1.2369,-0.73942,-0.032918,0.20722,0.10783,0.12012,0.047811,-0.33775,-1.0369,-2.1907,-2.8091,-2.0684,-0.44799,1.6586,2.3791,1.9412,0.58194,-0.46549,-0.89771,-0.76443,0.051793,0.93337,1.6964,1.6472,0.8025,-0.58596,-1.2851,-0.99219,-0.57635,-0.41616,-0.60006,-0.47809,0.034348,0.21982,-0.22502,-0.83774,-0.72491,0.2597,1.3551,2.0232,1.9959,1.4755,0.7713,0.20545,-0.21924,-0.64897,-1.0814,-1.5977,-1.7261,-1.5448,4
-0.82379,-0.82379,-0.91338,-0.99964,-1.0576,-1.0582,-0.91102,-0.66464,-0.48113,-0.24456,-0.18319,-0.25722,-0.32114,-0.36094,-0.44847,-0.37298,-0.058115,0.029548,0.14338,0.31117,0.34345,0.23669,0.18294,0.15628,-0.096812,-0.22875,-0.20865,-0.19386,-0.13941,-0.01087,0.11636,0.14727,0.17285,0.19308,0.13365,0.1316,0.16702,0.24424,0.42051,0.69159,0.8179,0.92255,0.97109,0.80427,0.59446,0.42522,0.24562,0.034906,-0.026253,-0.08901,-0.15274,-0.16975,-0.17041,-0.20027,-0.24389,-0.25624,-0.31699,-0.31783,-0.15196,-0.11112,-0.00281,0.13772,0.197,0.21505,0.38835,0.4308,0.51855,0.55036,0.56285,0.56539,0.55469,0.54733,0.56483,0.42165,0.3772,0.17559,0.038199,-0.029988,-0.1287,-0.24002,-0.21557,-0.4562,-0.63671,-0.61497,-0.59846,-0.35583,0.10458,0.35333,-0.032576,-0.46703,-1.2307,-2.0427,-1.9981,-1.5473,-0.92266,-0.11779,0.74898,1.4661,2.2918,2.7502,2.631,1.8581,0.51892,-0.91428,-1.8097,-2.0588,-1.6853,-0.88086,-0.44424,-0.28905,-0.31814,-0.50035,-0.74129,-0.75616,-0.2915,0.41454,1.1877,1.8969,2.2504,2.1075,1.5979,0.98545,0.31241,-0.29189,-0.69441,-1.0821,-1.4173,-1.6802,-1.925,-1.2441,5.3679,13
-0.71323,-0.71323,-0.47066,-0.25638,-0.21829,-0.17948,0.096215,0.18782,0.16476,0.30064,0.29071,0.001328,-0.21408,0.092674,0.27086,0.53408,0.67539,0.48787,0.045421,-0.30255,-0.5836,-0.81299,-0.64483,-0.60349,-0.6181,-0.36056,0.22687,0.22455,0.53514,0.69233,0.38214,0.010837,-0.036125,-0.032968,0.10882,0.49547,0.58698,0.51136,0.30148,-0.088992,-0.58493,-0.53827,-0.2979,0.016817,0.57938,1.0809,1.0761,0.66283,0.37619,-0.10415,-0.51328,-0.61834,-0.34071,0.17588,0.56898,0.84897,0.70157,-0.055287,-0.77431,-1.0848,-1.0987,-0.99543,-0.30639,0.16836,0.4031,0.65703,0.81484,0.47937,-0.17246,-0.62239,-0.91795,-0.69456,-0.084338,0.64264,1.2833,1.67,1.357,0.95976,0.64392,0.49881,0.58327,0.86163,0.86551,0.47247,-0.23695,-1.0627,-1.6355,-1.7688,-1.6121,-1.1888,-0.5514,-0.083646,0.22508,0.4429,0.55481,0.41196,-0.071928,-0.61664,-1.329,-1.9579,-2.1889,-1.928,-1.4447,-0.6707,0.17865,1.0717,1.9757,2.7095,3.0016,2.6077,1.2278,-0.53397,-1.9758,-2.7251,-2.6679,-1.9167,-0.75826,0.03471,0.25138,0.16617,-0.29038,-0.93379,-1.2853,-0.86225,-0.22244,0.65563,1.5454,1.9687,1.8524,1.5176,1.1014,7
-0.87504,-0.87504,-0.30244,-0.1652,-0.27184,-0.26085,-0.15233,-0.15233,-0.15233,-0.023605,0.25281,0.40845,0.13379,-0.35948,-0.94438,-0.077271,0.61918,0.74713,-0.42266,-1.0775,-0.96703,-0.20789,0.68205,0.93039,0.73046,0.17151,-0.21228,-0.73409,-1.3209,-1.9233,0.48481,1.3974,0.88085,-0.98868,-0.35602,0.54709,1.2378,1.0469,1.9218,1.4138,-1.2463,-2.7178,-2.0699,-0.53436,0.94151,1.3572,1.0361,0.26724,-0.46188,0.09495,0.67978,0.71324,-1.6081,-0.99169,0.65394,2.4277,1.2652,0.35147,-0.44221,-1.2213,-0.97357,-0.30512,0.34316,0.05814,-0.43093,-0.92091,-1.1823,-0.1828,0.86903,1.4039,1.1962,1.8146,0.85396,-0.5902,-1.4413,0.27155,1.2778,1.2787,-0.14813,-1.0995,-1.1812,-0.48115,-0.064807,0.038455,-0.014907,-0.15233,-0.15233,-0.24691,-0.081242,0.79492,1.2408,0.678,-0.64472,-2.079,-1.6501,-0.91993,-0.24572,0.36476,0.77221,1.0571,1.2713,2.2741,1.7239,0.00676,-2.5686,-1.5412,-0.22544,0.5768,-0.71806,-0.57788,-0.078575,0.3512,-0.51978,-0.96759,-0.76742,0.26694,1.5456,2.1543,2.0835,1.2151,0.016918,-0.45742,-0.29272,-0.008996,0.04427,-0.087147,-0.40127,-0.9382,-1.0217,-0.72017,-0.041014,6
-0.69152,-0.69152,-0.7632,-0.72954,-0.85314,-0.8415,-0.64821,-0.40907,-0.11748,0.17229,0.34164,0.43982,0.16261,0.051511,-0.008277,-0.21928,0.041249,0.36594,0.37484,0.34511,0.23024,-0.17615,-0.4236,-0.31897,-0.45012,-0.28926,-0.18177,-0.22846,0.078333,0.27105,0.43052,0.5924,0.50221,0.21536,-0.010266,-0.18548,-0.26721,-0.085118,0.11618,0.17103,0.028416,0.051178,0.14166,0.2256,0.66891,0.93016,0.7601,0.58701,0.32195,-0.36608,-0.48679,-0.59353,-0.29367,0.57873,0.86566,0.91778,0.4522,-0.3453,-1.0081,-1.3287,-1.2262,-0.68667,0.015529,0.89554,1.4497,1.0915,0.29963,-0.58927,-0.98926,-0.76334,-0.16202,0.49774,0.91011,1.0518,1.1981,1.428,1.4926,1.1645,0.56988,-0.30513,-1.147,-1.3591,-1.2053,-1.0006,-0.7202,-0.47776,-0.38483,-0.19974,0.22146,0.47037,0.7496,0.74714,0.11659,-0.54289,-1.4761,-2.0977,-2.1139,-1.7455,-1.095,-0.32886,0.25574,0.801,1.6202,2.3607,2.85,2.601,1.414,0.011722,-1.1854,-1.9168,-1.9995,-1.8645,-1.8127,-1.5005,-0.89049,-0.66534,-0.40748,-0.40748,-1.1189,-1.0178,-0.2311,0.80609,1.9357,2.6877,2.7317,2.1385,1.2546,0.42608,-0.25586,-0.51486,-0.27966,7
-0.39865,-0.58895,-0.76871,-0.86586,-0.80425,-0.87194,-0.84623,-0.62466,0.13009,0.54915,0.55315,0.068892,-0.29124,-0.004202,0.35257,0.60433,0.46938,0.16427,-0.06814,0.0056,0.14195,0.38419,-0.099989,-0.44003,-0.7315,-0.82801,-0.18617,0.13656,0.35287,-0.20603,-0.4657,0.15671,1.2186,1.5861,0.95949,-0.24878,-0.52396,-0.25399,0.43552,0.27807,-0.18435,-0.35429,-0.18644,0.57987,0.66526,0.24845,0.022773,-0.23249,0.37345,0.24366,0.05669,-0.55208,-0.77895,-0.51135,0.28395,0.82719,0.88171,0.090166,-0.60596,-0.71039,-0.43826,-0.26144,-0.19563,-0.29636,0.004652,-0.10248,0.10639,-0.021347,-0.014374,-0.048402,-0.022166,0.010327,-0.079864,0.14036,0.33748,0.51226,0.074963,-0.34928,-0.17852,0.12381,0.98551,1.1111,1.3652,1.267,1.589,2.0654,1.9559,0.32565,-1.5185,-3.0613,-3.0267,-2.1576,-1.0536,-0.28738,0.21238,0.68756,1.118,0.85523,-0.30619,-1.6973,-2.4331,-1.9684,-1.2022,-0.57873,-0.22858,0.27232,1.0658,1.9928,2.6698,2.6458,1.4624,-0.3218,-1.9467,-2.6648,-2.2362,-1.4302,-0.5203,0.31051,0.62535,0.57273,-0.057066,-0.49932,-0.70148,-0.39575,0.13757,0.75034,1.2551,1.5432,1.4941,1.2519,0.81591,9
-0.94164,-0.94164,-0.74894,-0.56079,-0.42122,-0.31242,-0.2213,-0.22055,-0.27468,-0.37872,-0.40621,-0.43994,-0.41662,-0.28527,-0.13708,-0.072641,0.098574,0.11403,0.11273,0.1093,0.022254,-0.12828,-0.22941,-0.28701,-0.34346,-0.24838,-0.10614,-0.026494,0.014713,0.050074,0.064858,0.042871,0.062508,0.13859,0.19933,0.29035,0.43218,0.57087,0.6526,0.68981,0.61481,0.43585,0.27852,0.14009,0.026424,-0.027325,-0.038666,-0.091794,-0.14548,-0.14478,-0.24455,-0.27421,-0.34276,-0.4044,-0.36787,-0.28536,-0.33017,-0.1048,-0.035449,-0.027695,0.099486,0.17162,0.15282,0.22688,0.28322,0.2336,0.32932,0.37796,0.40577,0.449,0.48973,0.46522,0.33934,0.23769,0.11922,-0.034969,-0.11433,-0.15602,-0.22125,-0.30729,-0.37052,-0.52527,-0.67765,-0.65956,-0.57311,-0.35025,-0.007669,0.23173,0.069695,-0.41461,-0.92765,-1.5065,-1.6826,-1.3435,-0.73534,-0.072504,0.66811,1.4301,2.0169,2.3829,2.3122,1.6493,0.51064,-0.72351,-1.6316,-2.078,-1.9821,-1.5171,-1.2718,-0.93275,-0.52625,-0.28202,-0.26737,-0.2376,-0.51874,-0.58337,-0.076294,0.56941,1.2281,1.7812,2.0182,1.8231,1.4499,0.84476,0.24506,-0.37369,-0.8301,-1.0739,-1.2198,-0.2994,7.3466,13
