att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,target
-0.7744,-0.77162,-0.65809,-0.38317,-0.061143,0.26074,0.575,0.89804,1.1246,1.3982,1.4502,1.3839,1.4154,1.511,1.5647,1.3667,1.1839,0.94287,0.6214,0.34196,0.042711,-0.27917,-0.55789,-0.72066,-0.73981,-0.62878,-0.4729,-0.24357,0.012058,0.29086,0.58485,0.906,1.2132,1.4058,1.4677,1.378,1.3617,1.3825,1.4134,1.4306,1.5619,1.4719,1.2548,0.90113,0.62762,0.29539,-0.006306,-0.2488,-0.49695,-0.69234,-0.17214,-0.17096,-0.33753,-0.56396,-0.78548,-1.0039,-1.2301,-1.4731,-1.6215,-1.5255,-1.3252,-1.1067,-0.88408,-0.65978,-0.5017,-0.41,-0.52577,-0.65477,-0.87072,-1.0797,-1.2344,-1.4231,-1.4321,-1.4298,-1.283,-1.1615,-0.98056,-0.72943,-0.47754,-0.25094,2
-0.84136,-0.7632,-0.53955,-0.25412,0.044714,0.35927,0.69388,0.97209,1.1914,1.4587,1.3984,1.3581,1.3665,1.4901,1.5192,1.3601,1.107,0.75466,0.41979,0.12166,-0.18939,-0.48623,-0.72338,-0.84634,-0.78565,-0.64105,-0.41925,-0.16652,0.11017,0.41495,0.72098,1.0412,1.3494,1.4217,1.4932,1.3825,1.318,1.3301,1.3637,1.445,1.5666,1.4724,1.1838,0.92137,0.58283,0.25146,-0.041511,-0.28236,-0.5323,-0.71943,-0.15806,-0.32692,-0.49503,-0.6883,-0.87683,-1.1522,-1.3942,-1.6046,-1.5829,-1.3535,-1.114,-0.86767,-0.59106,-0.37181,-0.23837,-0.31832,-0.45201,-0.6278,-0.87913,-1.0928,-1.3009,-1.4425,-1.4995,-1.4941,-1.3559,-1.172,-0.92685,-0.71021,-0.45977,-0.20603,2
-0.76002,-0.6804,-0.53456,-0.26036,0.069141,0.37681,0.70152,0.9714,1.2438,1.3942,1.4247,1.432,1.4569,1.5356,1.5466,1.3486,1.1556,0.93674,0.66335,0.37661,0.099127,-0.17917,-0.45665,-0.6559,-0.81007,-0.70853,-0.5583,-0.31168,-0.020731,0.27492,0.60091,0.92089,1.2459,1.4456,1.4177,1.3176,1.3251,1.4311,1.3277,1.4151,1.5013,1.542,1.2479,0.96028,0.64904,0.31722,0.058604,-0.25145,-0.5078,-0.65715,-0.43377,-0.46579,-0.61088,-0.84299,-0.92522,-1.1262,-1.3241,-1.4196,-1.4144,-1.3428,-1.2566,-1.0644,-0.88841,-0.72342,-0.55468,-0.35479,-0.4444,-0.58948,-0.79259,-0.99559,-1.1333,-1.2429,-1.3188,-1.3224,-1.2823,-1.1889,-1.0923,-0.9085,-0.74403,-0.57561,3
-0.8634,-0.84208,-0.67125,-0.37575,-0.037389,0.3015,0.67372,0.97773,1.2612,1.4508,1.4741,1.5095,1.6073,1.6718,1.5714,1.3346,1.1033,0.83503,0.56285,0.26725,-0.050605,-0.36839,-0.63037,-0.86395,-0.96511,-0.86964,-0.63847,-0.39052,-0.093346,0.20862,0.53574,0.81038,1.1122,1.3936,1.5719,1.4794,1.4185,1.4358,1.4665,1.5446,1.6626,1.461,1.1914,0.86041,0.54874,0.23411,-0.047616,-0.36799,-0.61154,-0.81743,-0.40321,-0.33136,-0.45578,-0.65596,-0.82278,-1.0459,-1.2177,-1.3388,-1.3638,-1.2144,-1.0397,-0.84803,-0.70282,-0.52923,-0.3967,-0.44755,-0.55351,-0.67305,-0.8022,-1.0003,-1.1516,-1.2842,-1.2837,-1.3121,-1.198,-1.0994,-0.97518,-0.80532,-0.58996,-0.49071,3
-0.63684,-0.61418,-0.41604,-0.20761,0.095368,0.36668,0.64707,0.87143,1.2627,1.4332,1.4807,1.5008,1.5389,1.5287,1.4606,1.2501,0.92328,0.71919,0.44173,0.10821,-0.13236,-0.17568,-0.28803,-0.51219,-0.67302,-0.54008,-0.40065,-0.25667,-0.00353,0.2648,0.56968,0.91403,1.1901,1.4351,1.4753,1.449,1.4163,1.3947,1.3785,1.4122,1.4769,1.5016,1.3505,1.0719,0.76995,0.44937,0.16729,-0.11768,-0.37068,-0.58139,-0.49184,-0.60463,-0.71338,-0.82457,-0.99057,-1.179,-1.3246,-1.4646,-1.4687,-1.3274,-1.1567,-0.96866,-0.80616,-0.64197,-0.53882,-0.49917,-0.58309,-0.77164,-0.90034,-1.0711,-1.1398,-1.2559,-1.3634,-1.3832,-1.3523,-1.2316,-1.1122,-0.91155,-0.74229,-0.57018,2
-0.4823,-0.43845,-0.32106,-0.14309,0.14853,0.4142,0.69742,0.92693,1.1364,1.2869,1.3695,1.3981,1.4271,1.3399,1.1954,1.0276,0.86779,0.57992,0.36638,0.043801,-0.16892,-0.37007,-0.608,-0.58524,-0.50572,-0.37296,-0.13343,0.12551,0.40889,0.70351,0.98752,1.3031,1.3968,1.4655,1.5121,1.4326,1.368,1.3557,1.3803,1.477,1.4533,1.5293,1.2785,0.99996,0.70674,0.38676,0.12046,-0.11264,-0.28746,-0.44985,-0.5946,-0.67085,-0.77592,-0.91647,-1.0509,-1.174,-1.2693,-1.4058,-1.4314,-1.3752,-1.2359,-1.1183,-0.96589,-0.7881,-0.65133,-0.51463,-0.63072,-0.74195,-0.88752,-1.0296,-1.1648,-1.2349,-1.3737,-1.4294,-1.3449,-1.2682,-1.155,-0.97933,-0.79938,-0.6602,2
-0.83612,-0.7505,-0.56723,-0.28814,0.052881,0.39183,0.71473,1.0014,1.3571,1.3932,1.3765,1.3697,1.4566,1.6008,1.5123,1.2692,1.0293,0.72637,0.40185,0.089519,-0.22528,-0.42983,-0.66206,-0.79784,-0.69976,-0.52736,-0.31492,-0.060502,0.18643,0.48297,0.77976,1.1047,1.3252,1.3257,1.3558,1.2167,1.2451,1.3104,1.3864,1.4618,1.5702,1.5069,1.2708,0.94139,0.61867,0.29115,-0.020258,-0.31601,-0.5622,-0.72902,-0.080036,-0.22375,-0.41581,-0.57518,-0.84697,-1.059,-1.3245,-1.4707,-1.6131,-1.4837,-1.308,-1.0755,-0.88156,-0.65099,-0.47267,-0.51379,-0.61477,-0.78536,-1.058,-1.207,-1.3907,-1.4903,-1.4642,-1.33,-1.1509,-0.98428,-0.75274,-0.58662,-0.3753,-0.1511,3
-0.85021,-0.86495,-0.69245,-0.40317,-0.09129,0.23963,0.55422,0.93094,1.2009,1.4748,1.3798,1.3852,1.4094,1.5119,1.6149,1.516,1.2102,0.92435,0.65057,0.37767,0.062198,-0.27666,-0.58002,-0.77261,-0.87076,-0.79802,-0.57638,-0.33856,-0.078182,0.21637,0.5191,0.84257,1.1785,1.4843,1.5404,1.4267,1.374,1.3832,1.3576,1.3566,1.4282,1.4889,1.3464,1.0374,0.72004,0.38389,0.053289,-0.26357,-0.53471,-0.76846,-0.27941,-0.37444,-0.56086,-0.74415,-0.88787,-1.1333,-1.3251,-1.4819,-1.459,-1.2743,-1.0857,-0.88018,-0.75355,-0.5458,-0.41005,-0.35025,-0.44498,-0.57858,-0.81828,-1.0782,-1.2063,-1.2922,-1.2866,-1.2872,-1.2406,-1.1749,-1.0498,-0.84445,-0.60499,-0.36714,3
-0.78416,-0.824,-0.60693,-0.31843,-0.014911,0.31703,0.63445,0.90187,1.2049,1.4459,1.474,1.433,1.444,1.5799,1.6332,1.4601,1.3301,0.95222,0.73567,0.45085,0.1446,-0.16686,-0.4815,-0.65149,-0.7637,-0.70341,-0.5714,-0.37188,-0.11451,0.15933,0.45234,0.79628,1.1077,1.3232,1.3469,1.3301,1.3017,1.3626,1.3638,1.4142,1.4572,1.4677,1.2873,0.95026,0.62952,0.32304,0.033117,-0.24598,-0.48658,-0.69304,-0.13526,-0.28347,-0.45109,-0.61275,-0.81329,-1.0547,-1.2928,-1.5155,-1.5788,-1.4241,-1.2244,-1.0236,-0.80586,-0.61612,-0.46063,-0.44401,-0.56988,-0.78951,-1.0081,-1.167,-1.303,-1.4208,-1.427,-1.3567,-1.2426,-1.0527,-0.90566,-0.71873,-0.47527,-0.27609,3
-0.72564,-0.65059,-0.47467,-0.24101,0.036505,0.32533,0.54771,0.86144,1.1069,1.3616,1.4371,1.459,1.4764,1.5296,1.4511,1.2874,1.0223,0.74834,0.43859,0.092157,-0.20289,-0.4405,-0.66451,-0.7408,-0.66017,-0.46251,-0.23279,0.010358,0.27985,0.54993,0.82571,1.1089,1.3973,1.396,1.4211,1.3871,1.4661,1.4276,1.4476,1.4704,1.4928,1.4858,1.2899,0.97838,0.67108,0.42953,0.13558,-0.18953,-0.44663,-0.64583,-0.48859,-0.50486,-0.63745,-0.76545,-0.92383,-1.0524,-1.2113,-1.2907,-1.3861,-1.3552,-1.2314,-1.0895,-0.94577,-0.83515,-0.74416,-0.59921,-0.64641,-0.75906,-0.89442,-1.0243,-1.1437,-1.2851,-1.3352,-1.3008,-1.2276,-1.1341,-1.0402,-0.87818,-0.73503,-0.60909,2
-0.29151,-0.25028,-0.17625,0.054315,0.24981,0.39781,0.57768,0.78641,1.0176,1.1831,1.262,1.2521,1.2856,1.2585,1.1501,1.0042,0.8145,0.57726,0.36336,0.10744,-0.035283,-0.26621,-0.44835,-0.49574,-0.30909,-0.12638,0.13196,0.3782,0.65693,0.94631,1.2481,1.3566,1.2067,1.1629,1.0905,1.243,1.1979,1.1871,1.2752,1.303,1.3728,1.3419,1.3683,1.3259,1.0191,0.72552,0.44881,0.18406,-0.034662,-0.23693,-0.71197,-0.60411,-0.69278,-0.89536,-1.0581,-1.259,-1.4532,-1.5468,-1.6077,-1.5005,-1.3928,-1.1956,-0.9936,-0.89179,-0.6873,-0.54173,-0.69801,-0.79619,-0.94274,-1.1454,-1.2093,-1.3149,-1.4543,-1.5063,-1.4334,-1.3567,-1.2425,-1.0458,-0.9056,-0.75863,1
-0.49488,-0.46588,-0.34032,-0.066607,0.22486,0.44202,0.67848,0.87369,1.0942,1.2429,1.3311,1.3366,1.3358,1.2855,1.2153,1.0724,0.93068,0.6348,0.34431,0.081044,-0.16725,-0.39174,-0.48096,-0.45094,-0.30633,-0.15235,0.087481,0.28587,0.54837,0.81955,1.1266,1.3215,1.3961,1.4442,1.4698,1.3301,1.2953,1.2677,1.3498,1.5006,1.4375,1.4454,1.3291,1.0474,0.74112,0.47106,0.21036,-0.035796,-0.26091,-0.40136,-0.78909,-0.85574,-0.95363,-1.0571,-1.1894,-1.2779,-1.3449,-1.3156,-1.2385,-1.1578,-1.0539,-0.95425,-0.88583,-0.81372,-0.81086,-0.9545,-1.0192,-1.0311,-1.1092,-1.1411,-1.1729,-1.2312,-1.2253,-1.2246,-1.2513,-1.172,-1.0683,-0.96882,-0.93758,-0.82804,1
-0.5774,-0.48956,-0.28253,-0.088255,0.158,0.38693,0.64172,0.86344,1.1018,1.1731,1.2235,1.2738,1.3373,1.2977,1.2199,1.0185,0.79471,0.63508,0.33997,0.049992,-0.19634,-0.42264,-0.56919,-0.48907,-0.32714,-0.10902,0.11974,0.39551,0.68051,0.977,1.2815,1.4127,1.4336,1.377,1.4059,1.3275,1.2623,1.2743,1.2898,1.3504,1.4725,1.497,1.3126,1.057,0.74601,0.4538,0.16917,-0.095744,-0.29249,-0.47191,-0.66472,-0.65804,-0.7635,-0.8909,-1.0481,-1.2394,-1.3807,-1.4891,-1.4907,-1.358,-1.1665,-1.0085,-0.84892,-0.69286,-0.57412,-0.61461,-0.73334,-0.84916,-1,-1.1033,-1.194,-1.2897,-1.3882,-1.4041,-1.3557,-1.3303,-1.1849,-1.0248,-0.90742,-0.74654,1
-0.59708,-0.54435,-0.38445,-0.20817,0.095595,0.29007,0.55403,0.78928,1.0375,1.2214,1.3393,1.4126,1.4616,1.4072,1.3049,1.1328,0.89855,0.57892,0.26447,-0.019257,-0.28374,-0.50052,-0.55228,-0.5865,-0.40456,-0.2476,-0.063989,0.20364,0.43456,0.73411,1.0465,1.3205,1.4351,1.4813,1.5107,1.4221,1.373,1.3955,1.4674,1.5603,1.525,1.5152,1.2681,0.98745,0.69259,0.40621,0.13153,-0.12803,-0.35711,-0.55968,-0.63773,-0.65627,-0.75045,-0.89442,-1.0155,-1.141,-1.2785,-1.3771,-1.3853,-1.2976,-1.1957,-1.0887,-0.92323,-0.82937,-0.69681,-0.63336,-0.70037,-0.83534,-0.932,-1.0563,-1.1669,-1.2261,-1.3335,-1.3355,-1.2544,-1.2037,-1.0721,-0.9028,-0.77112,-0.67059,1
-0.63871,-0.5711,-0.39151,-0.16328,0.13268,0.36323,0.58694,0.92089,1.1397,1.2836,1.2864,1.3328,1.3261,1.2676,1.1896,0.99116,0.68742,0.48971,0.27251,-0.062922,-0.34291,-0.5367,-0.66313,-0.57896,-0.41788,-0.17283,0.072003,0.31895,0.61669,0.8925,1.2011,1.4962,1.501,1.4406,1.5034,1.4506,1.2721,1.2871,1.3029,1.3571,1.5148,1.4977,1.3789,1.0257,0.72917,0.40122,0.17338,-0.13598,-0.32204,-0.55829,-0.42578,-0.43237,-0.51392,-0.67801,-0.84543,-1.0535,-1.2177,-1.4143,-1.4965,-1.4532,-1.3207,-1.2055,-1.0274,-0.92761,-0.77756,-0.66786,-0.79852,-0.92922,-1.0082,-1.1663,-1.2716,-1.385,-1.4097,-1.3815,-1.2374,-1.0919,-0.94971,-0.83736,-0.67763,-0.54617,1
-0.53072,-0.48632,-0.3113,-0.10074,0.17916,0.45972,0.65322,0.92346,1.0959,1.2264,1.3255,1.3381,1.3155,1.2924,1.1876,0.94625,0.70998,0.47528,0.17759,-0.077049,-0.36087,-0.52592,-0.58099,-0.53482,-0.35111,-0.21295,0.027796,0.28244,0.5763,0.85186,1.1536,1.3451,1.5457,1.549,1.4749,1.4069,1.344,1.2185,1.2954,1.4672,1.5586,1.6174,1.3449,1.0526,0.72635,0.47441,0.22647,-0.036508,-0.24964,-0.41476,-0.59283,-0.60944,-0.71863,-0.85838,-0.99648,-1.0496,-1.1828,-1.2443,-1.2677,-1.3241,-1.2646,-1.1677,-1.0409,-0.99005,-0.91963,-0.83507,-0.84438,-0.95156,-1.0511,-1.1809,-1.2512,-1.3339,-1.3135,-1.2962,-1.1943,-1.1162,-1.058,-0.90362,-0.82896,-0.68576,1
-0.66664,-0.61088,-0.41967,-0.1963,0.11184,0.40704,0.65505,0.90948,1.2095,1.3582,1.4113,1.4655,1.4387,1.411,1.2878,1.0524,0.83083,0.54541,0.31305,0.014299,-0.26737,-0.49237,-0.6364,-0.63459,-0.48185,-0.2522,-0.012967,0.25044,0.52648,0.822,1.1059,1.3672,1.478,1.3987,1.2695,1.327,1.4448,1.418,1.3838,1.3205,1.457,1.5212,1.277,0.96069,0.66473,0.38741,0.098107,-0.17455,-0.41521,-0.61552,-0.57778,-0.59202,-0.76211,-0.91045,-1.0385,-1.1828,-1.3029,-1.3712,-1.4369,-1.315,-1.1886,-1.05,-0.87598,-0.73222,-0.61578,-0.58029,-0.69169,-0.77197,-0.90509,-1.0686,-1.1799,-1.2973,-1.3311,-1.3212,-1.2353,-1.1874,-1.0774,-0.96405,-0.78909,-0.6704,1
-0.72276,-0.64173,-0.46227,-0.19213,0.091704,0.34356,0.66476,0.94774,1.1732,1.3361,1.3585,1.4122,1.4423,1.4407,1.3896,1.1777,0.93114,0.63071,0.31805,0.036727,-0.25128,-0.49464,-0.66922,-0.66024,-0.53815,-0.30776,-0.045898,0.23972,0.47906,0.75554,1.0144,1.3335,1.4284,1.3723,1.2927,1.3758,1.3607,1.3551,1.4208,1.4939,1.5749,1.5437,1.2058,0.91729,0.60765,0.32748,0.038765,-0.20424,-0.46998,-0.66247,-0.53107,-0.61618,-0.75968,-0.90292,-1.0632,-1.2617,-1.3549,-1.4418,-1.3838,-1.2553,-1.0977,-0.95783,-0.81536,-0.69553,-0.57025,-0.56299,-0.7104,-0.81803,-0.95831,-1.1276,-1.2487,-1.3326,-1.3762,-1.337,-1.1919,-1.0749,-0.96733,-0.84167,-0.72193,-0.53251,2
-0.47358,-0.47853,-0.35335,-0.17989,0.003998,0.34692,0.59004,0.88145,1.1108,1.2244,1.2607,1.3522,1.3824,1.3421,1.2379,1.1245,0.88138,0.54227,0.25118,-0.058675,-0.31124,-0.43829,-0.56476,-0.53472,-0.40044,-0.17809,0.05685,0.27948,0.5464,0.81001,1.0998,1.3885,1.4434,1.4645,1.4823,1.3482,1.3177,1.3388,1.3659,1.5279,1.5699,1.4731,1.2178,1.0322,0.74055,0.42934,0.15608,-0.11582,-0.33538,-0.43359,-0.5412,-0.63862,-0.72969,-0.82981,-0.97033,-1.1356,-1.219,-1.3618,-1.4432,-1.3847,-1.248,-1.134,-1.0087,-0.84014,-0.70797,-0.64182,-0.70487,-0.83506,-1.0022,-1.1235,-1.2783,-1.4069,-1.4103,-1.3866,-1.2957,-1.1776,-1.0441,-0.8757,-0.77979,-0.6094,2
-0.58306,-0.52417,-0.38573,-0.14837,0.13127,0.41688,0.70329,0.97139,1.1181,1.1989,1.2665,1.2882,1.2797,1.2361,1.1063,0.78894,0.57006,0.34245,0.044829,-0.19066,-0.40547,-0.6132,-0.66249,-0.52794,-0.37688,-0.10993,0.16471,0.45219,0.75136,1.0496,1.3552,1.5183,1.5577,1.513,1.3477,1.2749,1.3027,1.2962,1.3964,1.5293,1.578,1.4724,1.2865,1.0176,0.70541,0.4135,0.11329,-0.13866,-0.39788,-0.54506,-0.33136,-0.3826,-0.49788,-0.67778,-0.82153,-0.9987,-1.1292,-1.3221,-1.3973,-1.4481,-1.3693,-1.2389,-1.0834,-0.94915,-0.84401,-0.73107,-0.85188,-0.96145,-1.0965,-1.3074,-1.439,-1.4664,-1.4063,-1.3066,-1.1829,-1.0614,-0.93254,-0.77698,-0.56009,-0.37728,2
