att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,target
-0.34029,-0.35723,-0.22916,-0.041865,0.20668,0.47397,0.68976,0.93499,1.151,1.3916,1.4527,1.3996,1.4149,1.493,1.5155,1.3586,1.1619,0.93695,0.72452,0.52813,0.29665,0.06029,-0.17501,-0.35428,-0.41174,-0.34393,-0.23719,-0.0766,0.11536,0.34423,0.57189,0.81166,1.0612,1.2314,1.2895,1.2697,1.2816,1.357,1.3429,1.2959,1.2966,1.3276,1.2777,1.0731,0.82717,0.55752,0.32204,0.092851,-0.10196,-0.24942,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,-1.1006,8
-0.5075,-0.4405,-0.28551,-0.027341,0.22178,0.44971,0.67005,0.89854,1.1078,1.2762,1.4535,1.4837,1.4589,1.524,1.4867,1.3441,1.0643,0.84069,0.649,0.42421,0.16884,-0.091399,-0.33955,-0.53668,-0.54247,-0.43808,-0.27985,-0.083563,0.13617,0.37089,0.61792,0.86496,1.0985,1.3324,1.4732,1.392,1.4035,1.4509,1.3977,1.3749,1.4351,1.44,1.2327,1.0121,0.7689,0.50279,0.23667,0.001284,-0.24047,-0.4303,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,8
-0.41896,-0.39807,-0.23712,-0.13933,0.058976,0.3107,0.55822,0.82588,1.0952,1.3251,1.4563,1.4001,1.3695,1.4065,1.4862,1.3867,1.1848,0.89624,0.64812,0.40247,0.15162,-0.10036,-0.31039,-0.41517,-0.3965,-0.30403,-0.13612,0.074512,0.31697,0.54658,0.80335,1.0406,1.2702,1.3788,1.3387,1.2984,1.3713,1.3539,1.3367,1.3334,1.3163,1.41,1.2441,0.99792,0.7603,0.51696,0.26422,0.020521,-0.18066,-0.33723,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,-1.0861,8
-0.48089,-0.42193,-0.3143,-0.095274,0.14488,0.42028,0.6892,0.9471,1.1158,1.2999,1.4221,1.4187,1.4013,1.46,1.4667,1.3785,1.1361,0.87594,0.6601,0.41676,0.20096,-0.061562,-0.27059,-0.41191,-0.43898,-0.31868,-0.19406,0.025758,0.26424,0.51477,0.7725,1.0159,1.2407,1.4047,1.3772,1.3604,1.317,1.3944,1.3623,1.3607,1.3638,1.3391,1.1942,0.94192,0.70763,0.45773,0.20631,-0.030932,-0.23601,-0.42225,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,-1.0793,8
-0.38579,-0.33296,-0.2511,-0.03315,0.21819,0.48714,0.76193,0.99376,1.1834,1.3337,1.3375,1.3731,1.4135,1.4217,1.3365,1.1305,0.90762,0.69241,0.43984,0.19735,-0.059014,-0.28382,-0.39911,-0.36777,-0.26832,-0.13049,0.052345,0.22786,0.44483,0.68245,0.91251,1.1351,1.3491,1.3855,1.294,1.2818,1.3409,1.3339,1.3003,1.2956,1.3453,1.4394,1.2699,1.0271,0.78591,0.52341,0.28989,0.059103,-0.1465,-0.30166,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,-1.1015,8
-0.37926,-0.37985,-0.28756,-0.060442,0.19608,0.47555,0.7177,0.94004,1.1262,1.3513,1.3644,1.3319,1.4366,1.5149,1.4694,1.3278,1.1565,0.94853,0.71709,0.48574,0.23363,-0.016495,-0.19343,-0.33351,-0.29665,-0.22886,-0.09584,0.070993,0.28628,0.52577,0.76961,1.006,1.213,1.3361,1.362,1.2791,1.2637,1.3147,1.3016,1.2599,1.3256,1.3136,1.1509,0.94669,0.70195,0.46451,0.2242,0.024147,-0.1729,-0.30585,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,-1.1061,8
-0.50254,-0.44358,-0.24828,-0.018725,0.24434,0.47625,0.72536,1.0017,1.2363,1.4484,1.4657,1.4063,1.4526,1.5409,1.4775,1.2908,1.0948,0.87634,0.63739,0.35934,0.09618,-0.17807,-0.42455,-0.52542,-0.516,-0.3634,-0.17165,0.040868,0.27635,0.5087,0.75837,0.98874,1.2259,1.3826,1.232,1.2203,1.3097,1.3917,1.3201,1.334,1.2984,1.383,1.2239,0.99606,0.75349,0.49389,0.24442,0.008941,-0.2324,-0.44183,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,-1.0718,8
-0.4337,-0.42979,-0.25871,-0.067668,0.20121,0.44116,0.73021,1.0035,1.2026,1.3674,1.3258,1.3351,1.4449,1.5443,1.4557,1.3095,1.1135,0.86244,0.62979,0.37917,0.13381,-0.12547,-0.33118,-0.44335,-0.40587,-0.26171,-0.10333,0.10966,0.33668,0.58642,0.81607,1.066,1.2987,1.4195,1.3628,1.2208,1.236,1.3047,1.2939,1.2724,1.251,1.3562,1.2531,0.98645,0.74719,0.4818,0.24442,0.00826,-0.19244,-0.34844,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,-1.091,8
-0.3841,-0.39845,-0.28095,-0.089498,0.11577,0.35122,0.59925,0.83637,1.0862,1.3359,1.554,1.7432,1.9245,1.8418,1.8104,1.8818,1.9204,1.717,1.4932,1.2802,1.0444,0.80015,0.52918,0.27879,0.069418,-0.11849,-0.27687,-0.37145,-0.32055,-0.27466,-0.13736,-0.002379,0.2077,0.41476,0.65901,0.87333,0.91567,0.89635,0.83117,0.88577,0.82931,0.81334,0.84862,0.91567,0.74163,0.50767,0.26345,0.035395,-0.14458,-0.28695,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,8
-0.48222,-0.48858,-0.36244,-0.13151,0.14342,0.40681,0.67245,0.88068,1.1003,1.3759,1.442,1.4644,1.4264,1.5147,1.5295,1.3619,1.1705,0.96203,0.73211,0.50226,0.24226,0.005379,-0.24585,-0.44332,-0.48238,-0.3963,-0.23198,-0.037127,0.1738,0.40945,0.63678,0.88772,1.1098,1.3183,1.3835,1.2905,1.2936,1.3681,1.4206,1.4541,1.3823,1.3817,1.2467,0.96162,0.73019,0.47279,0.20937,-0.024633,-0.23099,-0.41561,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,-1.0697,8
-0.34038,-0.35801,-0.2057,-0.053184,0.19596,0.45224,0.69847,0.89682,1.0942,1.2864,1.3633,1.3408,1.3536,1.4185,1.4305,1.2669,1.0862,0.82208,0.59606,0.34391,0.086726,-0.12879,-0.30301,-0.38769,-0.36779,-0.25553,-0.080812,0.1198,0.3493,0.57718,0.82572,1.0537,1.3027,1.4785,1.355,1.2579,1.2848,1.3186,1.2976,1.2669,1.2836,1.4085,1.298,1.0612,0.81349,0.54043,0.31147,0.053651,-0.11874,-0.28317,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,8
-0.63861,-0.61478,-0.41941,-0.14216,0.1132,0.38639,0.63889,0.85841,1.0938,1.2954,1.3013,1.3748,1.4143,1.3565,1.2263,0.96049,0.72669,0.3949,0.074571,-0.22392,-0.50108,-0.64549,-0.67139,-0.57023,-0.35997,-0.094585,0.14033,0.36486,0.59334,0.88232,1.1818,1.4426,1.5659,1.448,1.4179,1.3909,1.3036,1.3763,1.3142,1.3369,1.4263,1.4729,1.3891,1.0756,0.76583,0.46166,0.16583,-0.11682,-0.37752,-0.57679,-0.39737,-0.51393,-0.71225,-0.91029,-1.0615,-1.2035,-1.3242,-1.467,-1.5158,-1.3639,-1.2017,-1.0885,-0.94227,-0.74559,-0.59139,-0.55459,-0.63101,-0.73946,-0.90301,-1.0984,-1.186,-1.3531,-1.4032,-1.3736,-1.2917,-1.166,-1.0224,-0.8707,-0.67259,-0.47423,5
-0.4626,-0.39416,-0.27193,-0.036179,0.22552,0.48234,0.74421,1.0064,1.2101,1.4453,1.4304,1.4233,1.5029,1.604,1.4862,1.2934,1.0629,0.83311,0.60986,0.35764,0.10921,-0.17101,-0.35207,-0.49467,-0.46266,-0.3641,-0.21897,-0.00889,0.22207,0.4541,0.69783,0.94371,1.1238,1.3248,1.3757,1.2761,1.3307,1.388,1.406,1.4354,1.3962,1.4006,1.1939,0.94297,0.67034,0.43605,0.17872,-0.075552,-0.28108,-0.40527,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,-1.0675,8
-0.46449,-0.44231,-0.25891,-0.067757,0.18092,0.4809,0.72694,0.98263,1.1834,1.4155,1.4315,1.4157,1.4725,1.5339,1.3972,1.1058,0.91578,0.71267,0.50627,0.24144,-0.024524,-0.2715,-0.38879,-0.48303,-0.41576,-0.23745,-0.036551,0.1861,0.42529,0.65722,0.90252,1.1366,1.315,1.3906,1.2865,1.2791,1.3477,1.4366,1.3707,1.3594,1.3855,1.3653,1.1581,0.96645,0.72347,0.46476,0.21043,-0.023628,-0.20874,-0.38845,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,-1.0786,8
-0.54654,-0.46715,-0.27597,-0.021123,0.23389,0.48359,0.71722,0.98811,1.1662,1.4232,1.4701,1.4545,1.4372,1.5067,1.3916,1.2253,0.93774,0.70787,0.4503,0.19805,-0.07298,-0.34615,-0.47762,-0.54302,-0.44251,-0.28591,-0.076809,0.15129,0.38799,0.61931,0.87083,1.1108,1.3511,1.4688,1.4273,1.3266,1.4,1.4548,1.402,1.3712,1.453,1.3571,1.1073,0.87008,0.6349,0.40197,0.15976,-0.081214,-0.28613,-0.46736,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,-1.0576,8
-0.47821,-0.43041,-0.2843,-0.0357,0.22152,0.49127,0.73787,0.96533,1.1479,1.386,1.4715,1.41,1.4669,1.5687,1.4813,1.328,1.1131,0.85753,0.64698,0.40656,0.16762,-0.094141,-0.30395,-0.47279,-0.45948,-0.33909,-0.1811,0.041895,0.22041,0.45935,0.73969,0.96638,1.1402,1.334,1.3632,1.296,1.3092,1.3866,1.3607,1.3864,1.3686,1.4029,1.1498,0.94562,0.68654,0.44036,0.19172,-0.035784,-0.25709,-0.39793,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,-1.0763,8
-0.52437,-0.45181,-0.27003,-0.023621,0.23331,0.49359,0.73846,1.0015,1.1906,1.4141,1.4585,1.4426,1.4915,1.5455,1.4819,1.2948,1.1122,0.87927,0.66789,0.42148,0.14945,-0.15896,-0.39613,-0.53343,-0.56111,-0.43357,-0.26697,-0.059716,0.16514,0.39702,0.64924,0.87631,1.1034,1.3028,1.3954,1.4221,1.4771,1.4615,1.4203,1.2601,1.2407,1.3157,1.2116,1.0175,0.74302,0.47853,0.22631,0.004892,-0.25432,-0.43086,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,-1.0607,8
-0.47047,-0.4254,-0.26524,-0.032832,0.21914,0.48455,0.73623,0.99809,1.1819,1.4233,1.4595,1.3925,1.443,1.5201,1.4998,1.3435,1.1321,0.88087,0.65755,0.41426,0.1899,-0.093712,-0.29772,-0.43805,-0.4832,-0.43628,-0.27691,-0.067089,0.16218,0.40903,0.65989,0.88542,1.1062,1.2828,1.3798,1.2835,1.3335,1.4069,1.3733,1.3286,1.3132,1.4161,1.2241,1.0163,0.77291,0.53409,0.26713,-0.001667,-0.22656,-0.39327,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,-1.0741,8
-0.54624,-0.49251,-0.32016,-0.094946,0.20333,0.42415,0.6174,0.90959,1.0839,1.1901,1.3533,1.3301,1.3145,1.2462,1.0962,0.87391,0.61642,0.3784,0.063021,-0.23237,-0.45995,-0.62542,-0.58252,-0.47611,-0.27006,-0.01778,0.16322,0.44375,0.73116,1.0293,1.3332,1.4989,1.4669,1.5147,1.462,1.3733,1.3344,1.3436,1.2628,1.3594,1.5225,1.6085,1.3138,1.0157,0.70678,0.40302,0.10253,-0.16927,-0.34023,-0.52929,-0.58639,-0.70488,-0.81607,-0.92599,-1.0679,-1.2497,-1.4079,-1.4741,-1.4049,-1.2458,-1.0861,-0.98838,-0.8442,-0.6941,-0.62215,-0.6191,-0.73724,-0.93389,-1.0365,-1.1735,-1.258,-1.4034,-1.4721,-1.3756,-1.2616,-1.1068,-0.97949,-0.79137,-0.68544,-0.58054,6
-0.45393,-0.42149,-0.27661,-0.062795,0.19797,0.46693,0.70296,0.92132,1.1436,1.3557,1.463,1.4852,1.4243,1.4975,1.5193,1.3517,1.1483,0.88318,0.67091,0.42535,0.17991,-0.085586,-0.31783,-0.40707,-0.43727,-0.3255,-0.16293,0.041625,0.26547,0.50038,0.74208,0.97943,1.2291,1.3639,1.3167,1.3067,1.3846,1.4253,1.3813,1.3005,1.3294,1.3374,1.1176,0.88899,0.63145,0.41064,0.19631,-0.007588,-0.20493,-0.37034,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,-1.0817,8
