att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140,att141,att142,att143,att144,att145,att146,att147,att148,att149,att150,att151,target
-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,1.0348,1.0134,1.0134,1.017,1.017,1.017,1.017,1.017,1.017,1.0205,1.0205,1.0205,1.0205,-1.1445,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1552,-1.1516,-1.1516,-1.1516,0.85262,0.82403,0.82403,0.82761,0.83118,0.83118,0.83475,0.83118,0.83118,0.83118,0.83118,0.83118,0.83118,0.83118,0.83118,0.83118,0.83118,0.83118,0.83475,0.83475,0.83475,0.83475,0.83475,0.83475,0.83475,0.83475,0.83475,0.83475,0.83475,0.83118,0.83475,0.83475,0.83118,0.83118,0.83475,0.83118,0.83118,0.83118,0.83118,0.83475,0.83118,0.83118,0.83118,0.83475,0.83475,0.83475,0.83475,0.83475,0.83118,0.83118,0.83118,0.83118,0.83118,0.83118,0.83118,0.83118,0.83118,0.83475,0.83475,0.83118,0.83118,0.83475,0.83475,0.83118,0.83475,0.83475,0.83475,0.83118,0.83118,0.83118,0.83118,0.83118,0.83118,0.83118,-1.1481,-1.1516,-1.1516,-1.1516,-1.1552,-1.1516,-1.1552,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,-1.1516,1
0.81575,0.96772,0.93439,0.95817,0.92015,0.92762,0.92673,0.92025,0.93536,0.90884,0.95161,0.88205,1.0132,0.74606,-0.96534,-0.026703,0.17166,0.31648,0.33544,0.39123,0.39888,0.4301,0.4212,0.48401,0.98333,0.92432,0.94681,0.92567,0.92589,0.92625,0.9453,0.92309,0.9287,0.9234,0.95249,0.91893,0.95245,-0.12338,-0.95084,-0.94656,-1.0289,-0.99321,-1.035,-1.027,-1.0459,-1.0555,-1.0823,-1.0993,-1.0903,-1.1111,-1.1036,-1.1076,-1.105,-1.1071,-1.1054,-1.1063,-1.106,-1.1066,-1.105,-1.1076,-1.1034,-1.1174,-1.1331,-1.1298,-1.1307,-1.1306,-1.13,-1.1328,-1.1171,-1.0884,-1.1782,-1.1793,-1.1796,-1.1797,-1.1793,-1.1794,-1.1799,-1.1794,-1.1792,-1.18,-1.1791,-1.1798,-1.1786,-1.1812,-1.1763,-1.1966,-1.1864,-1.2059,-1.1893,-1.1771,-1.1807,-1.1788,-1.1794,-1.183,-1.1738,-1.2048,-1.1944,-1.2233,-1.1746,-1.2524,-1.1245,-1.37,0.486,1.0898,0.86347,0.98596,0.92098,0.94039,0.91621,0.93098,0.92292,0.92671,0.92535,0.92475,0.92475,0.92489,0.92506,0.92471,0.9248,0.92521,0.92477,0.92472,0.92511,0.92488,0.92469,0.92495,0.92501,0.9247,0.92483,0.92518,0.92475,0.92474,0.92516,0.92484,0.9247,0.92499,0.92497,0.92469,0.92486,0.92513,0.92473,0.92476,0.92521,0.92555,0.9242,0.92699,0.9223,0.92973,0.91802,0.93652,0.9068,0.9597,-1
-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,2.0902,2.0902,2.0902,2.0902,2.0902,2.0902,2.018,1.9351,1.8707,1.8092,1.7678,1.7248,1.6987,1.6741,-1.0494,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,0.30929,0.53958,0.57028,0.57489,0.57796,0.58257,0.58717,0.59024,0.59331,0.59638,0.59945,0.60713,0.60713,0.61174,0.61481,0.61788,0.62095,0.62555,0.63016,0.62862,0.63016,0.6363,0.63937,0.64244,0.64551,0.64858,0.65165,0.65779,0.66086,0.66086,0.66394,0.66701,0.67161,0.67315,0.67929,0.67929,0.67929,0.68389,0.68389,0.68543,0.68236,0.68389,0.68389,0.68389,0.68543,0.6885,0.68543,0.68236,0.68389,0.68236,0.67315,0.6363,0.57182,0.50887,0.46896,0.45667,0.45514,0.45514,0.45207,0.45207,0.45053,0.45053,0.449,0.449,0.45207,0.45207,0.45207,0.45514,0.4536,0.4536,0.45207,0.4536,-1.0494,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,-1.051,1
-1.5862,-1.6325,-1.6455,-1.6513,-1.6513,-1.6556,-1.6556,-1.6556,-1.6556,-1.6556,-0.74884,-0.97011,0.56145,1.0286,1.5246,1.6447,1.8023,1.8023,1.9122,1.8486,1.8153,1.811,1.8067,1.811,1.811,1.8153,1.8067,1.8067,1.8067,1.811,1.811,1.8023,-1.0497,-1.4936,-1.5761,-1.605,-1.6224,-1.6325,-1.6412,-1.6455,-0.25278,0.014776,0.23316,0.2751,0.30258,0.34886,0.34886,0.34886,0.34886,0.34452,0.33873,0.34452,0.34452,0.34452,0.34886,0.34886,0.34886,0.34886,0.34886,0.3532,0.3532,0.34886,0.34886,0.34886,0.3532,0.3532,0.3532,0.34886,0.3532,0.3532,0.3532,0.3532,0.3532,0.34886,0.3532,0.3532,0.34886,0.34886,0.3532,0.3532,0.3532,0.35753,0.3532,0.34886,0.34886,0.34886,0.3532,0.34886,0.3532,0.3532,0.3532,0.3532,0.34886,0.3532,0.3532,0.3532,0.3532,0.3532,0.3532,0.3532,0.34886,0.34886,0.3532,0.35753,0.35753,0.35753,0.35753,0.35753,0.35753,0.35753,0.35753,0.35753,0.35753,0.35753,0.36187,0.35753,0.35753,0.3532,0.35753,0.3532,0.3532,0.3532,0.34886,-0.95131,-1.067,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,-1.0901,1
-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1393,-1.1393,-1.1393,-1.1357,-1.1357,1.0574,1.0285,1.0321,1.0321,1.0321,1.0357,1.0321,1.0357,1.0357,1.0357,1.0357,1.0357,1.0357,-1.1248,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1393,-1.1393,-1.1393,-1.1357,-1.1393,-1.1393,-1.1357,-1.1357,-1.1393,-1.1357,-1.1357,0.59496,0.88038,0.83703,0.84064,0.84425,0.84425,0.84064,0.84425,0.84787,0.85148,0.84787,0.84787,0.84787,0.84787,0.84787,0.84787,0.84425,0.84425,0.84787,0.84425,0.84787,0.84425,0.84425,0.84425,0.84787,0.84787,0.84787,0.84787,0.84787,0.85148,0.84787,0.84787,0.84787,0.85148,0.84425,0.84425,0.84064,0.84425,0.84425,0.84425,0.84064,0.84425,0.84425,0.84425,0.84064,0.84425,0.84425,0.84064,0.84425,0.84425,0.84787,0.84425,0.84064,0.84425,0.84425,0.84425,0.84425,0.84425,0.84787,0.84064,0.84425,0.84425,0.84425,0.84787,0.84787,0.84787,0.84787,0.84787,0.84787,0.84787,0.84787,0.84787,0.84787,-1.1321,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,-1.1357,1
0.76147,0.88699,0.84141,0.8533,0.86593,0.85697,0.8593,0.84872,0.85571,0.86695,0.85645,0.85297,0.86537,0.84106,0.86304,0.82399,0.93424,0.63052,-0.17558,0.2136,0.26808,0.35471,0.36721,0.41618,0.41218,0.45096,0.43325,0.56197,0.89226,0.82848,0.87356,0.84031,0.85097,0.84797,0.86758,0.87013,0.86193,0.85494,0.84039,0.90733,0.70149,-0.778,-1.1772,-1.1704,-1.2146,-1.2177,-1.2401,-1.2616,-1.2598,-1.2751,-1.2865,-1.3017,-1.2992,-1.3036,-1.3217,-1.3192,-1.3223,-1.318,-1.3312,-1.3428,-1.3396,-1.341,-1.34,-1.3413,-1.34,-1.3407,-1.3405,-1.3412,-1.3388,-1.3569,-1.3619,-1.3597,-1.3612,-1.3604,-1.3612,-1.3596,-1.3626,-1.3584,-1.3639,-1.3547,-1.3508,-1.2915,-1.2126,-1.1866,-1.1333,-1.0675,-1.042,-1.0323,-1.0168,-1.0208,-1.0187,-1.0223,-1.0157,-1.028,-1.0067,-1.0414,-0.98699,-1.0717,-0.93564,-1.1818,-0.45224,1.0521,0.76135,0.91658,0.81082,0.87044,0.83275,0.85598,0.84251,0.84952,0.84656,0.84651,0.8468,0.84668,0.84647,0.84668,0.84681,0.84649,0.84657,0.84695,0.84655,0.84651,0.84686,0.84664,0.84648,0.84671,0.84677,0.84648,0.8466,0.84693,0.84653,0.84652,0.8469,0.84661,0.84648,0.84675,0.84673,0.84648,0.84663,0.84688,0.84651,0.84654,0.84695,0.84727,0.84603,0.84858,0.84429,0.85109,0.84037,0.8573,0.8301,0.87853,-1
-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.235,-1.2336,-1.235,-1.2336,1.6993,1.6993,1.6993,1.6993,1.6993,1.6993,1.6993,1.6993,1.6993,1.6993,1.6993,1.6993,1.6993,-1.1877,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.235,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-0.4538,0.32601,0.55393,0.55393,0.55966,0.56683,0.57257,0.57687,0.5826,0.58977,0.59407,0.59837,0.60267,0.60553,0.6084,0.61127,0.61557,0.61844,0.6213,0.62847,0.63277,0.63707,0.63994,0.64137,0.64424,0.64711,0.64854,0.64997,0.65284,0.65427,0.65714,0.65857,0.65571,0.65427,0.65857,0.66144,0.66431,0.66574,0.66717,0.67004,0.67004,0.67004,0.67147,0.67291,0.67291,0.67434,0.67434,0.67434,0.67434,0.67434,0.67577,0.67434,0.67577,0.67577,0.67004,0.67004,0.66861,0.64567,0.60984,0.56683,0.54246,0.52096,0.48799,0.45645,0.43495,0.42635,0.42348,0.42348,0.42348,0.42205,0.42205,0.42492,0.42205,0.42062,0.42062,0.42062,0.42205,0.42348,0.42492,0.42492,0.42635,0.42779,0.42635,-1.2078,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,-1.2336,1
-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0528,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,0.94062,1.1129,1.0812,1.0848,1.0848,1.0883,1.0848,1.0848,1.0848,1.0883,1.0848,1.0883,1.0883,1.0883,-1.0458,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,-1.0528,-1.0493,-1.0493,-1.0493,-1.0493,-1.0493,0.87733,0.90194,0.88788,0.89491,0.89843,0.89491,0.89491,0.89843,0.90194,0.90194,0.90194,0.90546,0.90194,0.90546,0.90546,0.90546,0.90194,0.89843,0.90194,0.90194,0.90194,0.90546,0.90194,0.90194,0.90546,0.90897,0.90194,0.90194,0.90194,0.90194,0.90194,0.90546,0.90546,0.90194,0.90194,0.89843,0.90194,0.90194,0.90194,0.90194,0.90194,0.90194,0.90546,0.90546,0.90546,0.90194,0.90194,0.90194,0.89843,0.90194,0.89843,0.89843,0.90194,0.90194,0.90194,0.90194,0.90194,0.90194,0.90194,0.90194,0.90194,0.90194,0.90194,0.90194,0.90194,0.90194,0.90194,-0.96143,-1.0493,-1.0493,-1.0493,-1.0493,-1.0528,-1.0493,-1.0493,-1.0528,-1.0564,-1.0599,-1.0634,-1.0669,-1.0704,-1.0739,-1.0775,-1.081,-1.0845,-1.088,-1.0915,-1.095,-1.0985,-1.1021,-1.1056,-1.1091,-1.1126,-1.1161,-1.1196,-1.1232,-1.1267,-1.1302,-1.1337,1
-1.1613,-1.1634,-1.1613,-1.1613,-1.1613,-1.1613,-1.1613,-1.1613,-1.1613,-1.1613,-1.1613,-1.1634,-1.1634,-1.1634,-1.1634,-1.1634,-1.1634,-1.1613,-1.1613,-1.1634,-1.1634,-1.1613,-0.77181,0.68719,0.77992,0.54088,0.3348,0.15552,0.04836,-0.046434,-0.10414,-0.15359,-0.19893,-0.2319,-0.26281,-0.28342,-1.1469,-1.1613,-1.1613,-1.1634,-1.1613,-1.1613,-1.1613,-1.1613,-1.1613,-1.1613,-1.1613,-1.1634,-1.1634,-1.1613,-1.1613,-1.1613,-1.1634,0.097817,0.4296,0.82526,0.89738,0.92829,0.95715,0.97157,0.99424,0.99836,0.99836,0.986,0.97569,0.97569,0.96539,0.96127,0.95508,0.9489,0.94478,0.93448,0.94066,0.94066,0.9386,0.93654,0.93448,0.93242,0.93036,0.92829,0.92623,0.92211,0.92211,0.91799,0.91799,0.91387,0.90975,0.90769,0.90975,0.90975,0.90975,0.90975,0.91181,0.90563,0.90975,0.90975,0.91181,0.91387,0.91181,0.91181,0.91593,0.92005,0.92211,0.92211,0.92211,0.92623,0.93654,0.95096,0.95715,0.96539,0.98187,0.96951,0.97363,0.96745,0.96127,0.95715,0.95096,0.94684,0.94272,0.93654,0.93242,0.93036,0.92829,0.92417,0.91593,0.91387,0.91387,0.91181,0.91181,0.90769,-1.1613,-1.1613,-1.1613,-1.1613,-1.1634,-1.1613,-1.1613,-1.1634,-1.1654,-1.1675,-1.1695,-1.1716,-1.1737,-1.1757,-1.1778,-1.1798,-1.1819,-1.184,-1.186,-1.1881,-1.1901,-1.1922,1
1.1017,1.1017,1.0823,1.0823,1.0823,1.1017,1.1017,1.0823,1.1017,1.1017,1.0823,1.1017,1.1017,1.1017,1.0823,1.1017,1.0823,1.1017,1.1017,1.1017,1.1017,-0.023484,0.24812,0.51972,0.61672,0.65552,0.67492,0.69432,0.71372,0.73312,0.73312,0.75252,0.75252,0.75252,1.1211,1.0823,1.0823,1.0823,1.1017,1.0823,1.0823,1.0823,1.1017,1.0823,1.0823,1.0823,1.0823,1.0823,1.0823,1.0823,1.0823,1.0823,1.0823,-0.21749,-0.83829,-0.87709,-0.89649,-0.91589,-0.91589,-0.93529,-0.95469,-0.95469,-0.97409,-0.97409,-0.99349,-0.99349,-0.99349,-0.99349,-1.0129,-1.0129,-1.0129,-1.0323,-1.0323,-1.0323,-1.0323,-1.0323,-1.0323,-1.0323,-1.0323,-1.0323,-1.0323,-1.0323,-1.0323,-1.0323,-1.0323,-1.0517,-1.0517,-1.0517,-1.0517,-1.0517,-1.0517,-1.0517,-1.0517,-1.0517,-1.0517,-1.0517,-1.0517,-1.0517,-1.0517,-1.0517,-1.0517,-1.0711,-1.0711,-1.0711,-1.0711,-1.0517,-1.0517,-1.0517,-1.0129,-0.97409,-0.93529,-0.87709,-0.83829,-0.83829,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,-0.81889,1.1017,1.0823,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1.1017,1
-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,1.8984,1.8984,1.8984,1.8984,1.8984,1.8984,1.8984,1.8984,1.8984,1.8984,1.8984,1.8984,1.8826,1.8552,-1.0457,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,0.34279,0.54301,0.58766,0.5819,0.5819,0.58622,0.59198,0.5963,0.60494,0.60927,0.61647,0.62079,0.62367,0.62943,0.63375,0.64239,0.64672,0.64383,0.65104,0.65248,0.6568,0.65968,0.664,0.664,0.66976,0.6712,0.67408,0.67696,0.68128,0.68417,0.68705,0.69137,0.69569,0.70145,0.70145,0.70145,0.69713,0.70145,0.69857,0.70145,0.69857,0.69857,0.70145,0.70145,0.70289,0.69857,0.70145,0.69857,0.69713,0.69425,0.67552,0.62655,0.54013,0.53004,0.51132,0.51132,0.51132,0.51132,0.51132,0.50988,0.507,0.50988,0.507,0.507,0.50556,0.50268,0.50124,0.50124,0.4998,0.50124,0.4998,-1.0457,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,-1.0472,1
0.49187,0.49187,0.49187,0.49187,0.49187,0.49187,0.49187,0.49187,0.49187,0.49187,0.49187,0.49187,0.49187,0.49187,0.49187,0.50769,0.50769,0.50769,0.49187,0.49187,0.49187,0.49187,10.381,0.33364,-0.55246,-0.53663,-0.53663,-0.53663,-0.53663,-0.55246,-0.55246,-0.55246,-0.55246,-0.52081,-0.55246,-0.52081,0.49187,0.50769,0.50769,0.50769,0.50769,0.50769,0.50769,0.49187,0.49187,0.49187,0.49187,0.49187,0.49187,0.46022,0.47605,0.50769,0.50769,0.50769,0.50769,2.2799,0.7134,-0.52081,-0.55246,-0.53663,-0.53663,-0.53663,-0.52081,-0.52081,-0.52081,-0.50499,-0.50499,-0.50499,-0.50499,-0.48916,-0.48916,-0.47334,-0.48916,-0.50499,-0.48916,-0.48916,-0.48916,-0.50499,-0.50499,-0.48916,-0.48916,-0.52081,-0.50499,-0.50499,-0.52081,-0.52081,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.50499,-0.48916,-0.50499,-0.50499,-0.52081,-0.48916,-0.52081,-0.52081,-0.50499,-0.52081,-0.52081,-0.52081,-0.52081,-0.50499,-0.52081,-0.48916,-0.48916,-0.50499,-0.48916,-0.52081,-0.52081,-0.52081,-0.50499,-0.50499,-0.50499,-0.48916,-0.48916,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,0.47605,1
-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1922,-1.1901,-1.1901,-1.1901,-1.1922,-1.1901,-1.1922,-1.1922,-1.1901,-1.1901,0.64563,0.91453,0.66469,0.39579,0.23275,0.11206,0.001964,-0.063673,-0.12719,-0.17166,-0.20553,-0.24153,-0.26482,-1.1753,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1922,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-0.34528,0.31321,0.78961,0.84889,0.87853,0.90606,0.923,0.94205,0.95264,0.95476,0.95052,0.95264,0.94629,0.93994,0.92723,0.92512,0.91665,0.91241,0.90818,0.90394,0.90183,0.89971,0.89971,0.89971,0.90183,0.90183,0.89336,0.887,0.887,0.88489,0.88489,0.88277,0.87853,0.87853,0.87642,0.87853,0.87642,0.8743,0.8743,0.87642,0.88065,0.88277,0.88489,0.887,0.88489,0.887,0.88912,0.88912,0.89124,0.89336,0.89336,0.89124,0.89759,0.89759,0.89971,0.90606,0.93359,0.95052,0.95264,0.95052,0.95688,0.95476,0.94417,0.93782,0.93359,0.92723,0.923,0.91876,0.91665,0.91453,0.91029,0.91029,0.90606,0.90394,0.90183,0.90183,0.90394,0.90606,0.90183,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1901,-1.1922,-1.1943,-1.1964,-1.1986,-1.2007,-1.2028,-1.2049,-1.207,-1.2091,-1.2113,-1.2134,-1.2155,-1.2176,1
-1.3222,-1.3185,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,0.93089,0.91248,0.91617,0.91617,0.91985,0.91985,0.91985,0.91985,0.91985,0.91985,0.92353,0.92353,0.91985,-1.3112,-1.3185,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3185,0.48543,0.7505,0.72105,0.71736,0.72473,0.72473,0.72841,0.73209,0.72473,0.72473,0.72473,0.72473,0.72473,0.72841,0.72841,0.72841,0.72841,0.72841,0.72841,0.72841,0.72841,0.72473,0.72473,0.72473,0.72473,0.72473,0.72473,0.72473,0.72473,0.72473,0.72473,0.72473,0.72473,0.72841,0.72841,0.72841,0.72841,0.72841,0.72841,0.72841,0.72841,0.72841,0.73209,0.72841,0.72841,0.72841,0.72841,0.72841,0.72841,0.72841,0.72841,0.72841,0.73209,0.72841,0.72841,0.72473,0.72473,0.72473,0.72105,0.72105,0.72105,0.72105,0.72105,0.72105,0.72105,0.72105,0.72105,0.72105,0.72105,0.72105,0.72105,0.72105,0.72473,0.72105,0.72105,0.72105,0.72473,0.72473,0.72473,0.72473,0.72473,0.72473,0.72473,0.72473,-1.3112,-1.3185,-1.3222,-1.3185,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,-1.3222,1
-0.90812,-1.0656,-1.0068,-1.0398,-1.0193,-1.0355,-1.02,-1.0388,-1.0118,-1.0532,-0.9893,-1.0875,-0.93005,-1.2136,-0.39062,1.4145,1.0639,1.2595,1.1347,1.241,1.1373,1.2623,1.0929,1.3754,0.56101,-1.2019,-0.93126,-1.0866,-0.98999,-1.0554,-1.0069,-1.0488,-1.0046,-1.0607,-0.98019,-1.102,-0.90504,-1.2695,0.028681,1.2633,0.87408,1.0775,0.95542,1.0353,0.99234,1.0203,0.99497,0.9977,0.99318,0.99969,1.0408,1.0194,1.0068,1.0028,1.0058,0.99723,1.0003,1.0031,0.99835,1.0017,1.0016,1.0015,1.0245,1.0162,1.0139,1.0259,1.0046,1.0048,1.002,1.0114,0.98672,0.94537,0.93747,0.91996,1.0077,0.99685,0.97997,1.0317,1.0593,1.0167,1.0226,1.0059,1.0073,0.99785,1.0185,1.018,0.99945,1.0057,0.99854,1.0016,1.0031,0.99478,0.99579,0.99898,0.99511,1.0026,0.98499,1.01,0.96697,1.041,0.92213,1.1486,-0.54243,-1.1491,-0.96253,-1.0678,-1.0014,-1.0459,-1.0192,-1.0297,-1.0163,-1.0158,-1.0094,-1.0043,-0.99938,-0.99481,-0.99023,-0.98509,-0.98043,-0.97611,-0.97089,-0.96609,-0.96173,-0.95673,-0.95179,-0.9473,-0.94261,-0.93753,-0.93291,-0.92851,-0.92332,-0.91856,-0.91421,-0.90914,-0.90425,-0.89978,-0.895,-0.88998,-0.88538,-0.88089,-0.87575,-0.87102,-0.86669,-0.86221,-0.85626,-0.85398,-0.84507,-0.84688,-0.83176,-0.84338,-0.81232,-0.85435,-1
-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,1.7865,1.7865,1.7865,1.7865,1.7865,1.7865,1.7865,1.7865,1.7865,1.7865,1.7865,1.7865,1.7495,-0.7148,-1.1215,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-0.34508,0.4228,0.59629,0.60055,0.60908,0.61762,0.62473,0.63041,0.63895,0.64179,0.64606,0.65032,0.65317,0.65743,0.66312,0.65885,0.66881,0.67307,0.67592,0.68161,0.68587,0.69156,0.69156,0.6944,0.69867,0.70151,0.70294,0.7072,0.70862,0.71147,0.71289,0.71573,0.71573,0.71858,0.72142,0.72427,0.72569,0.72711,0.72995,0.73138,0.73138,0.7328,0.73422,0.73422,0.7328,0.7328,0.7328,0.7328,0.7328,0.72995,0.72853,0.72711,0.72711,0.71858,0.6944,0.6361,0.55931,0.51097,0.49248,0.48395,0.4811,0.47968,0.47968,0.47968,0.47968,0.47968,0.47826,0.47826,0.47826,0.47968,0.47684,0.47826,0.47826,0.47826,0.47684,0.47684,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,-1.1229,1
