att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,target
-1.0052,-2.4363,-3.4994,-3.838,-3.8017,-3.6439,-3.329,-2.7793,-1.7577,-1.0347,-0.93514,-0.56861,-0.23404,-0.20889,-0.19577,-0.13778,-0.15399,-0.2014,-0.22885,-0.20212,-0.30374,-0.17736,-0.15702,-0.164,-0.13135,-0.096283,-0.17666,-0.18897,-0.24326,-0.21235,-0.15103,-0.23826,-0.16849,-0.23053,-0.20057,-0.20345,-0.17618,-0.2123,-0.15243,-0.15564,-0.144,-0.01771,0.00962,0.020635,-0.19202,-0.1514,-0.13402,-0.044068,0.044815,0.12067,0.13054,0.01507,0.12296,0.18211,0.14845,0.14489,0.088951,0.16581,0.036857,0.081489,0.12966,0.091094,0.071504,0.019089,0.002824,0.04708,0.025487,0.018797,-0.044738,-0.11906,-0.016008,0.099762,0.19172,0.17977,0.21233,0.28308,0.28324,0.25873,0.31484,0.43295,0.4377,0.50888,0.37288,0.45447,0.55568,0.5431,0.6187,0.6098,0.69447,0.72209,0.68254,0.91128,0.91662,1.0481,1.2528,1.5021,1.7648,2.0447,2.204,2.0854,1.7713,1.5918,1.5174,1.342,1.1794,0.91581,0.63832,0.31522,0.042942,-0.10884,-0.27261,-0.34454,-0.28011,-0.17451,-0.1573,0.001568,-0.055849,-0.16403,-0.16324,-0.26141,-0.22619,-0.17704,-0.23366,-0.26081,-0.19306,-0.073189,0.1799,0.50012,1.0374,1.4136,1.3582,1.2671,0.96672,0.65559,0.22623,-0.30168,-0.59309,-0.23485,-0.18233,-1.5724,1
-0.73224,-2.8921,-4.2502,-4.4432,-3.491,-2.2714,-1.5572,-1.4358,-0.80714,-0.2456,-0.2845,-0.41787,-0.35791,-0.37213,-0.32529,-0.32645,-0.43522,-0.36891,-0.37938,-0.46038,-0.37744,-0.59218,-0.44617,-0.50432,-0.56692,-0.51646,-0.61993,-0.71202,-0.77483,-0.8295,-0.85975,-0.92961,-0.91038,-0.99806,-0.97408,-0.9449,-0.97013,-0.88744,-0.8525,-0.70343,-0.66613,-0.62787,-0.49903,-0.43268,-0.36821,-0.20951,-0.13495,-0.17434,-0.16501,-0.053942,0.018836,0.022039,0.060547,0.077665,0.05622,0.15933,0.078778,0.092845,0.053993,0.17713,0.2924,0.22855,0.29591,0.29768,0.26555,0.20237,0.27684,0.33888,0.40949,0.48707,0.53601,0.45003,0.42442,0.43715,0.49562,0.49949,0.51336,0.55635,0.60003,0.54696,0.58011,0.53784,0.55396,0.41435,0.46788,0.47192,0.36748,0.41941,0.418,0.37024,0.43025,0.4041,0.31255,0.36845,0.36787,0.54061,0.68575,0.90114,1.1606,1.3512,1.5473,1.7567,2.0146,2.0773,1.9959,1.8681,1.7543,1.4663,1.1965,0.95119,0.61711,0.17939,-0.089865,-0.19066,-0.20265,-0.23597,-0.27541,-0.29,-0.32841,-0.38148,-0.3141,-0.31432,-0.33261,-0.31015,-0.34239,-0.34561,-0.32814,-0.29242,-0.096409,0.40148,1.0287,1.0412,1.0125,1.1145,0.9855,0.92856,0.96629,1.2011,1.8474,0.79923,1
-0.89012,-2.9628,-3.9339,-4.1467,-4.0186,-3.4808,-2.3859,-1.7193,-1.4969,-0.89726,-0.50698,-0.38531,-0.4685,-0.36727,-0.39354,-0.3952,-0.31878,-0.42233,-0.35945,-0.33968,-0.35171,-0.40175,-0.40757,-0.42774,-0.36481,-0.48136,-0.45116,-0.47214,-0.56414,-0.51635,-0.61835,-0.65592,-0.64225,-0.67795,-0.63752,-0.65298,-0.54071,-0.58961,-0.50648,-0.51107,-0.43308,-0.40364,-0.31731,-0.28108,-0.21529,-0.18701,-0.085051,0.062131,-0.033424,0.088801,0.043425,0.068831,0.13034,0.066111,0.19341,0.11852,0.18003,0.1545,0.18831,0.18168,0.17644,0.22549,0.28466,0.3142,0.27056,0.30251,0.35516,0.39079,0.39001,0.5108,0.50421,0.56421,0.59558,0.64565,0.67134,0.71949,0.73028,0.63795,0.69127,0.61705,0.62136,0.59603,0.56516,0.59018,0.57244,0.53304,0.3767,0.37549,0.53244,0.38153,0.49756,0.40237,0.37722,0.48,0.57845,0.69624,0.83022,1.0342,1.061,1.3,1.4981,1.7174,1.9408,1.8662,1.7533,1.7113,1.5431,1.3333,1.0857,0.82463,0.516,0.070408,-0.18485,-0.22127,-0.37889,-0.34455,-0.39914,-0.40826,-0.32159,-0.37067,-0.3792,-0.39813,-0.38958,-0.40595,-0.37609,-0.3525,-0.33047,-0.32702,-0.11158,0.29233,0.86354,0.86082,0.95851,1.0156,0.95769,0.63041,0.65071,0.73073,1.365,0.35548,1
-1.1673,-3.8051,-4.3736,-4.3528,-3.2786,-2.2965,-1.5824,-1.158,-0.30166,-0.068039,-0.28044,-0.087593,-0.22054,-0.11119,-0.14147,-0.12386,-0.18093,-0.26536,-0.22606,-0.37356,-0.31701,-0.46381,-0.51791,-0.43223,-0.52681,-0.5345,-0.66816,-0.72417,-0.75496,-0.70433,-0.89381,-0.91044,-0.92231,-0.94744,-1.0011,-1.0183,-0.96597,-0.91248,-0.95755,-0.80273,-0.61419,-0.58058,-0.53093,-0.42722,-0.42384,-0.27151,-0.18479,-0.13302,-0.07139,-0.11821,-0.16864,-0.14268,-0.076373,-0.032988,-0.059223,-0.022415,0.10351,0.014136,0.027919,0.13283,0.15311,0.13188,0.16127,0.18632,0.32333,0.32407,0.20663,0.26334,0.43629,0.39633,0.49788,0.54888,0.61685,0.56333,0.61758,0.44427,0.47008,0.62804,0.60786,0.52907,0.50104,0.40647,0.40141,0.20536,0.25831,0.36926,0.35877,0.28245,0.21821,0.35632,0.12209,0.18152,0.20844,0.26245,0.29428,0.3225,0.33915,0.32824,0.53033,0.75108,0.8935,1.1341,1.2108,1.3943,1.6593,1.9111,1.8193,1.7467,1.6358,1.3973,1.2194,0.96965,0.70562,0.30053,-0.054225,-0.19432,-0.19372,-0.13737,-0.20506,-0.15021,-0.19604,-0.16871,-0.18105,-0.10871,-0.085562,-0.06373,0.005656,0.055309,0.23945,0.74382,1.6921,1.9308,1.7296,1.8781,1.3714,0.73537,0.30191,0.58493,1.1736,-0.55419,1
-1.6236,-3.3998,-3.6765,-4.2359,-3.9281,-3.107,-2.1689,-1.507,-1.3911,-0.78307,-0.45446,-0.48043,-0.37838,-0.21872,-0.46046,-0.37151,-0.26634,-0.4151,-0.51187,-0.5567,-0.40309,-0.40353,-0.32355,-0.46721,-0.48755,-0.46672,-0.36797,-0.34876,-0.5026,-0.5446,-0.39696,-0.40901,-0.52233,-0.5695,-0.44796,-0.42797,-0.41467,-0.20869,-0.12153,-0.23345,-0.3091,-0.10471,-0.065849,-0.1197,-0.067256,-0.051352,0.01446,0.014593,0.087652,0.18129,0.26607,0.089541,0.12815,0.1163,0.18765,0.17704,0.14369,0.11225,0.15268,0.13514,0.094755,0.2275,0.16861,0.077687,0.16686,0.19219,0.20904,0.31544,0.33199,0.21248,0.22739,0.21282,0.21732,0.32386,0.49253,0.44661,0.45724,0.52519,0.36266,0.42062,0.69281,0.60682,0.54877,0.4985,0.53549,0.52786,0.41504,0.51441,0.52922,0.46416,0.40907,0.45463,0.44189,0.59105,0.83305,0.88968,0.86472,0.6745,1.0423,1.3543,1.6953,1.9978,2.1847,2.1818,1.9133,1.7732,1.7903,1.3947,0.99553,0.64865,0.36427,0.22127,0.064669,-0.1876,-0.040154,-0.009152,-0.26234,-0.27695,-0.11146,-0.077797,-0.093049,-0.13828,-0.25098,-0.24753,-0.09332,-0.046039,-0.10057,0.053832,0.33046,0.82751,1.4626,1.5202,1.2698,0.75959,0.44219,-0.11545,-0.68163,-0.86468,-0.44253,-1.5092,1
-0.36224,-1.7845,-2.5083,-3.3544,-4.0644,-4.0826,-3.1473,-1.9482,-1.6159,-1.1535,-0.50735,-0.38203,-0.42957,-0.41065,-0.41187,-0.45638,-0.41553,-0.33841,-0.36942,-0.42584,-0.42737,-0.45705,-0.45901,-0.42789,-0.4066,-0.50515,-0.42866,-0.45081,-0.44279,-0.35295,-0.46491,-0.44258,-0.47388,-0.47921,-0.48162,-0.4169,-0.3913,-0.45746,-0.36715,-0.28183,-0.2625,-0.19983,-0.14067,-0.074567,-0.036286,-0.037844,-0.049748,-0.044947,0.023969,0.12431,0.1091,0.054363,0.015615,0.084814,0.22723,0.080304,0.086959,0.20174,0.13553,0.13975,0.14926,0.26922,0.23668,0.23312,0.3359,0.22053,0.33002,0.4313,0.42393,0.53115,0.43527,0.6266,0.55432,0.52266,0.57223,0.60659,0.61375,0.59177,0.70874,0.64301,0.6012,0.59994,0.60757,0.67024,0.64886,0.6173,0.57126,0.52839,0.53243,0.52688,0.42468,0.47753,0.42008,0.48202,0.50783,0.55291,0.81903,0.88457,1.1655,1.335,1.5171,1.8704,2.0282,2.1061,1.9711,1.8668,1.6657,1.5289,1.3482,1.1076,0.8349,0.46331,0.078313,-0.099346,-0.22447,-0.16069,-0.20263,-0.22277,-0.21304,-0.28244,-0.17101,-0.14876,-0.20503,-0.17522,-0.24125,-0.21425,-0.14767,-0.056692,0.18511,0.84046,1.6583,1.5683,1.0503,0.10659,-0.88508,-1.6245,-1.721,-1.1105,-0.2107,-1.1415,1
-0.90458,-3.9746,-4.5103,-4.6731,-3.7246,-2.2526,-1.636,-1.3838,-0.40023,-0.14178,-0.22392,-0.17372,-0.1991,-0.18952,-0.15205,-0.20403,-0.196,-0.18259,-0.15392,-0.24066,-0.27781,-0.27707,-0.37566,-0.37797,-0.37161,-0.44058,-0.45478,-0.59587,-0.66635,-0.57511,-0.71079,-0.77732,-0.8696,-0.85308,-0.92186,-0.98011,-0.90542,-0.85832,-0.82752,-0.74328,-0.70056,-0.6986,-0.53947,-0.41864,-0.38202,-0.22987,-0.18022,-0.18959,-0.076096,-0.149,-0.11381,-0.009829,-0.048594,0.00293,0.08679,0.014941,0.077043,0.027398,0.080158,0.17461,0.1672,0.14414,0.25066,0.29663,0.37224,0.41394,0.38511,0.43085,0.56244,0.60297,0.59736,0.63455,0.54572,0.50695,0.57645,0.66169,0.61415,0.55116,0.5629,0.52819,0.45967,0.41842,0.39746,0.44911,0.36586,0.31902,0.30726,0.35606,0.35702,0.38663,0.3326,0.34286,0.26882,0.28861,0.25792,0.19086,0.2424,0.26719,0.42165,0.55129,0.98579,1.2779,1.3497,1.528,1.7702,1.8856,1.8096,1.7767,1.5997,1.4223,1.2349,0.85633,0.63176,0.14128,-0.16977,-0.16504,-0.21069,-0.21277,-0.16832,-0.17074,-0.19,-0.1003,-0.15327,-0.13729,-0.16898,-0.18997,-0.07216,-0.028513,-0.14231,0.016503,0.31994,1.1182,1.3584,1.1392,1.0528,0.86344,0.84013,0.77195,1.5102,0.28343,1
-2.5949,-4.1515,-4.6434,-4.3577,-3.9019,-2.9118,-1.5554,-1.2006,-0.77976,-0.11426,0.080947,0.075851,0.055182,0.20512,0.29669,0.15013,0.13432,0.24219,0.14849,0.096896,0.17476,0.15359,0.1905,0.074197,0.01295,0.024458,-0.007294,-0.066983,-0.073655,-0.10731,-0.07937,-0.14439,-0.25937,-0.17761,-0.18768,-0.17632,-0.12213,-0.14124,-0.31327,-0.11485,0.059494,-0.0211,-0.10666,0.012203,0.19386,0.077998,0.18124,0.28057,0.30773,0.2316,0.23277,0.33475,0.25408,0.24746,0.1748,0.121,0.18567,0.10048,0.096766,0.13543,0.18,0.11854,0.035527,0.19562,0.051953,0.18716,0.25118,0.19535,0.2501,0.30316,0.33674,0.25721,0.34135,0.33937,0.52008,0.50897,0.46955,0.51765,0.40343,0.39335,0.42298,0.45953,0.40123,0.27213,0.1788,0.32539,0.2766,0.28244,0.1838,0.17695,0.31324,0.28873,0.35924,0.55047,0.7455,0.80153,0.84629,1.099,1.3854,1.5977,1.808,1.8711,1.7326,1.5602,1.4163,1.2694,1.0032,0.79369,0.48518,0.13437,-0.20564,-0.46314,-0.54113,-0.45496,-0.47853,-0.62628,-0.60468,-0.64369,-0.57051,-0.59156,-0.64119,-0.58997,-0.59617,-0.64512,-0.55718,-0.56591,-0.38885,-0.095884,0.40814,0.78655,0.66955,0.8688,1.0016,0.79873,0.56891,0.31507,0.46475,0.45588,-0.59722,-2.4113,1
-1.3428,-3.1056,-4.2214,-5.0586,-4.4154,-3.3032,-1.8355,-1.444,-1.0685,-0.25629,-0.18465,-0.2484,-0.14315,-0.18893,-0.15791,-0.08061,-0.11409,-0.092579,-0.16961,-0.09271,-0.2609,-0.28834,-0.24784,-0.24151,-0.32344,-0.38074,-0.35802,-0.33843,-0.47467,-0.43006,-0.51034,-0.63028,-0.5999,-0.60125,-0.66896,-0.60973,-0.63836,-0.64466,-0.568,-0.50086,-0.47968,-0.32215,-0.23272,-0.17232,-0.074561,0.022934,0.00832,0.13068,0.081582,0.10725,0.036313,0.000288,0.004923,0.012454,0.035814,0.062862,0.14063,0.10623,0.099532,0.14047,0.13435,0.20826,0.15823,0.1879,0.20797,0.27312,0.36943,0.39547,0.44593,0.46757,0.40387,0.53119,0.49237,0.52855,0.50873,0.67263,0.50953,0.50313,0.5023,0.47864,0.54848,0.52572,0.47597,0.49338,0.44359,0.36462,0.46532,0.40665,0.39767,0.46033,0.41092,0.37832,0.39876,0.42139,0.42121,0.42094,0.40786,0.37691,0.37947,0.45718,0.47021,0.60942,0.80533,0.94579,1.2683,1.3158,1.156,0.7457,0.64832,0.77,0.60169,0.64216,0.59942,0.38356,0.081387,0.000982,-0.001871,-0.071063,-0.055176,-0.059997,-0.12453,-0.11459,-0.12308,-0.10999,-0.048607,-0.06489,-0.064877,-0.046175,0.23206,0.7438,1.4024,1.542,1.7689,2.1419,2.1832,1.4657,0.72023,0.37834,-0.22056,-2.0197,1
0.3222,-2.6346,-3.9478,-4.5239,-4.1488,-2.8915,-1.9353,-1.7248,-0.96242,-0.2338,-0.27274,-0.21562,-0.21604,-0.16953,-0.21557,-0.19987,-0.20532,-0.18822,-0.2941,-0.38978,-0.22512,-0.34114,-0.32396,-0.41027,-0.46504,-0.4982,-0.58403,-0.51869,-0.62815,-0.7318,-0.78233,-0.84776,-0.84232,-0.87422,-0.91953,-0.89664,-0.84184,-0.79081,-0.8408,-0.70423,-0.56916,-0.60068,-0.49008,-0.43534,-0.29915,-0.15283,-0.095379,-0.026256,0.013287,-0.022739,0.12859,0.12346,0.15736,0.26922,0.19187,0.30392,0.30772,0.26261,0.24119,0.31264,0.39484,0.40121,0.49254,0.47187,0.45723,0.57566,0.52152,0.58954,0.74404,0.62007,0.76543,0.77694,0.7222,0.66761,0.72043,0.63323,0.65413,0.70595,0.6175,0.57925,0.53703,0.55674,0.44938,0.46662,0.47676,0.47902,0.41484,0.40032,0.282,0.42558,0.38563,0.39233,0.33548,0.23007,0.26452,0.18526,0.19866,0.15457,0.35597,0.50861,0.79536,1.129,1.3582,1.5293,1.7653,2.0967,2.0118,2.0212,1.936,1.6543,1.2869,1.0587,0.71296,0.13451,-0.27419,-0.31132,-0.44147,-0.51716,-0.35971,-0.46065,-0.48534,-0.47103,-0.43063,-0.43364,-0.42217,-0.39808,-0.3943,-0.44622,-0.32626,-0.19938,0.17919,1.1143,1.0907,0.95315,0.65895,0.22662,0.16238,0.18191,1.4014,-0.20378,1
1.1074,-0.8392,-2.7532,-3.6597,-4.4885,-4.209,-2.8818,-1.9358,-1.7887,-0.86322,-0.03906,-0.15986,-0.18104,-0.14144,-0.080959,-0.072996,-0.16893,-0.18091,-0.029673,-0.35017,-0.15122,-0.25227,-0.31878,-0.2855,-0.27879,-0.30924,-0.39583,-0.44102,-0.44332,-0.54527,-0.61629,-0.53005,-0.56838,-0.71412,-0.85164,-0.825,-0.71754,-0.72482,-0.6547,-0.57225,-0.57398,-0.56016,-0.51245,-0.54471,-0.3147,-0.17516,-0.15945,-0.11889,0.02647,-0.015611,0.026691,0.089164,0.034905,0.17344,0.20321,0.21237,0.078739,0.14469,0.24983,0.24057,0.18172,0.23078,0.28345,0.34605,0.35079,0.43821,0.46296,0.38948,0.44199,0.45167,0.66437,0.6226,0.66276,0.71169,0.74747,0.7128,0.62387,0.70911,0.7534,0.62813,0.72146,0.63358,0.55028,0.44896,0.49886,0.53231,0.48577,0.45683,0.36415,0.37683,0.22851,0.27083,0.31742,0.27701,0.25115,0.32267,0.31386,0.1987,0.27924,0.4601,0.65541,0.9548,1.1857,1.3028,1.3617,1.5119,1.942,2.2185,2.1502,1.9216,1.5389,1.3165,1.01,0.66,0.081124,-0.37264,-0.65382,-0.67004,-0.69901,-0.72759,-0.51988,-0.58415,-0.51971,-0.5861,-0.63567,-0.73378,-0.64362,-0.45218,-0.48164,-0.54655,-0.31574,0.44011,0.89847,1.2217,1.5602,1.3209,1.1742,-0.052122,-0.16086,-0.065665,1
-1.427,-4.1483,-4.5266,-4.3931,-3.3525,-2.1812,-1.645,-1.4089,-0.44111,-0.24529,-0.30574,-0.32315,-0.22091,-0.27865,-0.25573,-0.22558,-0.22392,-0.25071,-0.29998,-0.27295,-0.28633,-0.28276,-0.31589,-0.38356,-0.35353,-0.46665,-0.38523,-0.54351,-0.59002,-0.6669,-0.73757,-0.76122,-0.74621,-0.87007,-0.84776,-0.85965,-0.85413,-0.82385,-0.73944,-0.78501,-0.69448,-0.55331,-0.46799,-0.43379,-0.30512,-0.25895,-0.13125,-0.09579,0.023263,0.054323,0.096383,0.17068,0.075251,0.057391,0.1647,0.19494,0.20213,0.2195,0.21779,0.28636,0.34459,0.23391,0.29517,0.33787,0.40923,0.41972,0.56541,0.59067,0.6181,0.53673,0.57619,0.70745,0.7259,0.74103,0.69184,0.65938,0.62841,0.76829,0.66615,0.6166,0.53474,0.57456,0.62961,0.52607,0.44355,0.45958,0.47048,0.5128,0.50718,0.41346,0.41319,0.42761,0.32868,0.40213,0.32491,0.39857,0.36025,0.47107,0.67177,0.86239,1.1412,1.2275,1.3588,1.6218,1.7619,1.7431,1.6468,1.5499,1.4164,1.1678,0.93287,0.55856,0.22737,-0.10602,-0.1283,-0.22736,-0.30063,-0.24582,-0.25711,-0.2608,-0.23103,-0.24832,-0.29254,-0.22907,-0.1776,-0.22577,-0.24103,-0.12814,-0.09933,0.27071,0.88898,1.0661,0.96232,0.8667,0.96287,0.87099,0.85952,0.8662,0.7253,-2.2567,1
0.85886,-1.2551,-2.6495,-3.6263,-4.4296,-4.3061,-2.969,-1.8738,-1.7227,-0.74329,-0.12754,-0.2449,-0.32553,-0.34668,-0.28671,-0.33665,-0.15211,-0.32019,-0.2107,-0.35095,-0.34135,-0.38646,-0.34234,-0.42757,-0.46363,-0.4995,-0.63218,-0.64473,-0.63437,-0.80723,-0.95186,-0.81788,-0.84893,-0.96977,-1.0183,-0.97601,-1.0417,-1.0756,-1.0373,-1.013,-0.85635,-0.82297,-0.7245,-0.64968,-0.58196,-0.37502,-0.39101,-0.3048,-0.27957,-0.15248,-0.18424,-0.04427,-0.045568,-0.17121,-0.12706,-0.18661,-0.14773,-0.066222,-0.064176,-0.011671,-0.002982,-0.047664,0.011474,-0.005856,0.24362,0.19568,0.25931,0.21286,0.2532,0.34266,0.40381,0.57669,0.49229,0.65236,0.60496,0.67092,0.59009,0.66189,0.65365,0.62549,0.64491,0.62648,0.60221,0.56507,0.48417,0.54124,0.46701,0.33271,0.56803,0.37195,0.45767,0.42686,0.42252,0.25592,0.35176,0.41193,0.42178,0.36231,0.43731,0.45346,0.43371,0.41423,0.4875,0.47627,0.5887,0.92192,0.99609,1.2748,1.6255,1.5026,1.2632,1.1405,0.95372,1.0248,1.121,0.84553,0.53038,0.22791,0.005893,-0.018944,0.029745,-0.026192,0.078461,0.09654,0.010432,0.064297,0.16534,0.10752,0.15544,0.17041,0.28936,0.70013,1.6208,1.6133,1.7641,2.0138,1.9186,1.4823,0.72187,1.144,1
-0.88209,-2.5598,-3.4411,-3.9718,-3.7537,-3.2507,-2.0555,-1.478,-1.4066,-0.86613,-0.56661,-0.536,-0.48004,-0.47649,-0.52645,-0.53707,-0.48678,-0.52022,-0.53616,-0.4797,-0.58558,-0.55381,-0.53895,-0.56263,-0.56635,-0.63873,-0.63534,-0.67557,-0.72405,-0.7142,-0.71996,-0.81304,-0.76367,-0.87041,-0.88729,-0.89607,-0.97845,-0.8907,-0.89663,-0.84427,-0.7576,-0.80969,-0.7602,-0.54862,-0.56096,-0.41,-0.45758,-0.37323,-0.23851,-0.23525,-0.14254,-0.17136,-0.10727,-0.045371,-0.14203,-0.11071,-0.003395,-0.028756,-0.056162,-0.053788,-0.021629,0.012791,-0.018584,0.070647,0.044631,0.037295,0.14685,0.12681,0.12867,0.18744,0.15319,0.20609,0.26667,0.32212,0.35782,0.35456,0.3644,0.3867,0.46517,0.41746,0.48336,0.39045,0.46377,0.48803,0.4356,0.46156,0.46756,0.43376,0.44545,0.45269,0.51431,0.52244,0.65575,0.88073,0.94748,1.0799,1.176,1.3016,1.4879,1.6819,1.696,1.7252,1.6626,1.576,1.4616,1.3492,1.205,1.0351,0.78515,0.51008,0.26534,0.243,0.23213,0.28601,0.22901,0.23295,0.26557,0.23901,0.2889,0.27991,0.19755,0.29263,0.36772,0.2758,0.31396,0.30818,0.52468,0.89318,1.1695,1.2141,1.1555,1.0908,1.1137,1.1185,1.2845,1.3931,1.6391,1.3394,0.54068,-1.0001,1
-2.2196,-4.6486,-4.7477,-4.4531,-3.3934,-2.0373,-1.4693,-1.2391,-0.39235,-0.20869,-0.15031,-0.11709,-0.26627,-0.14935,-0.16117,-0.2088,-0.21063,-0.20705,-0.21662,-0.32408,-0.2904,-0.32428,-0.26116,-0.37641,-0.3621,-0.27908,-0.49735,-0.44071,-0.69926,-0.65693,-0.61843,-0.59768,-0.55914,-0.7205,-0.66874,-0.68716,-0.79972,-0.64436,-0.53468,-0.49455,-0.38792,-0.33497,-0.08423,-0.1655,-0.1245,-0.060879,0.079515,0.079242,-0.01635,0.097018,0.20998,0.058016,0.1111,0.20398,0.10555,0.24327,0.3382,0.1575,0.21187,0.25073,0.25052,0.31499,0.39984,0.37283,0.35881,0.40461,0.60019,0.64943,0.60988,0.57776,0.73978,0.74275,0.72764,0.69765,0.56084,0.56547,0.61787,0.73486,0.5158,0.53439,0.58824,0.53397,0.60996,0.60312,0.41887,0.32594,0.35595,0.31694,0.23278,0.34233,0.43984,0.4218,0.47839,0.22331,0.2984,0.4439,0.43982,0.7158,0.94287,1.0702,0.99839,1.1303,1.4528,1.6699,1.6163,1.3437,1.1234,0.83784,0.83842,0.71545,0.56505,0.24295,-0.11339,-0.23253,-0.27775,-0.22476,-0.27232,-0.41553,-0.34502,-0.29844,-0.29279,-0.41429,-0.46138,-0.48242,-0.48941,-0.49969,-0.31341,-0.28052,-0.24666,0.35095,1.0951,1.3904,1.4122,1.3794,1.3878,0.69148,0.54173,0.98802,0.94278,-1.4709,1
-1.1011,-2.5211,-3.1603,-3.5733,-3.912,-3.8454,-3.3265,-2.1818,-1.3491,-1.1898,-0.7399,-0.292,-0.2594,-0.22549,-0.18434,-0.247,-0.23687,-0.12341,-0.13766,-0.17071,-0.18267,-0.11845,-0.13358,-0.21495,-0.11691,-0.13192,-0.2084,-0.14595,-0.19775,-0.18884,-0.17038,-0.23872,-0.16751,-0.21024,-0.17628,-0.19638,-0.098732,-0.13373,-0.18079,-0.092899,0.029793,0.038338,0.094585,-0.059589,0.083392,0.16984,0.12849,0.22986,0.26794,0.2107,0.20265,0.27055,0.23594,0.20202,0.14543,0.23986,0.21792,0.20486,0.21197,0.16822,0.18529,0.12464,0.058471,0.15786,0.15657,0.116,0.17758,0.13827,0.21151,0.19929,0.19982,0.35065,0.31913,0.34147,0.43694,0.42555,0.3426,0.38568,0.42604,0.46571,0.52857,0.55338,0.52305,0.52634,0.53466,0.60175,0.58192,0.50141,0.6026,0.62944,0.68831,0.80611,0.9521,1.0614,1.1779,1.3058,1.5339,1.7573,1.8343,1.9405,1.8308,1.7384,1.6749,1.5375,1.2891,1.1033,0.87092,0.66178,0.33546,-0.032025,-0.098528,-0.13738,-0.13847,-0.20529,-0.18956,-0.25689,-0.13033,-0.16663,-0.23123,-0.19702,-0.27991,-0.16119,-0.21626,-0.18049,-0.077665,-0.10227,0.18847,0.85238,1.1668,1.0658,0.83089,0.27788,-0.061995,-0.51438,-0.75449,-0.5737,-0.28103,-0.89587,-1.716,-2.896,1
-2.0143,-3.5163,-4.3016,-4.4687,-3.9513,-2.8495,-1.6106,-1.3577,-1.0339,-0.32253,-0.032926,-0.14423,-0.22968,-0.13504,0.031428,-0.057492,-0.072656,0.050411,-0.051241,-0.009499,0.09208,0.07632,0.1211,0.090618,0.12223,-0.024528,-0.045896,0.087211,0.17662,0.10388,0.041423,0.01917,0.11546,0.096093,0.068326,0.22238,0.11084,0.042579,0.029618,0.096137,0.20157,0.33019,0.34207,0.23964,0.3852,0.40153,0.5374,0.4248,0.3405,0.20589,0.12889,0.27687,0.3178,0.16124,0.19818,0.18741,0.075043,0.022684,0.042241,0.060448,0.10908,0.09361,0.096282,0.035505,0.000232,0.006161,0.159,0.053514,0.066147,0.11477,0.16187,0.36721,0.40038,0.38118,0.33935,0.31498,0.37213,0.4587,0.42932,0.35902,0.45332,0.49115,0.49129,0.3366,0.31197,0.39005,0.29874,0.16071,0.30136,0.3449,0.30689,0.27175,0.16874,0.36644,0.57815,0.69414,0.93087,1.0617,1.2269,1.4952,1.6781,1.8986,1.9186,1.7896,1.7884,1.522,1.4152,1.2018,0.81564,0.49804,0.15268,-0.15086,-0.3659,-0.51978,-0.5604,-0.52032,-0.403,-0.54477,-0.75898,-0.68644,-0.68794,-0.63241,-0.43298,-0.48683,-0.63862,-0.70915,-0.55229,-0.41253,0.05004,0.81673,1.4212,1.3745,1.1799,0.62354,-0.37986,-1.2412,-1.4574,-1.15,-0.5694,-1.7268,1
