accY_0,accY_1,accY_2,accY_3,accY_4,accY_5,accY_6,accY_7,accY_8,accY_9,accY_10,accY_11,accY_12,accY_13,accY_14,accY_15,accY_16,accY_17,accY_18,accY_19,accY_20,accY_21,accY_22,accY_23,accY_24,accY_25,accY_26,accY_27,accY_28,accY_29,accY_30,accY_31,accY_32,accY_33,accY_34,accY_35,accY_36,accY_37,accY_38,accY_39,accY_40,accY_41,accY_42,accY_43,accY_44,accY_45,accY_46,accY_47,accY_48,accY_49,accY_50,accY_51,accY_52,accY_53,accY_54,accY_55,accY_56,accY_57,accY_58,accY_59,accY_60,accY_61,accY_62,accY_63,accY_64,accY_65,accY_66,accY_67,accY_68,accY_69,accY_70,accY_71,accY_72,accY_73,accY_74,accY_75,accY_76,accY_77,accY_78,accY_79,accY_80,accY_81,accY_82,accY_83,accY_84,accY_85,accY_86,accY_87,accY_88,accY_89,accY_90,accY_91,accY_92,accY_93,accY_94,accY_95,accY_96,accY_97,accY_98,accY_99,accY_100,accY_101,accY_102,accY_103,accY_104,accY_105,accY_106,accY_107,accY_108,accY_109,accY_110,accY_111,accY_112,accY_113,accY_114,accY_115,accY_116,accY_117,accY_118,accY_119,accY_120,accY_121,accY_122,accY_123,accY_124,accY_125,accY_126,accY_127,accY_128,accY_129,accY_130,accY_131,accY_132,accY_133,accY_134,accY_135,accY_136,accY_137,accY_138,accY_139,accY_140,accY_141,accY_142,accY_143,accY_144,accY_145,accY_146,accY_147,accY_148,accY_149,accY_150,accY_151,accY_152,accY_153,accY_154,accY_155,accY_156,accY_157,accY_158,accY_159,accY_160,accY_161,accY_162,accY_163,accY_164,accY_165,accY_166,accY_167,accY_168,accY_169,accY_170,accY_171,accY_172,accY_173,accY_174,accY_175,accY_176,accY_177,accY_178,accY_179,accY_180,accY_181,accY_182,accY_183,accY_184,accY_185,accY_186,accY_187,accY_188,accY_189,accY_190,accY_191,accY_192,accY_193,accY_194,accY_195,accY_196,accY_197,accY_198,accY_199,accY_200,accY_201,accY_202,accY_203,accY_204,accY_205,accY_206,accY_207,activity
0.896538,0.966538,0.286538,-0.753462,-1.123462,-0.633462,1.156538,1.116538,0.126538,-1.203462,-1.193462,-0.233462,1.446538,0.896538,-0.583462,-1.173462,-0.733462,0.596538,1.256538,0.356538,-0.913462,-1.093462,-0.423462,1.266538,0.856538,-0.303462,-1.243462,-0.873462,0.586538,1.456538,0.556538,-1.123462,-1.253462,-0.593462,0.916538,1.206538,0.356538,-0.833462,-1.083462,-0.403462,0.966538,0.986538,-0.103462,-1.153462,-0.833462,0.286538,1.236538,0.686538,-0.433462,-0.923462,-0.593462,0.136538,1.216538,0.796538,-0.263462,-1.093462,-0.733462,0.386538,1.216538,0.606538,-0.453462,-1.023462,-0.633462,0.556538,1.166538,0.376538,-0.713462,-1.073462,-0.603462,0.996538,1.186538,0.196538,-0.823462,-0.963462,-0.413462,1.016538,0.876538,-0.163462,-0.993462,-0.803462,0.066538,1.166538,0.746538,-0.293462,-1.033462,-0.843462,-0.003462,1.256538,0.806538,-0.123462,-0.873462,-0.913462,-0.363462,0.986538,1.116538,0.336538,-0.753462,-1.113462,-0.613462,0.666538,1.116538,0.526538,-0.923462,-1.253462,-0.273462,1.036538,1.086538,0.326538,-0.963462,-1.243462,-0.463462,0.996538,1.216538,0.476538,-1.133462,-1.173462,-0.303462,1.436538,1.006538,0.146538,-1.063462,-1.213462,-0.393462,1.206538,1.026538,0.066538,-1.253462,-1.293462,-0.143462,1.436538,0.946538,-0.413462,-1.413462,-0.933462,0.776538,1.216538,0.556538,-0.833462,-1.283462,-0.563462,0.916538,1.236538,0.296538,-1.023462,-1.193462,-0.393462,1.216538,1.046538,0.166538,-1.243462,-1.103462,-0.163462,1.156538,0.816538,-0.173462,-1.203462,-0.883462,0.336538,1.426538,0.556538,-0.703462,-1.313462,-0.803462,1.046538,1.266538,0.146538,-1.053462,-1.123462,-0.413462,1.206538,1.116538,-0.053462,-1.063462,-0.873462,-0.203462,1.246538,0.786538,-0.123462,-1.133462,-0.983462,0.066538,1.366538,0.796538,-0.903462,-1.203462,-0.583462,0.776538,1.296538,0.396538,-0.673462,-1.183462,-0.633462,0.806538,1.176538,0.226538,-0.903462,-1.223462,-0.633462,0.346538,0.556538,0.396538,0.586538,0.386538,0.166538,0.156538,0.526538,0.966538,1.256538,SAWING
0.099327,1.159327,0.859327,-0.060673,-1.080673,-0.850673,0.049327,1.189327,0.749327,-0.140673,-1.130673,-0.880673,0.079327,1.149327,0.789327,-0.010673,-0.980673,-0.850673,0.019327,1.229327,0.789327,-0.180673,-0.990673,-0.970673,-0.230673,1.089327,0.979327,0.179327,-1.050673,-1.050673,-0.200673,1.439327,0.969327,-0.060673,-1.250673,-1.060673,0.029327,1.459327,0.809327,-0.600673,-1.200673,-0.620673,0.879327,1.129327,0.469327,-0.740673,-1.170673,-0.710673,0.689327,1.279327,0.689327,-0.670673,-1.250673,-0.690673,0.669327,1.169327,0.579327,-0.490673,-1.090673,-0.800673,0.599327,1.289327,0.449327,-0.740673,-1.110673,-0.580673,0.929327,1.089327,0.399327,-0.810673,-1.140673,-0.410673,1.119327,0.959327,0.169327,-1.180673,-1.080673,-0.040673,1.129327,1.009327,-0.060673,-1.110673,-1.090673,-0.280673,1.259327,0.989327,-0.160673,-1.080673,-0.930673,-0.040673,1.119327,0.859327,-0.080673,-0.980673,-1.030673,-0.130673,1.259327,0.879327,-0.050673,-1.120673,-1.000673,-0.140673,1.219327,0.869327,-0.210673,-1.080673,-0.710673,0.449327,1.229327,0.499327,-0.570673,-1.250673,-0.880673,0.679327,1.439327,0.269327,-1.030673,-1.090673,-0.290673,1.179327,1.149327,0.299327,-0.890673,-1.220673,-0.640673,1.039327,1.259327,0.319327,-0.870673,-1.080673,-0.510673,1.009327,1.219327,0.279327,-1.050673,-1.240673,-0.430673,1.329327,1.129327,0.149327,-1.220673,-1.190673,-0.160673,1.579327,1.069327,-0.160673,-1.200673,-1.050673,-0.070673,1.379327,1.009327,-0.280673,-1.150673,-0.850673,0.059327,1.209327,0.889327,-0.180673,-1.150673,-0.910673,0.099327,1.149327,0.819327,-0.220673,-1.070673,-0.890673,0.059327,1.219327,0.939327,-0.140673,-1.130673,-1.100673,-0.160673,1.519327,1.129327,-0.150673,-1.350673,-1.110673,-0.010673,1.419327,0.809327,-0.390673,-1.180673,-0.900673,0.629327,1.199327,0.339327,-0.980673,-1.260673,-0.360673,1.209327,0.889327,-0.080673,-1.120673,-0.790673,0.209327,1.099327,0.719327,-0.430673,-1.130673,-0.680673,0.259327,0.499327,0.579327,0.569327,0.319327,0.149327,0.509327,SAWING
1.091106,0.451106,-0.858894,-1.048894,-0.348894,1.211106,0.941106,0.061106,-0.968894,-0.938894,-0.388894,1.141106,1.101106,0.181106,-0.998894,-1.048894,-0.488894,0.841106,1.161106,0.321106,-1.028894,-1.178894,-0.388894,1.351106,0.941106,-0.248894,-1.048894,-1.048894,0.021106,1.451106,0.691106,-0.518894,-1.008894,-0.708894,0.561106,1.161106,0.381106,-0.678894,-1.008894,-0.708894,0.381106,1.521106,0.771106,-0.638894,-1.218894,-0.848894,0.401106,1.401106,0.361106,-0.728894,-1.078894,-0.488894,0.701106,1.141106,0.431106,-0.538894,-1.128894,-0.658894,0.501106,1.161106,0.731106,-0.458894,-1.218894,-0.798894,0.691106,1.241106,0.371106,-0.858894,-1.108894,-0.358894,1.211106,0.881106,0.031106,-1.008894,-0.958894,0.091106,1.211106,0.641106,-0.368894,-1.078894,-0.688894,0.651106,1.161106,0.361106,-0.918894,-0.938894,-0.308894,0.871106,1.011106,0.471106,-0.838894,-1.048894,-0.248894,1.041106,0.901106,0.061106,-1.118894,-0.868894,0.011106,1.161106,0.851106,-0.148894,-1.048894,-0.828894,0.131106,1.211106,0.701106,-0.508894,-1.078894,-0.728894,0.621106,1.131106,0.471106,-0.748894,-0.978894,-0.538894,0.641106,1.061106,0.451106,-0.658894,-1.078894,-0.588894,0.671106,1.081106,0.561106,-0.658894,-0.998894,-0.618894,0.521106,1.181106,0.431106,-0.638894,-0.978894,-0.588894,0.731106,1.081106,0.481106,-0.658894,-0.918894,-0.478894,0.611106,1.061106,0.541106,-0.818894,-0.858894,-0.298894,0.801106,1.041106,0.211106,-0.878894,-0.928894,-0.398894,0.771106,0.991106,0.011106,-1.198894,-0.848894,0.311106,1.231106,0.861106,-0.008894,-1.248894,-0.988894,0.011106,1.401106,0.771106,-0.298894,-1.128894,-0.808894,0.391106,1.271106,0.741106,-0.288894,-1.318894,-0.978894,0.431106,1.471106,0.571106,-0.708894,-1.208894,-0.658894,0.621106,1.261106,0.511106,-0.588894,-1.078894,-0.788894,0.431106,1.541106,0.551106,-0.758894,-1.098894,-0.488894,1.131106,1.011106,0.011106,-0.968894,-0.858894,-0.218894,1.291106,0.911106,-0.088894,-0.888894,-0.838894,-0.298894,1.251106,0.951106,-0.108894,SAWING
-0.438702,-0.388702,-0.178702,-0.238702,-0.078702,0.221298,0.171298,0.081298,0.061298,0.161298,0.081298,-0.188702,-0.168702,0.271298,0.431298,0.151298,-0.268702,-0.388702,-0.438702,-0.178702,-0.298702,-0.008702,0.221298,0.201298,0.201298,0.171298,0.151298,0.011298,-0.328702,-0.138702,0.331298,0.451298,0.121298,-0.278702,-0.308702,-0.328702,-0.168702,-0.328702,0.021298,0.211298,0.161298,0.161298,0.171298,0.171298,0.001298,-0.398702,-0.108702,0.361298,0.461298,0.081298,-0.288702,-0.308702,-0.358702,-0.168702,-0.248702,0.041298,0.191298,0.151298,0.171298,0.171298,0.091298,-0.048702,-0.308702,0.041298,0.441298,0.391298,-0.008702,-0.338702,-0.328702,-0.358702,-0.158702,-0.218702,0.121298,0.261298,0.201298,0.121298,0.081298,0.081298,-0.078702,-0.288702,0.101298,0.471298,0.461298,-0.058702,-0.448702,-0.328702,-0.248702,-0.198702,-0.128702,0.211298,0.241298,0.141298,0.131298,0.161298,0.011298,-0.138702,-0.198702,0.261298,0.501298,0.321298,-0.088702,-0.398702,-0.358702,-0.178702,-0.168702,-0.048702,0.251298,0.241298,0.141298,0.101298,0.121298,0.041298,-0.158702,-0.158702,0.261298,0.481298,0.321298,-0.088702,-0.408702,-0.358702,-0.158702,-0.258702,-0.118702,0.191298,0.181298,0.121298,0.161298,0.201298,0.011298,-0.198702,-0.188702,0.241298,0.451298,0.241298,-0.198702,-0.378702,-0.388702,-0.168702,-0.238702,-0.108702,0.191298,0.221298,0.261298,0.271298,0.181298,-0.078702,-0.248702,-0.198702,0.231298,0.481298,0.291298,-0.108702,-0.378702,-0.398702,-0.188702,-0.138702,-0.028702,0.221298,0.251298,0.191298,0.121298,0.151298,-0.048702,-0.138702,-0.178702,0.191298,0.491298,0.391298,-0.018702,-0.328702,-0.368702,-0.198702,-0.178702,-0.148702,0.181298,0.251298,0.181298,0.211298,0.261298,0.081298,-0.108702,-0.298702,0.071298,0.451298,0.461298,0.041298,-0.408702,-0.328702,-0.338702,-0.218702,-0.248702,0.081298,0.221298,0.171298,0.191298,0.191298,0.141298,-0.008702,-0.308702,-0.078702,0.311298,0.371298,0.101298,-0.208702,-0.248702,-0.358702,-0.178702,-0.298702,WALKING
0.091683,0.011683,-0.038317,-0.038317,-0.118317,-0.058317,0.301683,0.391683,0.221683,0.011683,-0.298317,-0.308317,-0.228317,-0.108317,-0.108317,0.171683,0.221683,0.161683,0.191683,0.111683,-0.058317,-0.108317,-0.298317,-0.108317,0.321683,0.481683,0.291683,-0.098317,-0.348317,-0.418317,-0.178317,-0.208317,-0.078317,0.221683,0.271683,0.211683,0.111683,0.021683,-0.148317,-0.108317,-0.248317,0.021683,0.371683,0.391683,0.131683,-0.188317,-0.268317,-0.448317,-0.188317,-0.258317,0.031683,0.271683,0.291683,0.281683,0.101683,0.001683,-0.238317,-0.218317,-0.208317,0.211683,0.481683,0.401683,0.061683,-0.278317,-0.298317,-0.358317,-0.198317,-0.248317,0.101683,0.271683,0.241683,0.241683,0.111683,-0.028317,-0.198317,-0.248317,-0.158317,0.291683,0.481683,0.331683,-0.048317,-0.338317,-0.398317,-0.328317,-0.138317,-0.118317,0.151683,0.251683,0.191683,0.181683,0.051683,-0.028317,-0.108317,-0.248317,-0.108317,0.291683,0.421683,0.221683,-0.108317,-0.368317,-0.458317,-0.188317,-0.228317,-0.098317,0.221683,0.261683,0.191683,0.111683,0.081683,-0.108317,-0.118317,-0.258317,0.061683,0.391683,0.411683,0.141683,-0.238317,-0.328317,-0.438317,-0.108317,-0.238317,0.021683,0.281683,0.281683,0.201683,0.051683,0.021683,-0.108317,-0.088317,-0.228317,0.151683,0.391683,0.311683,0.071683,-0.238317,-0.298317,-0.418317,-0.108317,-0.178317,0.051683,0.231683,0.211683,0.161683,0.061683,0.091683,-0.068317,-0.148317,-0.188317,0.171683,0.391683,0.301683,0.021683,-0.258317,-0.358317,-0.358317,-0.168317,-0.198317,0.091683,0.251683,0.241683,0.191683,0.021683,-0.068317,-0.108317,-0.218317,-0.088317,0.341683,0.471683,0.261683,-0.108317,-0.358317,-0.418317,-0.168317,-0.148317,-0.108317,0.171683,0.221683,0.121683,0.071683,0.021683,-0.088317,-0.108317,-0.238317,0.091683,0.431683,0.431683,0.081683,-0.228317,-0.298317,-0.438317,-0.148317,-0.188317,0.021683,0.201683,0.171683,0.151683,0.111683,0.061683,-0.108317,-0.208317,-0.258317,0.141683,0.421683,0.391683,0.081683,-0.238317,-0.328317,-0.368317,WALKING
-0.140769,0.139231,0.309231,0.279231,0.079231,-0.110769,-0.280769,-0.400769,-0.140769,-0.090769,-0.080769,0.089231,0.189231,0.179231,0.169231,0.039231,-0.060769,-0.170769,-0.100769,-0.150769,0.069231,0.329231,0.349231,0.149231,-0.080769,-0.260769,-0.360769,-0.310769,-0.080769,-0.080769,0.069231,0.239231,0.199231,0.119231,0.069231,-0.050769,-0.150769,-0.010769,-0.060769,-0.000769,0.249231,0.329231,0.209231,-0.020769,-0.250769,-0.340769,-0.310769,-0.130769,-0.150769,0.019231,0.139231,0.179231,0.189231,0.159231,0.049231,-0.170769,-0.180769,-0.230769,-0.050769,0.229231,0.319231,0.249231,0.039231,-0.220769,-0.280769,-0.400769,-0.050769,-0.020769,-0.000769,0.149231,0.179231,0.119231,0.079231,-0.010769,-0.140769,-0.030769,-0.140769,-0.080769,0.229231,0.359231,0.239231,0.019231,-0.190769,-0.270769,-0.380769,-0.070769,-0.110769,-0.060769,0.129231,0.159231,0.139231,0.149231,0.009231,-0.210769,-0.110769,-0.120769,-0.010769,0.259231,0.279231,0.159231,-0.020769,-0.200769,-0.230769,-0.310769,-0.030769,-0.070769,-0.060769,0.109231,0.179231,0.189231,0.109231,-0.000769,-0.000769,-0.220769,-0.060769,-0.060769,0.089231,0.299231,0.299231,0.129231,-0.100769,-0.310769,-0.310769,-0.260769,-0.030769,-0.120769,0.049231,0.189231,0.209231,0.159231,0.039231,-0.020769,-0.140769,-0.060769,-0.110769,-0.070769,0.179231,0.299231,0.239231,0.059231,-0.180769,-0.260769,-0.370769,-0.090769,-0.100769,-0.060769,0.139231,0.219231,0.169231,0.119231,-0.010769,-0.070769,-0.130769,-0.080769,-0.140769,0.119231,0.329231,0.269231,0.079231,-0.100769,-0.250769,-0.390769,-0.130769,-0.110769,-0.070769,0.119231,0.189231,0.159231,0.159231,0.019231,-0.060769,-0.190769,-0.140769,-0.180769,0.129231,0.349231,0.339231,0.129231,-0.080769,-0.260769,-0.330769,-0.170769,-0.090769,-0.110769,0.099231,0.209231,0.199231,0.169231,0.069231,-0.060769,-0.220769,-0.020769,-0.110769,-0.010769,0.289231,0.339231,0.139231,-0.060769,-0.220769,-0.280769,-0.290769,-0.070769,-0.070769,0.089231,0.259231,0.259231,0.179231,0.079231,WALKING
0.363702,0.293702,0.223702,0.303702,0.303702,0.343702,0.363702,0.573702,0.853702,1.073702,1.153702,0.733702,0.213702,-0.316298,-0.876298,-1.086298,-1.336298,-1.426298,-1.436298,-1.516298,-1.546298,-1.536298,-1.506298,-1.576298,-1.666298,-1.536298,-1.396298,-1.096298,-0.806298,-0.376298,0.333702,0.433702,0.143702,-0.246298,-0.456298,-0.686298,-1.056298,-1.096298,-1.346298,-1.566298,-1.606298,-1.636298,-1.806298,-1.846298,-1.646298,-1.446298,-1.096298,-0.286298,1.373702,0.873702,0.633702,0.873702,0.883702,0.683702,0.473702,0.143702,-0.056298,-0.306298,-0.456298,-0.406298,-0.116298,0.343702,0.473702,0.483702,0.343702,0.403702,0.213702,0.053702,0.173702,0.083702,-0.096298,-0.226298,-0.196298,0.193702,0.573702,0.473702,0.083702,-0.056298,0.043702,0.293702,0.503702,0.473702,0.403702,0.453702,0.623702,0.343702,0.213702,0.193702,0.063702,-0.066298,-0.266298,-0.136298,0.333702,0.743702,0.403702,0.183702,0.153702,0.263702,0.443702,0.373702,0.403702,0.473702,0.793702,0.743702,0.653702,0.543702,0.163702,-0.326298,-0.696298,-0.656298,-0.266298,0.143702,0.363702,0.493702,0.613702,0.533702,0.493702,0.423702,0.303702,0.213702,0.593702,0.593702,0.523702,0.533702,0.303702,-0.096298,-0.476298,-0.286298,0.313702,1.043702,0.753702,0.263702,0.123702,0.213702,0.403702,0.363702,0.453702,0.463702,0.713702,0.493702,0.213702,-0.006298,-0.166298,-0.256298,-0.196298,0.263702,0.843702,0.663702,0.163702,-0.106298,0.003702,0.253702,0.403702,0.433702,0.423702,0.333702,0.493702,0.343702,0.183702,0.123702,0.003702,-0.116298,-0.206298,0.043702,0.493702,0.673702,0.183702,-0.096298,-0.096298,0.163702,0.353702,0.353702,0.413702,0.293702,0.473702,0.283702,0.083702,0.073702,0.043702,-0.046298,-0.116298,0.153702,0.413702,0.443702,0.043702,-0.216298,-0.186298,0.153702,0.433702,0.503702,0.483702,0.353702,0.563702,0.293702,0.083702,0.333702,0.563702,0.303702,-0.236298,-0.606298,-0.786298,-0.916298,-1.006298,-0.986298,-0.996298,-1.146298,-0.826298,-0.406298,WALKING
0.12976,0.15976,0.05976,-0.03024,-0.21024,-0.11024,-0.05024,-0.02024,0.18976,0.26976,0.17976,0.05976,-0.05024,-0.20024,-0.21024,-0.29024,-0.03024,-0.05024,0.01976,0.14976,0.14976,0.12976,0.10976,-0.03024,-0.07024,-0.24024,-0.00024,0.00976,0.03976,0.17976,0.19976,0.13976,0.05976,-0.04024,-0.16024,-0.19024,-0.29024,-0.04024,-0.08024,-0.01024,0.12976,0.14976,0.12976,0.11976,-0.02024,-0.05024,-0.21024,-0.03024,-0.05024,-0.01024,0.18976,0.25976,0.20976,0.04976,-0.08024,-0.17024,-0.26024,-0.24024,-0.08024,-0.09024,0.00976,0.10976,0.14976,0.16976,0.13976,-0.02024,-0.10024,-0.25024,-0.02024,-0.07024,0.04976,0.20976,0.23976,0.14976,0.01976,-0.12024,-0.16024,-0.30024,-0.10024,-0.03024,-0.08024,0.05976,0.15976,0.13976,0.13976,0.09976,-0.05024,-0.15024,-0.16024,-0.00024,-0.05024,0.05976,0.21976,0.19976,0.10976,0.01976,-0.14024,-0.17024,-0.27024,-0.09024,-0.02024,-0.07024,0.06976,0.14976,0.14976,0.13976,0.04976,-0.07024,-0.17024,-0.11024,-0.04024,-0.05024,0.13976,0.26976,0.21976,0.06976,-0.04024,-0.16024,-0.22024,-0.32024,-0.04024,-0.03024,-0.03024,0.10976,0.17976,0.11976,0.12976,0.03976,-0.07024,-0.25024,-0.05024,-0.07024,-0.00024,0.21976,0.26976,0.15976,0.01976,-0.09024,-0.20024,-0.28024,-0.16024,-0.07024,-0.05024,0.05976,0.14976,0.14976,0.15976,0.10976,-0.05024,-0.12024,-0.17024,-0.01024,-0.04024,0.01976,0.19976,0.22976,0.14976,0.03976,-0.16024,-0.25024,-0.40024,-0.09024,-0.03024,-0.01024,0.10976,0.13976,0.09976,0.11976,-0.00024,-0.03024,-0.19024,-0.03024,-0.03024,0.01976,0.20976,0.24976,0.10976,-0.02024,-0.19024,-0.21024,-0.32024,-0.09024,-0.09024,-0.03024,0.12976,0.14976,0.12976,0.14976,0.02976,-0.02024,-0.16024,-0.03024,-0.10024,-0.03024,0.20976,0.25976,0.15976,0.02976,-0.12024,-0.17024,-0.23024,-0.19024,-0.03024,-0.08024,0.03976,0.13976,0.13976,0.09976,WALKING
-0.224904,0.055096,0.155096,0.125096,0.095096,0.085096,0.065096,-0.074904,-0.264904,0.065096,0.365096,0.335096,0.035096,-0.324904,-0.294904,-0.214904,-0.204904,-0.264904,-0.014904,0.155096,0.235096,0.285096,0.185096,-0.054904,-0.244904,-0.314904,0.085096,0.435096,0.395096,0.055096,-0.294904,-0.314904,-0.224904,-0.204904,-0.214904,0.075096,0.165096,0.135096,0.175096,0.165096,0.045096,-0.084904,-0.304904,-0.024904,0.355096,0.405096,0.115096,-0.264904,-0.274904,-0.354904,-0.184904,-0.304904,-0.044904,0.135096,0.175096,0.215096,0.225096,0.165096,-0.074904,-0.384904,-0.134904,0.285096,0.465096,0.175096,-0.204904,-0.384904,-0.434904,-0.154904,-0.164904,-0.074904,0.145096,0.195096,0.095096,0.055096,0.135096,0.015096,-0.134904,-0.134904,0.175096,0.325096,0.175096,-0.134904,-0.384904,-0.394904,-0.174904,-0.164904,-0.204904,0.075096,0.205096,0.135096,0.135096,0.235096,0.055096,-0.164904,-0.224904,0.075096,0.355096,0.255096,-0.074904,-0.344904,-0.334904,-0.274904,-0.154904,-0.204904,0.065096,0.145096,0.125096,0.155096,0.225096,0.145096,-0.054904,-0.324904,-0.134904,0.225096,0.295096,0.055096,-0.194904,-0.314904,-0.354904,-0.204904,-0.334904,-0.054904,0.185096,0.185096,0.245096,0.255096,0.185096,-0.064904,-0.344904,-0.274904,0.165096,0.405096,0.265096,-0.074904,-0.284904,-0.294904,-0.204904,-0.264904,-0.334904,-0.004904,0.135096,0.205096,0.355096,0.385096,0.145096,-0.204904,-0.294904,-0.284904,-0.034904,0.175096,0.285096,0.145096,-0.184904,-0.144904,-0.004904,-0.114904,-0.134904,0.145096,0.425096,0.425096,0.195096,-0.064904,-0.274904,-0.414904,-0.124904,0.055096,0.015096,-0.004904,-0.074904,-0.074904,-0.004904,0.055096,0.115096,-0.004904,0.045096,-0.064904,-0.004904,0.225096,0.335096,0.245096,0.005096,-0.214904,-0.264904,-0.274904,-0.114904,-0.214904,-0.074904,0.105096,0.135096,0.145096,0.205096,0.315096,0.135096,-0.124904,-0.304904,-0.064904,0.055096,0.125096,0.045096,-0.014904,0.035096,0.005096,0.035096,0.135096,0.265096,0.265096,0.285096,0.165096,WALKING
-0.131971,-0.081971,-0.131971,-0.121971,0.178029,0.368029,0.248029,-0.001971,-0.161971,-0.231971,-0.341971,-0.071971,-0.101971,-0.041971,0.178029,0.198029,0.148029,0.128029,0.008029,-0.061971,-0.131971,-0.081971,-0.131971,0.138029,0.338029,0.278029,0.068029,-0.071971,-0.241971,-0.331971,-0.121971,-0.071971,-0.081971,0.088029,0.188029,0.158029,0.148029,0.088029,-0.001971,-0.181971,-0.011971,-0.111971,-0.001971,0.238029,0.318029,0.168029,-0.011971,-0.201971,-0.251971,-0.231971,-0.011971,-0.111971,-0.021971,0.118029,0.098029,0.098029,0.198029,0.138029,-0.041971,-0.131971,-0.131971,-0.161971,0.048029,0.198029,0.158029,0.138029,0.008029,-0.321971,-0.201971,-0.231971,0.008029,0.068029,0.078029,0.088029,0.048029,-0.001971,-0.001971,0.018029,0.098029,0.128029,0.048029,-0.071971,-0.131971,-0.281971,-0.131971,-0.071971,-0.171971,-0.111971,-0.021971,0.088029,0.208029,0.248029,0.158029,-0.021971,-0.261971,-0.231971,-0.131971,-0.071971,0.148029,0.318029,0.328029,0.188029,-0.001971,-0.241971,-0.281971,-0.241971,-0.041971,-0.071971,0.008029,0.148029,0.168029,0.148029,0.108029,-0.001971,-0.171971,-0.041971,-0.081971,-0.051971,0.188029,0.328029,0.248029,0.048029,-0.131971,-0.261971,-0.341971,-0.061971,-0.071971,-0.121971,0.038029,0.118029,0.128029,0.198029,0.148029,0.018029,-0.231971,-0.111971,-0.131971,-0.001971,0.258029,0.318029,0.208029,0.008029,-0.251971,-0.241971,-0.331971,-0.021971,-0.041971,-0.051971,0.128029,0.178029,0.198029,0.188029,0.008029,-0.171971,-0.211971,-0.091971,-0.061971,0.208029,0.348029,0.258029,0.128029,-0.061971,-0.261971,-0.361971,-0.201971,-0.121971,-0.131971,0.048029,0.188029,0.158029,0.128029,0.078029,0.028029,-0.121971,-0.071971,-0.161971,0.008029,0.278029,0.308029,0.128029,-0.071971,-0.271971,-0.381971,-0.191971,-0.101971,-0.051971,0.118029,0.208029,0.258029,0.208029,0.028029,-0.071971,-0.221971,-0.091971,-0.131971,0.098029,0.358029,0.358029,0.128029,-0.061971,-0.271971,-0.321971,-0.231971,-0.091971,-0.111971,0.038029,0.198029,0.248029,WALKING
0.268942,0.238942,0.238942,0.108942,-0.031058,-0.201058,-0.251058,-0.161058,0.288942,0.478942,0.328942,-0.051058,-0.341058,-0.401058,-0.331058,-0.141058,-0.121058,0.148942,0.248942,0.188942,0.178942,0.048942,-0.031058,-0.111058,-0.251058,-0.111058,0.288942,0.418942,0.218942,-0.111058,-0.371058,-0.461058,-0.191058,-0.231058,-0.101058,0.218942,0.258942,0.188942,0.108942,0.078942,-0.111058,-0.121058,-0.261058,0.058942,0.388942,0.408942,0.138942,-0.241058,-0.331058,-0.441058,-0.111058,-0.241058,0.018942,0.278942,0.278942,0.198942,0.048942,0.018942,-0.111058,-0.091058,-0.231058,0.148942,0.388942,0.308942,0.068942,-0.241058,-0.301058,-0.421058,-0.111058,-0.181058,0.048942,0.228942,0.208942,0.158942,0.058942,0.088942,-0.071058,-0.151058,-0.191058,0.168942,0.388942,0.298942,0.018942,-0.261058,-0.361058,-0.361058,-0.171058,-0.201058,0.088942,0.248942,0.238942,0.188942,0.018942,-0.071058,-0.111058,-0.221058,-0.091058,0.338942,0.468942,0.258942,-0.111058,-0.361058,-0.421058,-0.171058,-0.151058,-0.111058,0.168942,0.218942,0.118942,0.068942,0.018942,-0.091058,-0.111058,-0.241058,0.088942,0.428942,0.428942,0.078942,-0.231058,-0.301058,-0.441058,-0.151058,-0.191058,0.018942,0.198942,0.168942,0.148942,0.108942,0.058942,-0.111058,-0.211058,-0.261058,0.138942,0.418942,0.388942,0.078942,-0.241058,-0.331058,-0.371058,-0.201058,-0.201058,0.068942,0.238942,0.178942,0.148942,0.038942,-0.051058,-0.091058,-0.201058,-0.101058,0.298942,0.438942,0.248942,-0.111058,-0.381058,-0.441058,-0.231058,-0.111058,-0.111058,0.148942,0.218942,0.178942,0.168942,0.058942,-0.111058,-0.151058,-0.271058,0.038942,0.448942,0.448942,0.108942,-0.201058,-0.371058,-0.451058,-0.091058,-0.201058,-0.061058,0.198942,0.238942,0.178942,0.048942,0.018942,-0.151058,-0.061058,-0.181058,0.078942,0.378942,0.368942,0.128942,-0.201058,-0.371058,-0.421058,-0.111058,-0.201058,-0.061058,0.198942,0.188942,0.128942,0.098942,0.078942,-0.061058,-0.111058,-0.301058,0.028942,0.398942,0.458942,0.138942,-0.221058,WALKING
