att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140,att141,att142,att143,att144,att145,att146,att147,att148,att149,att150,att151,att152,att153,att154,att155,att156,att157,att158,att159,att160,att161,att162,att163,att164,att165,att166,att167,att168,att169,att170,att171,att172,att173,att174,att175,att176,att177,att178,att179,att180,att181,att182,att183,att184,att185,att186,att187,att188,att189,att190,att191,att192,att193,att194,att195,att196,att197,att198,att199,att200,att201,att202,att203,att204,att205,att206,att207,att208,att209,att210,att211,att212,att213,att214,att215,att216,att217,att218,att219,att220,att221,att222,att223,att224,att225,att226,att227,att228,att229,att230,att231,att232,att233,target
1.718,1.5787,1.4543,1.3393,1.2319,1.1291,1.0285,0.93277,0.83979,0.75084,0.66774,0.58958,0.51861,0.45212,0.38744,0.3277,0.27559,0.22977,0.18979,0.1552,0.12331,0.091865,0.064015,0.043801,0.030774,0.020442,0.006517,-0.00651,-0.008306,0.003822,0.031673,0.082432,0.16823,0.29715,0.4921,0.80654,1.2975,1.8833,2.1011,1.6043,0.90492,0.42338,0.17766,0.077042,0.063566,0.11522,0.21854,0.34432,0.43191,0.39463,0.22483,0.023587,-0.12779,-0.22123,-0.27378,-0.30298,-0.3214,-0.33847,-0.35778,-0.3771,-0.39731,-0.42202,-0.45032,-0.47637,-0.49614,-0.50961,-0.5186,-0.52848,-0.54286,-0.55768,-0.56756,-0.5734,-0.57744,-0.58014,-0.58149,-0.58194,-0.58014,-0.57565,-0.56981,-0.56217,-0.55454,-0.54735,-0.54106,-0.53477,-0.52848,-0.52219,-0.51456,-0.50872,-0.50378,-0.49928,-0.49479,-0.4885,-0.47952,-0.46649,-0.44897,-0.42696,-0.40181,-0.38339,-0.38339,-0.39956,-0.41663,-0.42831,-0.4328,-0.4319,-0.42741,-0.41977,-0.4081,-0.39552,-0.38519,-0.37665,-0.36946,-0.36497,-0.36452,-0.37036,-0.38474,-0.40405,-0.42022,-0.43505,-0.44583,-0.44942,-0.44673,-0.43774,-0.41349,-0.36318,-0.30658,-0.27019,-0.25132,-0.25761,-0.27154,-0.27738,-0.27199,-0.25896,-0.24459,-0.2347,-0.23201,-0.24189,-0.25941,-0.28277,-0.31286,-0.34296,-0.37036,-0.37441,-0.35195,-0.30972,-0.29085,-0.3506,-0.41618,-0.47098,-0.50333,-0.52129,-0.52848,-0.52444,-0.52534,-0.53926,-0.55768,-0.56532,-0.56621,-0.55723,-0.546,-0.53477,-0.51545,-0.49749,-0.48087,-0.4611,-0.4355,-0.4036,-0.36857,-0.33083,-0.29894,-0.25761,-0.2064,-0.14262,-0.067601,-0.010103,0.080186,0.16598,0.28412,0.39642,0.52579,0.67044,0.8344,1.0181,1.2234,1.4449,1.6937,1.9354,2.1811,2.4502,2.6599,2.8845,3.0171,3.0773,3.1401,3.1208,2.9587,2.8073,2.615,2.5077,2.301,2.0769,1.8321,1.5801,1.3411,1.1075,0.81553,0.60935,0.41304,0.1871,-0.037055,-0.20955,-0.378,-0.51815,-0.67268,-0.81642,-0.91569,-1.0181,-1.1115,-1.2198,-1.298,-1.3788,-1.4444,-1.514,-1.5666,-1.6147,-1.6596,-1.6987,-1.7332,-1.771,-1.7979,-1.824,-1.8464,-1.8658,-1.886,-1.903,1
1.7151,1.5795,1.4556,1.3393,1.2307,1.1279,1.0296,0.93353,0.84015,0.75037,0.66777,0.591,0.51873,0.45184,0.38899,0.32973,0.27766,0.23187,0.19192,0.15645,0.12413,0.093156,0.06667,0.04602,0.031654,0.020431,0.006066,-0.006055,-0.008299,0.002026,0.029859,0.081933,0.16768,0.29607,0.49,0.80199,1.2918,1.8758,2.0935,1.5979,0.89941,0.41727,0.16947,0.068465,0.055896,0.10707,0.20987,0.33647,0.4249,0.38989,0.22155,0.02088,-0.1304,-0.22378,-0.27585,-0.30413,-0.32299,-0.34005,-0.35845,-0.37686,-0.39661,-0.42085,-0.44869,-0.47517,-0.49537,-0.50839,-0.51737,-0.52725,-0.54116,-0.55598,-0.5663,-0.57303,-0.57663,-0.57842,-0.58022,-0.58067,-0.57932,-0.57528,-0.56855,-0.56136,-0.55418,-0.54745,-0.54116,-0.53533,-0.52949,-0.52276,-0.51602,-0.50974,-0.50435,-0.50031,-0.49627,-0.49043,-0.48146,-0.46844,-0.45138,-0.42804,-0.402,-0.38314,-0.38269,-0.39886,-0.41636,-0.42714,-0.43163,-0.43073,-0.42579,-0.41861,-0.40739,-0.39437,-0.38359,-0.37596,-0.36878,-0.36339,-0.36294,-0.36968,-0.38494,-0.40379,-0.41995,-0.43522,-0.44554,-0.44958,-0.44689,-0.43746,-0.41277,-0.36339,-0.30728,-0.27136,-0.25251,-0.2579,-0.27271,-0.27944,-0.27316,-0.26059,-0.24622,-0.23545,-0.23276,-0.24308,-0.25969,-0.28259,-0.31266,-0.34229,-0.36968,-0.37372,-0.35082,-0.30907,-0.29112,-0.35082,-0.41591,-0.47023,-0.503,-0.52141,-0.52769,-0.52321,-0.52455,-0.53847,-0.55643,-0.56406,-0.5654,-0.55598,-0.54475,-0.53353,-0.51557,-0.49762,-0.48011,-0.46036,-0.43567,-0.40245,-0.36698,-0.33062,-0.2983,-0.257,-0.20672,-0.14163,-0.066658,-0.009197,0.081933,0.16633,0.28394,0.39797,0.52771,0.67136,0.83476,1.0188,1.224,1.4462,1.6962,1.9382,2.1824,2.4518,2.6627,2.8877,3.0156,3.0753,3.1435,3.1242,2.9613,2.8086,2.6165,2.5106,2.305,2.0814,1.8349,1.5822,1.3429,1.1104,0.81771,0.6112,0.41503,0.18877,-0.035683,-0.20896,-0.37776,-0.51782,-0.67225,-0.815,-0.91466,-1.0179,-1.1108,-1.2195,-1.2976,-1.3784,-1.4444,-1.5135,-1.5656,-1.6132,-1.659,-1.698,-1.733,-1.7703,-1.7972,-1.8233,-1.8457,-1.865,-1.8848,-1.9023,1
1.7017,1.5655,1.4428,1.3291,1.2207,1.1173,1.0189,0.92493,0.83322,0.74421,0.66105,0.58598,0.5154,0.44707,0.38369,0.32615,0.27355,0.22815,0.18904,0.15397,0.12206,0.092386,0.064964,0.045184,0.033946,0.023606,0.01012,-0.000219,-0.001568,0.011469,0.042038,0.09823,0.18904,0.32615,0.53248,0.86604,1.3853,1.9989,2.2218,1.6981,0.96359,0.45336,0.19173,0.086542,0.074404,0.12925,0.23759,0.3711,0.46325,0.42369,0.24343,0.02945,-0.13238,-0.23173,-0.28747,-0.31804,-0.33602,-0.35266,-0.37064,-0.38862,-0.4084,-0.43177,-0.4583,-0.48257,-0.50055,-0.51134,-0.51943,-0.52798,-0.54191,-0.55765,-0.56888,-0.57518,-0.57877,-0.58057,-0.58192,-0.58192,-0.57967,-0.57563,-0.56978,-0.56169,-0.55405,-0.54776,-0.54146,-0.53607,-0.53022,-0.52348,-0.51719,-0.51134,-0.5055,-0.50145,-0.49696,-0.49021,-0.48077,-0.46684,-0.44796,-0.42368,-0.39626,-0.37648,-0.37603,-0.39222,-0.41065,-0.42233,-0.42728,-0.42593,-0.42054,-0.41155,-0.39941,-0.38637,-0.37468,-0.36569,-0.3585,-0.354,-0.35445,-0.36165,-0.37738,-0.39761,-0.41469,-0.42998,-0.44166,-0.44571,-0.44391,-0.43492,-0.4093,-0.3567,-0.29736,-0.2587,-0.23982,-0.24657,-0.26185,-0.26994,-0.2641,-0.25016,-0.23623,-0.22589,-0.22184,-0.23218,-0.24926,-0.27219,-0.30366,-0.33423,-0.36165,-0.36389,-0.34007,-0.29691,-0.27848,-0.34322,-0.4111,-0.46819,-0.5037,-0.52348,-0.53022,-0.52483,-0.52618,-0.54146,-0.56169,-0.57023,-0.57158,-0.56349,-0.5545,-0.54236,-0.52393,-0.50595,-0.48932,-0.46954,-0.44481,-0.41469,-0.38188,-0.34681,-0.31445,-0.27309,-0.22319,-0.1616,-0.087429,-0.031237,0.05867,0.14318,0.26141,0.37425,0.50326,0.64756,0.8112,0.99371,1.1973,1.4185,1.6667,1.9085,2.1558,2.4268,2.6381,2.8638,2.9937,3.0544,3.1259,3.1056,2.9411,2.7905,2.5972,2.4988,2.2956,2.0708,1.824,1.5705,1.3318,1.0985,0.8049,0.59856,0.40302,0.1769,-0.049219,-0.22229,-0.39087,-0.53067,-0.68666,-0.82962,-0.92717,-1.0288,-1.1209,-1.2293,-1.3066,-1.3861,-1.4509,-1.5201,-1.5714,-1.6186,-1.6635,-1.7017,-1.7359,-1.7736,-1.8002,-1.8262,-1.8483,-1.8676,-1.8878,-1.9049,1
1.7042,1.5661,1.4429,1.3291,1.2216,1.1187,1.0206,0.92573,0.83444,0.74495,0.66176,0.5862,0.51515,0.44815,0.38474,0.32627,0.27546,0.22959,0.18911,0.15404,0.12211,0.091978,0.065895,0.046558,0.034416,0.024073,0.011031,-0.000211,-0.001111,0.011931,0.04296,0.098724,0.18911,0.32627,0.53404,0.86727,1.3862,2.0019,2.2263,1.7015,0.96576,0.45489,0.19271,0.086582,0.07399,0.1293,0.23813,0.37214,0.46523,0.42476,0.24443,0.030369,-0.13332,-0.23271,-0.28757,-0.31815,-0.33704,-0.35368,-0.37077,-0.38876,-0.40854,-0.43238,-0.45936,-0.4832,-0.50118,-0.51198,-0.51962,-0.52862,-0.54256,-0.5583,-0.56954,-0.57538,-0.57943,-0.58168,-0.58258,-0.58258,-0.58033,-0.57628,-0.56954,-0.56279,-0.5556,-0.5484,-0.54256,-0.53671,-0.53086,-0.52412,-0.51737,-0.51198,-0.50658,-0.50163,-0.49714,-0.49084,-0.4814,-0.46701,-0.44812,-0.42428,-0.39685,-0.37617,-0.37572,-0.3928,-0.41124,-0.42293,-0.42698,-0.42608,-0.42069,-0.41169,-0.39955,-0.38606,-0.37482,-0.36627,-0.35863,-0.35368,-0.35413,-0.36177,-0.37796,-0.3973,-0.41394,-0.42968,-0.44137,-0.44587,-0.44407,-0.43463,-0.40854,-0.35638,-0.29657,-0.25789,-0.23901,-0.2453,-0.26014,-0.26914,-0.26374,-0.24935,-0.23496,-0.22506,-0.22147,-0.23136,-0.248,-0.27093,-0.30241,-0.33254,-0.36088,-0.36357,-0.33974,-0.29657,-0.27768,-0.34289,-0.41124,-0.46791,-0.50298,-0.52322,-0.53041,-0.52502,-0.52592,-0.54121,-0.56099,-0.56999,-0.57134,-0.56324,-0.55425,-0.54256,-0.52412,-0.50748,-0.49039,-0.4706,-0.44587,-0.41574,-0.38246,-0.34604,-0.31411,-0.27363,-0.22372,-0.16166,-0.086555,-0.030342,0.057801,0.14235,0.26017,0.37304,0.50211,0.64602,0.80926,0.99274,1.1965,1.4164,1.6655,1.9083,2.1543,2.4215,2.6324,2.8617,2.9921,3.0519,3.1203,3.1032,2.9404,2.7929,2.6022,2.4984,2.2933,2.0711,1.8256,1.5711,1.3318,1.0989,0.80566,0.5997,0.40362,0.17607,-0.049229,-0.22147,-0.39101,-0.53086,-0.68601,-0.82857,-0.92661,-1.0287,-1.1218,-1.2297,-1.3066,-1.3862,-1.451,-1.5207,-1.5719,-1.6192,-1.6637,-1.7023,-1.737,-1.7743,-1.8008,-1.8269,-1.849,-1.8683,-1.8885,-1.9056,1
1.7065,1.5693,1.4451,1.3308,1.2232,1.1211,1.023,0.92896,0.83762,0.74718,0.66348,0.58789,0.51679,0.44975,0.38675,0.32825,0.27651,0.23106,0.19146,0.15682,0.12442,0.09337,0.066822,0.047474,0.035324,0.024075,0.011476,0.000677,-0.000673,0.012826,0.043424,0.09832,0.18786,0.32465,0.53119,0.86147,1.3776,1.9891,2.2132,1.6926,0.96046,0.452,0.19146,0.086171,0.072672,0.12802,0.23601,0.36785,0.45965,0.42005,0.24006,0.027675,-0.13296,-0.23196,-0.28685,-0.317,-0.33545,-0.3521,-0.3701,-0.3881,-0.40699,-0.43129,-0.45829,-0.48214,-0.49924,-0.51049,-0.51859,-0.52714,-0.54064,-0.55638,-0.56853,-0.57483,-0.57753,-0.57978,-0.58158,-0.58158,-0.57978,-0.57483,-0.56853,-0.56133,-0.55413,-0.54739,-0.54109,-0.53569,-0.52939,-0.52354,-0.51679,-0.51049,-0.50554,-0.50149,-0.49609,-0.48934,-0.47989,-0.46594,-0.44749,-0.42364,-0.3962,-0.3764,-0.37595,-0.39215,-0.41014,-0.42229,-0.42679,-0.42544,-0.42004,-0.41104,-0.3998,-0.38675,-0.3755,-0.36695,-0.3593,-0.3548,-0.3548,-0.36245,-0.3782,-0.39665,-0.41374,-0.42949,-0.44074,-0.44524,-0.44389,-0.43489,-0.40969,-0.3575,-0.299,-0.26076,-0.24096,-0.24771,-0.26345,-0.27155,-0.26525,-0.25221,-0.23781,-0.22746,-0.22341,-0.23331,-0.25086,-0.2738,-0.30395,-0.3341,-0.36155,-0.3647,-0.34085,-0.29765,-0.27875,-0.34355,-0.41194,-0.46909,-0.50329,-0.52309,-0.53029,-0.52489,-0.52624,-0.54199,-0.56133,-0.56943,-0.57078,-0.56268,-0.55368,-0.54109,-0.52219,-0.50554,-0.48889,-0.46909,-0.44434,-0.41329,-0.3809,-0.3458,-0.3134,-0.272,-0.22161,-0.16086,-0.086167,-0.029021,0.059623,0.14422,0.26301,0.3755,0.50509,0.64953,0.81242,0.99556,1.2003,1.4212,1.6701,1.9117,2.1569,2.4265,2.6384,2.8652,2.9921,3.051,3.1248,3.1055,2.9376,2.7873,2.5974,2.4971,2.2946,2.0714,1.8235,1.5706,1.3321,1.0982,0.80477,0.59824,0.40205,0.17571,-0.05062,-0.22296,-0.39215,-0.53209,-0.68733,-0.82997,-0.92806,-1.0302,-1.1224,-1.2309,-1.3078,-1.3879,-1.4527,-1.5216,-1.5724,-1.6197,-1.6647,-1.7034,-1.738,-1.7754,-1.8019,-1.8275,-1.8496,-1.8689,-1.8892,-1.9063,1
1.6782,1.5446,1.4252,1.3126,1.2071,1.1061,1.0086,0.91654,0.82714,0.73864,0.6555,0.5804,0.51157,0.44407,0.38194,0.32473,0.27288,0.22818,0.18839,0.15308,0.12179,0.092292,0.065473,0.047146,0.035077,0.023455,0.010046,-0.002023,-0.004705,0.00647,0.03463,0.086928,0.17275,0.30282,0.49905,0.81329,1.3032,1.8865,2.102,1.6076,0.90939,0.42664,0.17811,0.077094,0.065026,0.11732,0.21834,0.34082,0.42441,0.38328,0.21343,0.012728,-0.14014,-0.23312,-0.28407,-0.31179,-0.32922,-0.34576,-0.36319,-0.38152,-0.40118,-0.42488,-0.45125,-0.47539,-0.49237,-0.5022,-0.50936,-0.5174,-0.53036,-0.54467,-0.55495,-0.55987,-0.56255,-0.56434,-0.56612,-0.56657,-0.56478,-0.56031,-0.55361,-0.54601,-0.53886,-0.53305,-0.52724,-0.52232,-0.51696,-0.51159,-0.50623,-0.50131,-0.49729,-0.49282,-0.48835,-0.48254,-0.47449,-0.46153,-0.44365,-0.42085,-0.39582,-0.37749,-0.37705,-0.39269,-0.41012,-0.4213,-0.42622,-0.42577,-0.4213,-0.41325,-0.40297,-0.39135,-0.38062,-0.37258,-0.36632,-0.36185,-0.36274,-0.369,-0.38286,-0.40118,-0.41772,-0.43203,-0.44275,-0.44722,-0.44499,-0.4365,-0.4137,-0.36498,-0.30955,-0.27424,-0.25681,-0.26306,-0.27737,-0.28452,-0.2805,-0.26798,-0.25547,-0.24653,-0.24295,-0.25144,-0.26753,-0.28944,-0.31804,-0.34531,-0.37079,-0.37258,-0.34933,-0.3091,-0.29123,-0.35202,-0.41772,-0.47136,-0.50444,-0.52366,-0.53215,-0.52813,-0.52858,-0.54154,-0.56031,-0.56881,-0.57015,-0.56121,-0.54959,-0.53886,-0.52053,-0.5022,-0.48522,-0.46734,-0.44633,-0.41996,-0.38688,-0.34665,-0.31402,-0.27111,-0.21881,-0.15355,-0.078905,-0.022584,0.068154,0.15308,0.27377,0.38731,0.51827,0.66489,0.83206,1.0193,1.2276,1.452,1.705,1.9518,2.1994,2.473,2.6844,2.9124,3.0429,3.0979,3.1627,3.1439,2.9727,2.8136,2.612,2.511,2.3036,2.0756,1.8288,1.5736,1.3345,1.1003,0.80345,0.5965,0.4025,0.17856,-0.046275,-0.21747,-0.38599,-0.52411,-0.67698,-0.82001,-0.91835,-1.0194,-1.1106,-1.2183,-1.2961,-1.3765,-1.4404,-1.5097,-1.5616,-1.6085,-1.6536,-1.6916,-1.7261,-1.7636,-1.7904,-1.8164,-1.8383,-1.8566,-1.8763,-1.8941,1
1.6832,1.5489,1.4279,1.3167,1.2105,1.1105,1.0123,0.91895,0.82878,0.74083,0.65958,0.58414,0.51449,0.44842,0.38592,0.32789,0.27521,0.23057,0.19173,0.15691,0.12477,0.094855,0.06807,0.048874,0.037267,0.02566,0.011374,-0.000679,-0.003358,0.008249,0.036374,0.088606,0.17521,0.30557,0.5011,0.8136,1.3033,1.8872,2.1042,1.6091,0.90958,0.42699,0.17968,0.078338,0.065391,0.11718,0.21851,0.34173,0.42476,0.38369,0.2136,0.012267,-0.13996,-0.23327,-0.28505,-0.31318,-0.33103,-0.3471,-0.36407,-0.38148,-0.40112,-0.42478,-0.45067,-0.47478,-0.49264,-0.50246,-0.50916,-0.51808,-0.53058,-0.54442,-0.55469,-0.56005,-0.56317,-0.56496,-0.56674,-0.56719,-0.56585,-0.56139,-0.55469,-0.54755,-0.53996,-0.53416,-0.52924,-0.52389,-0.51853,-0.51317,-0.50737,-0.50201,-0.4971,-0.49398,-0.48951,-0.48326,-0.47478,-0.46228,-0.44487,-0.4221,-0.39621,-0.37791,-0.37791,-0.39398,-0.41139,-0.42255,-0.42791,-0.42701,-0.4221,-0.41407,-0.40335,-0.39175,-0.38237,-0.37389,-0.36719,-0.36317,-0.36407,-0.37076,-0.3855,-0.40335,-0.41898,-0.43371,-0.44442,-0.44889,-0.4471,-0.43817,-0.41496,-0.36675,-0.31139,-0.27612,-0.25827,-0.26407,-0.27835,-0.28639,-0.28148,-0.26898,-0.25559,-0.2471,-0.24398,-0.25335,-0.26898,-0.29085,-0.31943,-0.3471,-0.3721,-0.37434,-0.35157,-0.31094,-0.29309,-0.35559,-0.41987,-0.47255,-0.50514,-0.52478,-0.53237,-0.52746,-0.52835,-0.54219,-0.56049,-0.56853,-0.56987,-0.56049,-0.55067,-0.53996,-0.52166,-0.50424,-0.48728,-0.46898,-0.4471,-0.41987,-0.38728,-0.34755,-0.31407,-0.27121,-0.21898,-0.15425,-0.079696,-0.022554,0.068963,0.15378,0.27253,0.38592,0.51673,0.66405,0.83101,1.0167,1.2239,1.4484,1.7006,1.9462,2.1966,2.4689,2.6792,2.9091,3.0417,3.0997,3.1618,3.1426,2.9703,2.814,2.6154,2.5131,2.3047,2.0783,1.8301,1.5725,1.3341,1.0998,0.80378,0.59842,0.40467,0.18012,-0.045768,-0.21719,-0.38505,-0.52299,-0.67656,-0.81987,-0.91763,-1.0185,-1.1096,-1.2181,-1.2949,-1.3748,-1.4395,-1.5083,-1.5596,-1.6065,-1.6516,-1.6899,-1.7239,-1.7614,-1.7877,-1.8136,-1.8359,-1.8547,-1.8748,-1.8917,1
1.6804,1.5464,1.4254,1.312,1.2067,1.1072,1.0109,0.91764,0.82756,0.74016,0.65815,0.58241,0.51204,0.44616,0.38342,0.32515,0.27361,0.22835,0.1898,0.15574,0.12347,0.09255,0.06566,0.047733,0.036976,0.02622,0.011879,-0.000222,-0.002911,0.008741,0.036976,0.088965,0.17546,0.30543,0.50129,0.81546,1.3049,1.8875,2.1044,1.611,0.91271,0.42958,0.18219,0.081346,0.070141,0.12258,0.22252,0.34442,0.42779,0.38745,0.21625,0.014568,-0.13736,-0.23058,-0.28168,-0.30901,-0.32605,-0.34218,-0.36055,-0.37893,-0.39865,-0.42285,-0.44885,-0.47305,-0.49053,-0.49994,-0.50621,-0.51473,-0.52683,-0.54072,-0.55148,-0.5573,-0.55999,-0.56134,-0.56268,-0.56313,-0.56044,-0.55551,-0.54879,-0.54072,-0.5331,-0.52728,-0.52279,-0.51786,-0.51249,-0.50756,-0.50218,-0.4968,-0.49232,-0.48873,-0.4847,-0.47843,-0.46991,-0.45691,-0.43943,-0.41703,-0.39193,-0.37355,-0.3731,-0.38834,-0.40537,-0.41658,-0.42151,-0.42195,-0.41792,-0.41075,-0.40044,-0.38879,-0.37848,-0.36952,-0.36324,-0.35921,-0.36011,-0.36683,-0.38072,-0.3982,-0.41344,-0.42868,-0.43943,-0.44436,-0.44347,-0.43495,-0.4112,-0.3628,-0.30812,-0.27271,-0.25523,-0.26196,-0.27675,-0.28526,-0.28168,-0.27002,-0.25747,-0.24851,-0.24582,-0.25523,-0.27047,-0.29154,-0.32022,-0.34666,-0.36997,-0.37086,-0.34711,-0.30677,-0.28974,-0.35338,-0.41882,-0.4726,-0.50576,-0.52683,-0.53534,-0.53086,-0.53176,-0.54565,-0.56492,-0.57254,-0.57344,-0.56492,-0.55461,-0.54251,-0.52324,-0.50621,-0.49008,-0.4717,-0.45064,-0.42464,-0.39372,-0.35473,-0.32112,-0.27764,-0.22521,-0.16201,-0.085824,-0.028009,0.063419,0.14812,0.26913,0.38521,0.51742,0.66577,0.83383,1.0225,1.2327,1.4586,1.7118,1.9583,2.2026,2.4728,2.6866,2.9134,3.0415,3.0962,3.1608,3.1406,2.9631,2.8049,2.6064,2.5037,2.2958,2.069,1.8203,1.563,1.3237,1.0911,0.79574,0.59002,0.39776,0.17367,-0.051762,-0.22162,-0.38879,-0.52638,-0.6801,-0.82352,-0.92167,-1.0225,-1.1144,-1.2237,-1.3008,-1.3815,-1.4465,-1.5155,-1.5666,-1.6137,-1.6589,-1.697,-1.7315,-1.7692,-1.7956,-1.8212,-1.8431,-1.8619,-1.8821,-1.8987,1
1.6729,1.5412,1.4201,1.3087,1.2038,1.103,1.0057,0.91141,0.82245,0.73745,0.65774,0.58463,0.51637,0.45031,0.38909,0.33228,0.28207,0.23759,0.1984,0.16405,0.13102,0.10107,0.075085,0.053505,0.039853,0.028402,0.01475,0.00374,0.001978,0.012988,0.039412,0.087857,0.16669,0.2856,0.46572,0.75595,1.2126,1.761,1.9688,1.5033,0.84227,0.38557,0.15216,0.057029,0.044697,0.09182,0.18519,0.30189,0.38205,0.34329,0.1821,-0.00683,-0.14908,-0.2376,-0.28781,-0.31643,-0.33537,-0.35034,-0.36576,-0.38073,-0.39791,-0.42037,-0.44591,-0.46793,-0.48379,-0.49348,-0.5014,-0.51241,-0.52739,-0.54368,-0.55557,-0.56306,-0.56658,-0.56879,-0.56967,-0.56923,-0.56702,-0.56306,-0.55778,-0.55073,-0.54368,-0.53796,-0.53311,-0.52871,-0.52342,-0.5177,-0.51241,-0.50713,-0.50228,-0.49788,-0.4926,-0.48599,-0.47762,-0.46573,-0.449,-0.42786,-0.40451,-0.38734,-0.38646,-0.40143,-0.41773,-0.4283,-0.4327,-0.4327,-0.4283,-0.42081,-0.41068,-0.39967,-0.39042,-0.38338,-0.37809,-0.37545,-0.37721,-0.38382,-0.39747,-0.41332,-0.42653,-0.43975,-0.44944,-0.45252,-0.4512,-0.44371,-0.42213,-0.37809,-0.327,-0.29309,-0.27592,-0.28208,-0.29485,-0.30278,-0.29838,-0.28693,-0.2746,-0.26579,-0.26359,-0.27371,-0.28781,-0.30763,-0.33405,-0.35915,-0.38161,-0.38205,-0.36047,-0.32172,-0.30542,-0.36532,-0.42345,-0.4719,-0.5014,-0.52078,-0.52607,-0.51902,-0.5177,-0.53091,-0.54588,-0.55293,-0.55293,-0.54456,-0.53708,-0.52298,-0.50405,-0.48643,-0.46925,-0.44811,-0.42521,-0.39879,-0.36928,-0.32965,-0.29177,-0.24861,-0.19664,-0.13543,-0.056155,0.001978,0.093142,0.17726,0.29837,0.41552,0.54764,0.69517,0.86209,1.0488,1.2584,1.4835,1.738,1.986,2.2353,2.5127,2.7254,2.9544,3.0826,3.1346,3.2006,3.1773,2.9967,2.8386,2.6325,2.5299,2.3185,2.0913,1.8385,1.5764,1.3395,1.1047,0.80219,0.59917,0.40671,0.1777,-0.049549,-0.2191,-0.38646,-0.52298,-0.67933,-0.82114,-0.91494,-1.0136,-1.1043,-1.2105,-1.284,-1.3615,-1.424,-1.4919,-1.5394,-1.5857,-1.6297,-1.6672,-1.7019,-1.7385,-1.7632,-1.7891,-1.8107,-1.8297,-1.8504,-1.8662,1
1.6817,1.5495,1.4284,1.3166,1.2122,1.1118,1.0131,0.91889,0.82905,0.74317,0.66302,0.58859,0.51989,0.45559,0.39393,0.3358,0.28515,0.24156,0.20324,0.16889,0.13586,0.10547,0.078167,0.058349,0.044256,0.031485,0.017392,0.005061,0.002859,0.012107,0.03721,0.085213,0.16581,0.28692,0.46748,0.75858,1.2148,1.7623,1.971,1.5068,0.84622,0.39041,0.15744,0.061432,0.04822,0.095343,0.19003,0.30629,0.38557,0.34593,0.1843,-0.003747,-0.14644,-0.23452,-0.28472,-0.31423,-0.33317,-0.34814,-0.36311,-0.37853,-0.39658,-0.41992,-0.44503,-0.46837,-0.4851,-0.49611,-0.50536,-0.51549,-0.52958,-0.54632,-0.55777,-0.56349,-0.56614,-0.56702,-0.56702,-0.5657,-0.56217,-0.55821,-0.55204,-0.545,-0.53883,-0.53355,-0.52914,-0.52474,-0.51945,-0.51461,-0.50933,-0.50448,-0.49964,-0.49479,-0.48995,-0.48334,-0.47541,-0.46308,-0.44635,-0.42521,-0.40143,-0.38381,-0.38293,-0.39702,-0.41288,-0.42345,-0.42829,-0.42873,-0.42477,-0.41728,-0.40671,-0.3957,-0.38645,-0.37941,-0.37412,-0.37148,-0.37368,-0.37985,-0.3935,-0.40935,-0.42257,-0.43578,-0.44547,-0.44943,-0.44855,-0.44062,-0.41904,-0.37544,-0.3248,-0.29177,-0.27547,-0.28076,-0.29397,-0.30322,-0.30014,-0.28869,-0.27768,-0.27019,-0.26843,-0.28032,-0.29573,-0.31599,-0.34197,-0.3662,-0.38778,-0.38778,-0.36664,-0.32832,-0.31159,-0.37192,-0.43093,-0.47938,-0.508,-0.52518,-0.53002,-0.5243,-0.52254,-0.53487,-0.55072,-0.55733,-0.55645,-0.54764,-0.53883,-0.52474,-0.5058,-0.48819,-0.47057,-0.45031,-0.42785,-0.40187,-0.3728,-0.33361,-0.29617,-0.25345,-0.20193,-0.13983,-0.059678,-0.001986,0.089177,0.17461,0.29616,0.41331,0.54587,0.69429,0.86208,1.0506,1.2606,1.4874,1.7429,1.9908,2.2374,2.5123,2.725,2.9531,3.0848,3.1372,3.1944,3.1689,2.9857,2.8241,2.6219,2.5197,2.3097,2.0807,1.8274,1.5689,1.3311,1.0981,0.79954,0.59387,0.40186,0.17682,-0.048227,-0.21646,-0.38381,-0.52078,-0.678,-0.82421,-0.92462,-1.0277,-1.1188,-1.2232,-1.2954,-1.3707,-1.4302,-1.4949,-1.5421,-1.5874,-1.6306,-1.668,-1.7028,-1.7389,-1.7636,-1.7891,-1.8107,-1.8296,-1.8499,-1.8658,1
