att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140,att141,att142,att143,att144,att145,att146,att147,att148,att149,att150,att151,att152,att153,att154,att155,att156,att157,att158,att159,att160,att161,att162,att163,att164,att165,att166,att167,att168,att169,att170,att171,att172,att173,att174,att175,att176,att177,att178,att179,att180,att181,att182,att183,att184,att185,att186,att187,att188,att189,att190,att191,att192,att193,att194,att195,att196,att197,att198,att199,att200,att201,att202,att203,att204,att205,att206,att207,att208,att209,att210,att211,att212,att213,att214,att215,att216,att217,att218,att219,att220,att221,att222,att223,att224,att225,att226,att227,att228,att229,att230,att231,att232,att233,att234,target
-0.46328,-0.44967,-0.43088,-0.39873,-0.34878,-0.283,-0.23997,-0.23552,-0.25753,-0.29413,-0.31589,-0.32924,-0.34729,-0.3604,-0.35447,-0.32355,-0.25505,-0.14649,-0.062163,-0.003801,0.11861,0.29271,0.45914,0.65672,0.85382,0.952,0.97944,1.0249,1.1328,1.3254,1.5603,1.7372,1.8761,2.0876,2.3631,2.5624,2.6287,2.6324,2.6588,2.76,2.9338,3.1101,3.1801,3.1143,2.9635,2.8067,2.7278,2.6934,2.5184,2.1311,1.7411,1.5655,1.6044,1.7035,1.6936,1.5344,1.3091,1.0989,0.94433,0.83453,0.75935,0.71064,0.66958,0.64337,0.6226,0.58303,0.51824,0.42674,0.29864,0.13815,-0.01122,-0.10865,-0.15267,-0.16158,-0.15539,-0.15465,-0.15811,-0.15935,-0.15787,-0.15119,-0.14154,-0.13042,-0.1094,-0.077742,-0.038175,0.007327,0.046895,0.076075,0.091408,0.095859,0.099568,0.098332,0.094623,0.090171,0.077065,0.053324,0.019939,-0.014187,-0.037928,-0.05326,-0.066614,-0.081699,-0.095053,-0.09802,-0.090107,-0.073538,-0.049303,-0.020122,0.009058,0.03181,0.053572,0.081269,0.1149,0.14655,0.17722,0.20937,0.22767,0.23311,0.2341,0.23113,0.22247,0.20467,0.18266,0.15595,0.12479,0.093386,0.071624,0.066925,0.082505,0.11268,0.14631,0.17697,0.2017,0.21308,0.21382,0.19552,0.17005,0.14235,0.11169,0.080527,0.050109,0.022907,-0.020617,-0.070323,-0.099257,-0.17419,-0.26222,-0.37697,-0.47688,-0.57629,-0.66334,-0.7175,-0.76102,-0.79416,-0.82383,-0.84188,-0.85821,-0.86142,-0.87008,-0.87008,-0.86785,-0.87453,-0.89134,-0.89975,-0.90222,-0.90964,-0.91682,-0.91954,-0.91904,-0.91088,-0.89703,-0.87304,-0.854,-0.83743,-0.81246,-0.79193,-0.77264,-0.76102,-0.75459,-0.75014,-0.7489,-0.75558,-0.76893,-0.7855,-0.81864,-0.85722,-0.88615,-0.91533,-0.92077,-0.92127,-0.93808,-0.94006,-0.95045,-0.94624,-0.93338,-0.93709,-0.93561,-0.923,-0.90915,-0.9136,-0.91583,-0.91187,-0.91039,-0.90198,-0.89431,-0.88689,-0.86216,-0.82952,-0.7996,-0.76893,-0.72937,-0.6987,-0.67175,-0.64875,-0.64059,-0.64553,-0.6663,-0.70068,-0.73456,-0.77536,-0.81691,-0.86587,-0.90742,-0.9455,-0.97963,-1.0021,-1.0192,-1.0345,-1.0415,-1.0449,-1.0471,-1.0479,-1.0496,-1.0511,-1.0511,1
-0.5135,-0.50988,-0.50754,-0.47696,-0.41735,-0.35982,-0.33753,-0.34038,-0.35515,-0.36707,-0.38418,-0.40336,-0.40932,-0.41632,-0.41191,-0.37563,-0.29865,-0.18799,-0.10583,-0.052185,0.063663,0.21502,0.3433,0.50528,0.67012,0.74139,0.76834,0.83935,0.99019,1.2312,1.4948,1.6804,1.8239,2.0466,2.3389,2.5473,2.6074,2.5981,2.6087,2.6929,2.8624,3.0488,3.1413,3.1045,2.9762,2.8396,2.7852,2.7699,2.5981,2.2052,1.8099,1.6301,1.6695,1.7646,1.7459,1.5733,1.33,1.1071,0.93913,0.82095,0.7419,0.68152,0.63539,0.61828,0.62087,0.61025,0.56049,0.46952,0.33449,0.17122,0.024528,-0.06644,-0.10117,-0.10402,-0.09443,-0.08821,-0.087432,-0.083026,-0.076288,-0.067476,-0.058665,-0.044929,-0.018234,0.019604,0.065736,0.1155,0.15593,0.18158,0.1904,0.18703,0.18314,0.17588,0.165,0.15022,0.1282,0.097354,0.05822,0.021937,0.000426,-0.014088,-0.027305,-0.041041,-0.055295,-0.062552,-0.059183,-0.04441,-0.017975,0.011311,0.035154,0.056665,0.080768,0.10876,0.14141,0.17148,0.20439,0.23523,0.25363,0.26348,0.26374,0.25726,0.2443,0.22331,0.20024,0.16733,0.13234,0.10435,0.086988,0.082582,0.097354,0.13053,0.16888,0.19662,0.21554,0.22616,0.22461,0.20154,0.17355,0.14349,0.11446,0.086988,0.058479,0.029712,-0.014347,-0.073955,-0.11387,-0.19991,-0.28881,-0.40284,-0.50262,-0.60525,-0.6944,-0.74779,-0.79107,-0.82243,-0.85405,-0.86986,-0.888,-0.89189,-0.89319,-0.89733,-0.89681,-0.89759,-0.91081,-0.92325,-0.93413,-0.94424,-0.94424,-0.93984,-0.94813,-0.93984,-0.9248,-0.90744,-0.87582,-0.85198,-0.82399,-0.79963,-0.77086,-0.74701,-0.73198,-0.72421,-0.72162,-0.7255,-0.72939,-0.74494,-0.7763,-0.81803,-0.85923,-0.89837,-0.92273,-0.93854,-0.96368,-0.98752,-0.9756,-0.95564,-0.95305,-0.95901,-0.95176,-0.95642,-0.94217,-0.92973,-0.93802,-0.92999,-0.90925,-0.90018,-0.88515,-0.86675,-0.84394,-0.8061,-0.7509,-0.71151,-0.66926,-0.63246,-0.59462,-0.56586,-0.5599,-0.56741,-0.59514,-0.64335,-0.68507,-0.73898,-0.79211,-0.85457,-0.91003,-0.95953,-1.0028,-1.0324,-1.0528,-1.0738,-1.0863,-1.0917,-1.0961,-1.0979,-1.0987,-1.1013,-1.1013,1
-0.46741,-0.45578,-0.44247,-0.40251,-0.34586,-0.28484,-0.24222,-0.23423,-0.24997,-0.27975,-0.30736,-0.32116,-0.32866,-0.33811,-0.33278,-0.29549,-0.21801,-0.10808,-0.024305,0.041555,0.16988,0.34228,0.51105,0.70209,0.8895,0.98926,1.0256,1.0784,1.1972,1.4096,1.6619,1.842,1.9621,2.1488,2.3946,2.5607,2.6065,2.6052,2.6345,2.7343,2.897,3.045,3.0902,3.0246,2.8844,2.7333,2.6612,2.628,2.4425,2.0604,1.6977,1.5508,1.6115,1.7232,1.7249,1.5716,1.3428,1.1295,0.96529,0.8527,0.78248,0.73599,0.70451,0.68659,0.66577,0.62098,0.54374,0.43526,0.29458,0.12993,-0.017767,-0.11123,-0.15336,-0.15869,-0.14489,-0.13447,-0.1306,-0.12431,-0.11341,-0.099608,-0.083627,-0.062562,-0.032537,0.005235,0.04785,0.095066,0.13599,0.16189,0.17255,0.1711,0.16625,0.15729,0.14495,0.13066,0.11226,0.085139,0.04664,0.008867,-0.01462,-0.028905,-0.041738,-0.059414,-0.076847,-0.085564,-0.08169,-0.065225,-0.040286,-0.01244,0.014678,0.036228,0.057778,0.083202,0.1108,0.13574,0.15657,0.17788,0.1941,0.19967,0.19991,0.19749,0.18974,0.17594,0.15802,0.12896,0.093129,0.058262,0.03526,0.025816,0.029933,0.05003,0.079328,0.10548,0.12848,0.14034,0.14301,0.13284,0.11541,0.09434,0.072064,0.048819,0.030175,0.011046,-0.030116,-0.087501,-0.12261,-0.20881,-0.29477,-0.40905,-0.50929,-0.60591,-0.69259,-0.74779,-0.79186,-0.82818,-0.86378,-0.88363,-0.90494,-0.91026,-0.91777,-0.9214,-0.92189,-0.92286,-0.93787,-0.9507,-0.95966,-0.96838,-0.97201,-0.97709,-0.98218,-0.97903,-0.97007,-0.95167,-0.93278,-0.92043,-0.90179,-0.8846,-0.86571,-0.85288,-0.84392,-0.83714,-0.83278,-0.82988,-0.83448,-0.84634,-0.8691,-0.89138,-0.90954,-0.93763,-0.9737,-0.98702,-0.96596,-0.95288,-0.96111,-0.96305,-0.95458,-0.94707,-0.94586,-0.94465,-0.94537,-0.9524,-0.93303,-0.91487,-0.90784,-0.89356,-0.87564,-0.85675,-0.82842,-0.78993,-0.74101,-0.70131,-0.65845,-0.62237,-0.58629,-0.55675,-0.54392,-0.54513,-0.56571,-0.60203,-0.63617,-0.68121,-0.7277,-0.78629,-0.8369,-0.8846,-0.92939,-0.96135,-0.98629,-1.0064,-1.0163,-1.0231,-1.026,-1.0258,-1.027,-1.0289,-1.0289,1
-0.57016,-0.56157,-0.55544,-0.52895,-0.49093,-0.44481,-0.42274,-0.44261,-0.46468,-0.48161,-0.49216,-0.48578,-0.48651,-0.48063,-0.45119,-0.39821,-0.30451,-0.18259,-0.10165,-0.057004,0.039642,0.16695,0.25476,0.34528,0.45198,0.49515,0.50349,0.59278,0.80839,1.1231,1.4408,1.6583,1.8269,2.0631,2.3506,2.5468,2.5905,2.5478,2.5098,2.5512,2.705,2.9169,3.0614,3.0747,2.9859,2.8826,2.8681,2.902,2.7626,2.3665,1.9524,1.7579,1.791,1.8865,1.8609,1.665,1.3865,1.1283,0.9357,0.80103,0.70046,0.62025,0.56776,0.56187,0.59646,0.62761,0.60848,0.52606,0.386,0.21331,0.058774,-0.038362,-0.079571,-0.085213,-0.076873,-0.070986,-0.067552,-0.062646,-0.055042,-0.050872,-0.047928,-0.035173,-0.004021,0.039887,0.091889,0.15051,0.19589,0.22582,0.23907,0.24127,0.23956,0.23023,0.21797,0.20325,0.18044,0.14463,0.09704,0.049944,0.023697,0.014131,0.006527,-0.006719,-0.019965,-0.030758,-0.033211,-0.018738,0.007753,0.034736,0.055586,0.070303,0.086983,0.11348,0.14438,0.17382,0.2062,0.23956,0.26188,0.27046,0.27218,0.27022,0.25893,0.23661,0.21552,0.18559,0.14708,0.11544,0.094097,0.090908,0.10906,0.13874,0.17161,0.19737,0.21429,0.21993,0.21822,0.20055,0.17823,0.15297,0.12917,0.10931,0.095323,0.0757,0.027622,-0.035418,-0.075647,-0.16444,-0.26011,-0.38177,-0.48161,-0.57923,-0.66656,-0.72151,-0.76762,-0.80319,-0.83777,-0.85838,-0.87629,-0.87972,-0.88757,-0.88806,-0.88291,-0.8861,-0.90449,-0.91651,-0.92633,-0.93982,-0.9484,-0.95723,-0.95723,-0.94914,-0.93589,-0.91578,-0.88978,-0.86598,-0.839,-0.81643,-0.78896,-0.76664,-0.74702,-0.73181,-0.72322,-0.71341,-0.71537,-0.72813,-0.75192,-0.79362,-0.84072,-0.88119,-0.91087,-0.94301,-0.94178,-0.95233,-0.97857,-0.9852,-0.98348,-0.98691,-0.99967,-0.98397,-0.98078,-0.97784,-0.96067,-0.94668,-0.93,-0.92166,-0.91087,-0.89076,-0.86647,-0.83508,-0.78479,-0.73402,-0.68545,-0.64669,-0.61039,-0.57948,-0.56525,-0.56746,-0.59027,-0.62952,-0.66705,-0.71243,-0.761,-0.82134,-0.87359,-0.92338,-0.96778,-0.99722,-1.0171,-1.0328,-1.0406,-1.0433,-1.0421,-1.0406,-1.0399,-1.0406,-1.0406,1
-0.59839,-0.59478,-0.59504,-0.57234,-0.53518,-0.49442,-0.48358,-0.50629,-0.52125,-0.52461,-0.52332,-0.51609,-0.50061,-0.48978,-0.46398,-0.39741,-0.28905,-0.16754,-0.087557,-0.043181,0.04428,0.16193,0.22746,0.29402,0.38664,0.42199,0.42663,0.52545,0.76874,1.1139,1.4504,1.6818,1.8598,2.0995,2.3861,2.5701,2.5838,2.51,2.4491,2.4669,2.6026,2.8051,2.9545,2.9865,2.922,2.8423,2.8516,2.9088,2.7868,2.4032,1.9953,1.8018,1.8397,1.9486,1.9297,1.7218,1.4212,1.1439,0.93515,0.78267,0.66786,0.57937,0.52338,0.52132,0.57111,0.62039,0.60775,0.52596,0.38974,0.21843,0.064404,-0.029765,-0.061757,-0.053501,-0.033893,-0.021509,-0.014027,-0.006804,0.001453,0.007386,0.01461,0.035508,0.074208,0.13123,0.19702,0.25945,0.30873,0.33633,0.34382,0.33917,0.32756,0.31105,0.28964,0.26487,0.23546,0.19495,0.14516,0.09975,0.074982,0.06492,0.056922,0.042732,0.022092,0.006096,0.002227,0.011772,0.03267,0.057954,0.077304,0.088656,0.10285,0.1271,0.15625,0.18283,0.20992,0.24268,0.26745,0.27338,0.2739,0.27158,0.25868,0.23881,0.21456,0.17947,0.13768,0.10104,0.076014,0.072144,0.089172,0.1191,0.15445,0.17741,0.18928,0.19186,0.18618,0.16373,0.14232,0.11807,0.090978,0.06492,0.05202,0.038346,-0.011189,-0.082655,-0.12961,-0.22455,-0.32285,-0.44153,-0.54344,-0.64354,-0.72688,-0.78312,-0.83291,-0.87316,-0.90644,-0.92528,-0.94411,-0.94721,-0.95366,-0.95443,-0.95159,-0.95392,-0.96578,-0.97456,-0.98101,-0.99468,-1.0086,-1.0135,-1.0133,-1.0009,-0.98204,-0.95804,-0.92502,-0.90206,-0.86929,-0.83936,-0.80531,-0.7808,-0.76429,-0.74674,-0.72739,-0.71243,-0.71552,-0.72275,-0.74029,-0.76867,-0.79937,-0.83343,-0.84375,-0.87084,-0.90644,-0.92089,-0.91444,-0.92683,-0.94102,-0.92734,-0.93766,-0.95908,-0.97275,-0.96914,-0.94747,-0.94127,-0.92992,-0.90851,-0.892,-0.87548,-0.83885,-0.79189,-0.7292,-0.66934,-0.6082,-0.55969,-0.51558,-0.47378,-0.45443,-0.45856,-0.49132,-0.54112,-0.59014,-0.65464,-0.72094,-0.79886,-0.86594,-0.93173,-0.99029,-1.0295,-1.0594,-1.0809,-1.0888,-1.094,-1.0956,-1.0963,-1.0953,-1.0945,-1.0945,1
-0.41348,-0.40426,-0.38984,-0.35652,-0.29884,-0.23054,-0.18846,-0.18681,-0.2069,-0.23692,-0.26764,-0.28963,-0.30334,-0.31421,-0.31374,-0.28277,-0.20879,-0.10196,-0.020412,0.044115,0.17175,0.3476,0.52535,0.72956,0.93189,1.033,1.0624,1.1118,1.2172,1.4115,1.6518,1.8291,1.9499,2.138,2.3954,2.5734,2.6247,2.6254,2.6533,2.7575,2.9277,3.0847,3.1419,3.0769,2.9239,2.7625,2.6817,2.6415,2.4512,2.056,1.6828,1.5273,1.579,1.6814,1.6767,1.5254,1.3044,1.1044,0.95269,0.84963,0.78534,0.74374,0.71183,0.68347,0.65511,0.60973,0.53929,0.43789,0.30104,0.13724,-0.014739,-0.11496,-0.16081,-0.17405,-0.17097,-0.1653,-0.16601,-0.16506,-0.15726,-0.14781,-0.13954,-0.12677,-0.10408,-0.072647,-0.034357,0.008661,0.047897,0.077678,0.095169,0.10297,0.10604,0.10273,0.096587,0.089496,0.076024,0.050024,0.013624,-0.023721,-0.049248,-0.063193,-0.074774,-0.089192,-0.1055,-0.11401,-0.10905,-0.090847,-0.065556,-0.036484,-0.00883,0.013624,0.037261,0.063497,0.092333,0.11951,0.14433,0.16773,0.18404,0.18948,0.18829,0.18782,0.18404,0.17317,0.15922,0.137,0.10557,0.072242,0.048842,0.038679,0.042933,0.062551,0.090205,0.11739,0.14315,0.15804,0.16159,0.15426,0.1396,0.11928,0.099896,0.078387,0.059715,0.039624,-0.000794,-0.053738,-0.08612,-0.16436,-0.25275,-0.36597,-0.46595,-0.56546,-0.64984,-0.70657,-0.75384,-0.79,-0.82427,-0.84342,-0.86304,-0.87084,-0.8758,-0.87675,-0.87698,-0.88195,-0.89755,-0.90913,-0.91882,-0.92496,-0.93064,-0.93536,-0.93229,-0.92449,-0.91716,-0.90038,-0.87556,-0.86044,-0.84153,-0.8264,-0.81246,-0.80206,-0.79402,-0.78646,-0.78787,-0.79355,-0.80702,-0.82711,-0.8498,-0.88218,-0.90109,-0.92615,-0.94836,-0.96255,-0.97365,-0.96231,-0.96231,-0.96916,-0.96727,-0.94695,-0.93135,-0.94482,-0.94127,-0.93844,-0.93702,-0.92402,-0.92,-0.91716,-0.90298,-0.88644,-0.86753,-0.84106,-0.80466,-0.77109,-0.73729,-0.71224,-0.68884,-0.66757,-0.65788,-0.66166,-0.67986,-0.70586,-0.73304,-0.76802,-0.80324,-0.84366,-0.87816,-0.91149,-0.94245,-0.96491,-0.98098,-0.99233,-0.99753,-1.0006,-1.0027,-1.0039,-1.0046,-1.0046,-1.0046,1
-0.48711,-0.48389,-0.48141,-0.44277,-0.38703,-0.3308,-0.29711,-0.30504,-0.32783,-0.34814,-0.36622,-0.37415,-0.37836,-0.38307,-0.36944,-0.32832,-0.24707,-0.13163,-0.046912,0.010807,0.12525,0.28305,0.42202,0.57932,0.74307,0.82184,0.84835,0.9192,1.078,1.3279,1.6046,1.8033,1.9443,2.1476,2.409,2.5856,2.6243,2.5953,2.5901,2.6654,2.8224,2.9963,3.0791,3.0392,2.9136,2.7773,2.7236,2.7117,2.5423,2.1536,1.7709,1.6071,1.6631,1.7704,1.7612,1.5908,1.3433,1.1139,0.94025,0.82259,0.74332,0.68659,0.6472,0.63333,0.63382,0.61648,0.56198,0.46537,0.32343,0.15746,0.009568,-0.087786,-0.12767,-0.12965,-0.11627,-0.10537,-0.10091,-0.094474,-0.085308,-0.076391,-0.062766,-0.042453,-0.013222,0.028395,0.080416,0.1312,0.17381,0.20155,0.21196,0.21047,0.20254,0.1909,0.17678,0.16068,0.13789,0.10593,0.063819,0.023193,-0.002075,-0.017185,-0.028085,-0.041957,-0.058555,-0.067968,-0.062766,-0.04493,-0.020406,0.008577,0.035827,0.057131,0.077444,0.10197,0.13318,0.15894,0.18322,0.20874,0.22508,0.23103,0.2293,0.22558,0.21939,0.20403,0.1852,0.15721,0.1198,0.082893,0.058369,0.047717,0.05391,0.077444,0.10593,0.12922,0.14903,0.16043,0.1634,0.15077,0.1307,0.10618,0.083637,0.064067,0.047965,0.029138,-0.013965,-0.076143,-0.11528,-0.19604,-0.28968,-0.40858,-0.5104,-0.60849,-0.69445,-0.75366,-0.8032,-0.83838,-0.87182,-0.89089,-0.91046,-0.91814,-0.9226,-0.92483,-0.92483,-0.92632,-0.93672,-0.9496,-0.96249,-0.96917,-0.96595,-0.96694,-0.97041,-0.96496,-0.95679,-0.93722,-0.91146,-0.89486,-0.87033,-0.84928,-0.8255,-0.80791,-0.79924,-0.79627,-0.78958,-0.78735,-0.79527,-0.81385,-0.84259,-0.8691,-0.89436,-0.91913,-0.94812,-0.96818,-0.9828,-0.96472,-0.94589,-0.96174,-0.97735,-0.96546,-0.95778,-0.96174,-0.95208,-0.95183,-0.94316,-0.93226,-0.91988,-0.90923,-0.88916,-0.86488,-0.83962,-0.80172,-0.74771,-0.70312,-0.65581,-0.61791,-0.57951,-0.54805,-0.53913,-0.54433,-0.56539,-0.60304,-0.64169,-0.69049,-0.74201,-0.80271,-0.8582,-0.90848,-0.95382,-0.98751,-1.0103,-1.0296,-1.0405,-1.0455,-1.0489,-1.0499,-1.0497,-1.0517,-1.0517,1
-0.49105,-0.48626,-0.47745,-0.44422,-0.39286,-0.34149,-0.31153,-0.31758,-0.33747,-0.36264,-0.38203,-0.3916,-0.39915,-0.40368,-0.38933,-0.34301,-0.2564,-0.14109,-0.060772,-0.007145,0.10917,0.26577,0.39745,0.54801,0.7031,0.77762,0.80204,0.86649,1.0173,1.262,1.5304,1.7225,1.8653,2.0722,2.3424,2.5418,2.6047,2.5972,2.6138,2.7016,2.8668,3.0471,3.1407,3.1072,2.9741,2.8288,2.7696,2.7553,2.5926,2.2117,1.8217,1.6404,1.6835,1.787,1.7716,1.6009,1.3527,1.1208,0.94681,0.82646,0.7459,0.68497,0.64443,0.63336,0.63436,0.61749,0.56412,0.46971,0.33073,0.16179,0.008465,-0.091739,-0.13404,-0.1426,-0.1363,-0.12875,-0.12749,-0.12724,-0.12019,-0.11188,-0.1071,-0.096271,-0.075626,-0.041386,0.005695,0.056049,0.097843,0.12705,0.14266,0.1487,0.15021,0.14845,0.14316,0.1341,0.11899,0.09029,0.050007,0.012745,-0.0079,-0.01646,-0.025524,-0.038616,-0.055736,-0.069584,-0.06757,-0.053722,-0.031818,-0.002865,0.023319,0.04195,0.059826,0.085758,0.11773,0.14518,0.17488,0.20384,0.22247,0.23254,0.23606,0.2343,0.22675,0.21089,0.19075,0.16255,0.12856,0.096836,0.075939,0.072162,0.084751,0.11169,0.14316,0.16708,0.18823,0.1983,0.19956,0.18798,0.16708,0.1419,0.11723,0.095577,0.08173,0.062343,0.017277,-0.039875,-0.075626,-0.16249,-0.25766,-0.37649,-0.47594,-0.57539,-0.66527,-0.72066,-0.76447,-0.80022,-0.83521,-0.85359,-0.87122,-0.87701,-0.88053,-0.88078,-0.87852,-0.8755,-0.88758,-0.90546,-0.92006,-0.92711,-0.93441,-0.94775,-0.95027,-0.93995,-0.92283,-0.8979,-0.87248,-0.85485,-0.82388,-0.79745,-0.77152,-0.75389,-0.73879,-0.72569,-0.72016,-0.71134,-0.70706,-0.71713,-0.74936,-0.78939,-0.82263,-0.85183,-0.87726,-0.88683,-0.90873,-0.9251,-0.93643,-0.95178,-0.93617,-0.92535,-0.92988,-0.93491,-0.93592,-0.93995,-0.93945,-0.92711,-0.91855,-0.91251,-0.8979,-0.88733,-0.87097,-0.8473,-0.805,-0.77001,-0.73652,-0.70933,-0.68415,-0.65772,-0.65142,-0.65772,-0.67635,-0.70933,-0.74307,-0.78461,-0.82237,-0.86694,-0.90823,-0.94927,-0.98502,-1.0115,-1.0334,-1.0492,-1.0578,-1.0631,-1.0651,-1.0668,-1.0681,-1.0691,-1.0691,1
-0.5852,-0.57529,-0.571,-0.53966,-0.47616,-0.41535,-0.38186,-0.38025,-0.40008,-0.42205,-0.43678,-0.44428,-0.4491,-0.45286,-0.43946,-0.39579,-0.31194,-0.18843,-0.1035,-0.047509,0.071443,0.21879,0.34525,0.49019,0.64316,0.72166,0.75943,0.83498,0.9885,1.2443,1.527,1.7177,1.8509,2.0497,2.308,2.4907,2.5381,2.5357,2.5635,2.649,2.8119,3.0013,3.0932,3.0578,2.9341,2.7955,2.7288,2.6983,2.5373,2.1657,1.7941,1.6371,1.6928,1.8027,1.7965,1.6259,1.3738,1.1396,0.96117,0.83632,0.75193,0.6954,0.65549,0.63727,0.63512,0.62092,0.57002,0.47518,0.33426,0.16601,0.017325,-0.075907,-0.11181,-0.11074,-0.096,-0.081533,-0.070549,-0.058761,-0.041347,-0.023933,-0.008126,0.013574,0.043848,0.081623,0.13119,0.18423,0.2271,0.25603,0.26836,0.26889,0.263,0.25255,0.23728,0.21853,0.19468,0.15985,0.11913,0.079212,0.052421,0.041973,0.033132,0.016789,-0.004376,-0.019914,-0.021522,-0.009466,0.014646,0.044116,0.068228,0.08457,0.10386,0.12931,0.15851,0.18664,0.21451,0.23889,0.2563,0.26407,0.26675,0.26487,0.25576,0.23942,0.21933,0.19361,0.15932,0.12502,0.10386,0.10091,0.11458,0.13922,0.16709,0.18718,0.1987,0.20191,0.1995,0.18209,0.15959,0.13467,0.11806,0.10547,0.096358,0.082159,0.031792,-0.044294,-0.09091,-0.20022,-0.30551,-0.4258,-0.52733,-0.62994,-0.72666,-0.78372,-0.82713,-0.86383,-0.89973,-0.91741,-0.93777,-0.93911,-0.9375,-0.93295,-0.92196,-0.92036,-0.94099,-0.95438,-0.9659,-0.98305,-0.99135,-1.001,-1.0013,-0.986,-0.96296,-0.93831,-0.91152,-0.88633,-0.85284,-0.81855,-0.77703,-0.7497,-0.72505,-0.70201,-0.68299,-0.66209,-0.65298,-0.65272,-0.66665,-0.70924,-0.77033,-0.81828,-0.84615,-0.86892,-0.87588,-0.91286,-0.9442,-0.94206,-0.97635,-0.99885,-0.98466,-0.98278,-0.98412,-0.98278,-0.97206,-0.96376,-0.95117,-0.93509,-0.91821,-0.89919,-0.86865,-0.82445,-0.77488,-0.72853,-0.67602,-0.63396,-0.59699,-0.56672,-0.55761,-0.56431,-0.59003,-0.63932,-0.68674,-0.74166,-0.79685,-0.86785,-0.92572,-0.9793,-1.0315,-1.0653,-1.0899,-1.1151,-1.1253,-1.1301,-1.135,-1.135,-1.1366,-1.1382,-1.1382,1
-0.62603,-0.62547,-0.61671,-0.5876,-0.53222,-0.4805,-0.46016,-0.46609,-0.49068,-0.50678,-0.50735,-0.51865,-0.52317,-0.51102,-0.48502,-0.43331,-0.34373,-0.22335,-0.13349,-0.073297,0.031543,0.1621,0.26411,0.38958,0.53172,0.59841,0.62667,0.71229,0.89908,1.1873,1.49,1.6951,1.8384,2.0458,2.3032,2.4762,2.5115,2.4895,2.5005,2.5765,2.7299,2.9088,3.0142,2.9987,2.8848,2.7593,2.7184,2.726,2.5836,2.2236,1.8537,1.6977,1.7675,1.885,1.8828,1.7104,1.436,1.1732,0.9686,0.82532,0.7332,0.66566,0.61508,0.59841,0.6131,0.61452,0.56591,0.46362,0.31441,0.13836,-0.011693,-0.099577,-0.12642,-0.11173,-0.086578,-0.06821,-0.050972,-0.032039,-0.014236,0.006392,0.023913,0.050758,0.090038,0.13836,0.19685,0.2562,0.30565,0.33193,0.34182,0.34295,0.33278,0.31695,0.29915,0.274,0.2432,0.2059,0.15927,0.12112,0.10078,0.088625,0.08269,0.068844,0.040868,0.019109,0.012044,0.019391,0.042563,0.069974,0.092298,0.10982,0.13186,0.15842,0.1847,0.20844,0.23303,0.26298,0.28898,0.30169,0.30367,0.30282,0.29124,0.26891,0.24885,0.22003,0.18244,0.15221,0.13582,0.13016,0.14062,0.16492,0.19544,0.21748,0.22992,0.22935,0.21777,0.1912,0.16549,0.1426,0.12056,0.1053,0.10134,0.087494,0.035499,-0.050972,-0.11003,-0.2242,-0.33158,-0.45987,-0.5698,-0.67153,-0.75885,-0.81763,-0.86623,-0.90495,-0.94027,-0.95468,-0.97079,-0.97277,-0.96655,-0.96259,-0.95129,-0.94507,-0.96174,-0.97757,-0.9917,-1.0064,-1.0143,-1.0168,-1.0191,-1.0095,-0.98803,-0.95298,-0.90551,-0.87866,-0.83741,-0.79417,-0.75263,-0.71872,-0.69272,-0.67096,-0.64412,-0.62575,-0.62349,-0.63818,-0.65712,-0.68792,-0.74641,-0.78711,-0.84249,-0.87923,-0.88742,-0.90268,-0.91342,-0.94112,-0.96146,-0.97757,-0.99707,-1.0177,-1.0075,-0.98774,-0.99537,-0.99339,-0.96514,-0.93886,-0.90212,-0.88516,-0.85436,-0.79361,-0.72692,-0.67125,-0.60427,-0.55228,-0.50565,-0.46524,-0.45366,-0.46496,-0.49915,-0.55313,-0.60851,-0.68085,-0.75489,-0.84419,-0.9202,-0.99255,-1.0584,-1.1019,-1.1358,-1.1658,-1.181,-1.1892,-1.1937,-1.1966,-1.1974,-1.1994,-1.1994,1
