att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,target
2.099,1.7842,1.3417,1.1274,1.5775,1.7507,1.2891,1.4061,1.1717,0.66115,0.1148,-0.42464,-0.65413,-1.1152,-0.75096,-0.29821,0.1965,0.6378,0.66494,0.18905,-0.32199,-0.81717,-1.2917,-1.5294,-1.8338,-1.302,-0.78193,-0.27924,0.1545,0.031313,-0.39254,-0.82256,-1.2273,-1.6229,-1.6477,-1.3794,-1.2075,-0.82435,-0.36717,0.11132,-0.017154,-0.28727,-0.36418,0.036089,0.20393,0.063872,0.026861,0.009998,-0.1376,0.31188,0.11095,0.29803,0.6083,0.90646,0.84045,0.7484,0.60157,0.89206,1.3655,1.8403,2.108,1.6713,1.1918,0.71645,0.73264,0.90567,1.0494,1.1364,0.79723,0.44393,0.25138,0.25357,0.089578,-0.068733,0.062859,0.1549,0.28594,0.41822,0.20566,-0.21055,-0.50915,-0.68403,-0.58802,-0.6015,-1.0311,-0.79304,-0.72723,-0.55948,-0.29821,-0.10353,-0.4045,-0.87384,-1.2886,-1.5625,-1.2621,-1.5725,-1.8668,-1.5625,-1.2075,-0.77838,-0.34165,0.070245,-0.012808,-0.45084,-0.91063,-1.3875,-1.8075,-2.0076,-1.5739,-1.5073,-1.1495,-0.68022,-0.18642,0.31608,0.55292,0.24842,0.55319,1.0449,0.88229,0.63587,1.116,1.463,1.1955,0.81488,0.72921,1.2177,1.6907,2.0888,10
1.9635,1.7971,1.6001,1.375,1.1815,0.98904,0.79496,0.67018,0.49532,0.36065,0.26286,0.095978,0.051184,-0.080575,-0.024264,-0.14736,-0.191,-0.33874,-0.34526,-0.42449,-0.54966,-0.60467,-0.73265,-0.74503,-0.85462,-0.91856,-0.97946,-1.0803,-1.0618,-1.1096,-1.2312,-1.2214,-1.3092,-1.297,-1.3251,-1.356,-1.3475,-1.3728,-1.2312,-1.1836,-1.0892,-0.96272,-0.84873,-0.74503,-0.6095,-0.48625,-0.35522,-0.21726,-0.087381,0.065423,0.21194,0.36435,0.53107,0.70341,0.85713,1.0299,1.1955,1.4174,1.6265,1.7141,1.8307,1.8947,1.8239,1.8467,1.7918,1.7159,1.594,1.4672,1.4126,1.3113,1.1442,1.0247,0.87848,0.82952,0.68908,0.53052,0.39264,0.24726,0.15278,0.021514,-0.10777,-0.20449,-0.36912,-0.44879,-0.5561,-0.67855,-0.72263,-0.80137,-0.91925,-0.98674,-1.0553,-1.1112,-1.1259,-1.2129,-1.1683,-1.137,-1.1474,-1.1153,-1.0618,-1.1165,-1.0424,-1.0065,-1.0189,-0.91514,-0.83752,-0.80835,-0.6878,-0.59185,-0.54844,-0.41782,-0.37143,-0.25128,-0.24327,-0.1005,-0.10916,0.009705,-0.009326,0.16357,0.19803,0.35627,0.52202,0.71998,0.91721,1.1137,1.3113,1.5364,1.734,1.9343,9
1.3461,1.2251,1.0842,0.90473,0.96427,0.86332,0.79734,0.86095,0.78786,0.82894,0.76255,0.68669,0.71945,0.62497,0.60294,0.49683,0.54966,0.44684,0.45477,0.39246,0.36152,0.34268,0.19445,0.19939,0.019046,-0.035729,-0.013819,-0.15845,-0.36054,-0.41375,-0.54188,-0.73655,-0.90115,-0.98034,-0.99908,-1.1448,-1.3097,-1.3223,-1.3749,-1.4792,-1.618,-1.6858,-1.7558,-1.8607,-1.9303,-1.7433,-1.5653,-1.3735,-1.1973,-0.99628,-0.81688,-0.61265,-0.43102,-0.2268,-0.022669,0.15886,0.36317,0.5447,0.74913,0.93098,1.1356,1.3403,1.5225,1.7281,1.9104,1.9441,1.7941,1.5804,1.3717,1.1876,0.9811,0.79983,0.59469,0.41225,0.20721,0.003187,-0.17814,-0.38209,-0.56334,-0.76386,-0.94003,-1.1328,-1.3027,-1.484,-1.6709,-1.8485,-1.8255,-1.7359,-1.64,-1.484,-1.3276,-1.1716,-1.0262,-0.93188,-0.91122,-0.80702,-0.63254,-0.52092,-0.30781,-0.12885,-0.14102,-0.08123,0.12969,0.14884,0.18883,0.26201,0.3344,0.29102,0.36504,0.46298,0.57085,0.65528,0.60607,0.57328,0.69281,0.68961,0.7871,0.7943,0.82626,0.8351,0.71621,0.78904,0.80508,0.90225,0.88932,0.97583,1.1579,1.3222,8
2.1539,2.022,1.7244,1.4738,1.2195,0.94645,0.80393,0.69398,0.5141,0.42227,0.20675,0.1897,0.094931,0.031115,-0.073718,-0.19593,-0.3245,-0.39003,-0.44051,-0.53026,-0.50294,-0.61693,-0.47963,-0.57733,-0.58992,-0.72997,-0.82059,-0.90612,-0.96434,-0.92912,-0.99297,-0.88459,-0.9541,-0.89047,-0.88056,-0.93421,-1.0055,-1.0402,-1.0304,-1.0341,-0.98335,-0.94389,-0.90933,-0.85631,-0.77957,-0.88392,-0.72462,-0.53773,-0.33392,-0.19054,-0.064619,0.053397,0.13451,0.27514,0.45654,0.6068,0.7297,0.95313,1.2374,1.5541,1.6144,1.6857,1.8837,1.9364,1.9602,1.8399,1.8534,1.8336,1.7396,1.5811,1.558,1.3954,1.3051,1.1293,0.98348,0.75672,0.57086,0.4393,0.24233,0.086097,-0.03233,-0.16283,-0.28094,-0.3858,-0.50914,-0.53773,-0.71685,-0.76385,-0.91693,-0.92963,-0.96229,-0.94593,-1.0541,-1.1138,-1.1166,-1.1815,-1.1887,-1.254,-1.2241,-1.2131,-1.1829,-1.0816,-1.1209,-1.0695,-1.0534,-0.93556,-0.83053,-0.73452,-0.70537,-0.69264,-0.54662,-0.52481,-0.38383,-0.46994,-0.30364,-0.17587,0.029999,-0.024006,0.13342,0.15092,0.24797,0.4393,0.67904,0.96267,1.2473,1.5223,1.8361,2.1112,1
1.8959,1.7021,1.4644,1.1841,0.94903,0.67552,0.45054,0.25337,0.17989,0.077478,0.000407,-0.18838,0.026229,0.059797,-0.11579,-0.21832,0.006875,-0.049129,-0.21398,-0.23136,-0.17529,-0.30698,-0.43049,-0.34054,-0.37433,-0.51856,-0.55802,-0.67337,-0.72105,-0.74362,-0.72571,-0.85936,-0.97164,-0.90922,-0.99046,-0.97164,-1.0198,-1.0816,-1.0935,-1.0734,-1.0855,-1.1277,-0.99605,-0.9257,-0.86318,-0.80574,-0.67164,-0.57675,-0.45162,-0.30133,-0.12123,0.083848,0.28564,0.48709,0.70802,0.88949,1.0663,1.192,1.3978,1.5425,1.8354,2.0291,2.0167,2.1778,2.2272,2.1223,2.0314,1.9464,1.8314,1.678,1.545,1.3991,1.3039,1.1242,0.93228,0.78852,0.60065,0.48028,0.26882,0.07241,-0.020381,-0.17392,-0.34767,-0.39069,-0.50469,-0.63553,-0.69531,-0.84874,-0.91878,-0.98901,-1.0668,-1.2097,-1.22,-1.2183,-1.3904,-1.3172,-1.3064,-1.2333,-1.3644,-1.1789,-1.1449,-1.0795,-1.0491,-0.94656,-0.84954,-0.86177,-0.85355,-0.72163,-0.71852,-0.55727,-0.41526,-0.48901,-0.34713,-0.34054,-0.22562,-0.29462,-0.12872,-0.12549,0.070282,0.025404,0.20912,0.27134,0.51258,0.79582,1.04,1.3245,1.5689,1.8542,9
2.2555,2.0977,1.9353,1.7113,1.5423,1.3412,1.1881,0.99497,0.84987,0.66643,0.53106,0.41981,0.2789,0.1257,0.045285,-0.11515,-0.20361,-0.34762,-0.41743,-0.54146,-0.66075,-0.72737,-0.83005,-0.94794,-1.033,-1.0843,-1.1038,-1.1669,-1.16,-1.191,-1.2028,-1.2466,-1.2772,-1.2414,-1.244,-1.2187,-1.1932,-1.1745,-1.16,-1.1035,-1.0582,-0.93511,-0.86446,-0.80149,-0.66509,-0.55645,-0.41916,-0.29192,-0.13172,-0.017707,0.15374,0.20336,0.34622,0.50742,0.6296,0.67176,0.72302,0.82649,1.0452,1.224,1.4496,1.5441,1.7744,1.9079,1.7715,1.5936,1.3775,1.2039,0.98728,0.81874,0.76872,0.76415,0.77981,0.69039,0.59811,0.48411,0.35956,0.24386,0.12143,-0.003941,-0.16048,-0.27409,-0.41512,-0.51435,-0.63637,-0.67347,-0.77959,-0.86281,-0.91027,-0.96491,-1.031,-1.0554,-1.0529,-1.0446,-1.0614,-1.0666,-1.0582,-1.0772,-1.0882,-1.074,-1.0582,-1.0115,-0.92972,-0.89326,-0.86545,-0.79535,-0.74034,-0.7047,-0.66075,-0.53578,-0.43684,-0.28968,-0.21454,-0.081436,0.055774,0.17068,0.3211,0.44578,0.50235,0.70364,0.82283,0.94819,1.0838,1.3172,1.5107,1.7596,1.9578,2.2034,11
1.8541,1.791,1.7416,1.5447,1.5626,1.2659,1.2573,1.1875,0.90563,0.73519,0.87677,0.73021,0.47518,0.15143,-0.15371,-0.38595,-0.018483,0.19889,0.32861,0.26903,0.062717,-0.19216,-0.49758,-0.8373,-1.1645,-1.3375,-1.0578,-0.7409,-0.49441,-0.27649,-0.2175,-0.34068,-0.56242,-0.61059,-0.70683,-0.73774,-0.89306,-0.94117,-0.92009,-0.98923,-1.0271,-0.78737,-0.55819,-0.31283,-0.16101,-0.044365,0.007224,0.12051,0.14327,0.22581,0.31865,0.40388,0.3987,0.24857,0.33486,0.60848,0.91573,1.19,1.5062,1.783,2.0629,2.2299,1.9993,1.7051,1.3803,1.1,0.82111,0.50393,0.45723,0.46914,0.46555,0.43844,0.40465,0.30924,0.31316,0.36012,0.32256,0.17036,-0.18524,-0.41345,-0.59646,-0.74486,-0.85203,-0.89667,-1.0411,-1.0622,-1.0492,-1.012,-0.98665,-0.88891,-0.85778,-0.8175,-0.82752,-0.82833,-1.1371,-1.1691,-0.94681,-0.90084,-0.98665,-1.2466,-1.5096,-1.805,-2.0968,-2.3591,-2.0028,-1.677,-1.2704,-0.95899,-0.63418,-0.34371,-0.19037,-0.21975,-0.43135,-0.66669,-0.44671,-0.068267,0.189,0.4293,0.47461,0.67382,0.95115,0.98967,1.0392,1.3466,1.3622,1.5238,1.6406,1.8186,14
2.2796,2.2674,2.2729,2.1459,1.9788,1.798,1.6435,1.3194,1.0836,1.1857,1.0708,0.80171,0.69218,0.46165,0.31732,-0.045216,-0.10788,-0.17161,-0.2385,-0.50952,-0.82052,-1.142,-1.224,-0.84721,-0.51443,-0.20988,-0.027439,-0.00623,-0.1333,-0.25061,-0.40301,-0.65116,-0.88331,-1.0239,-1.1438,-1.2314,-1.3635,-1.2312,-0.96095,-0.67018,-0.40497,-0.078124,0.22054,0.63438,0.94718,1.0018,0.72858,0.32649,0.041297,0.17168,0.45964,0.27895,0.15462,0.047568,-0.10454,-0.32317,-0.41738,-0.62678,-0.28946,0.067225,0.42119,0.75549,1.1023,0.87255,0.51893,0.15943,-0.20001,-0.52947,-0.43868,-0.27721,-0.14524,-0.042177,0.091762,0.18181,0.29682,0.44559,0.53304,0.53106,0.3447,0.036587,-0.32727,-0.61376,-0.83964,-1.0652,-1.2846,-1.3442,-1.3737,-1.2284,-1.4708,-1.8102,-1.7892,-1.674,-1.5646,-1.4434,-1.3154,-1.1907,-1.0847,-0.98289,-0.74305,-0.56524,-0.40152,-0.28621,-0.26465,-0.54653,-0.81576,-1.192,-1.408,-1.132,-0.80405,-0.52185,-0.26107,-0.021559,0.15759,0.47669,0.73946,0.92506,0.81628,0.52658,0.27506,0.66833,1.0143,1.3545,1.5835,1.7557,1.721,1.9608,2.1358,2.254,14
2.0863,1.8769,1.6812,1.4528,1.2628,1.0435,0.87039,0.74181,0.62297,0.47182,0.34874,0.2662,0.21199,0.16022,0.10506,0.1122,0.031122,0.091321,0.059448,0.040254,-0.041846,0.052995,0.093116,0.015437,0.047339,0.041875,0.025427,-0.038728,-0.018024,-0.012251,-0.10676,-0.25892,-0.32579,-0.49681,-0.70304,-0.77624,-0.91271,-1.0801,-1.2157,-1.2832,-1.4155,-1.4755,-1.5326,-1.5381,-1.4959,-1.3112,-1.1272,-0.91703,-0.74097,-0.52884,-0.32259,-0.15017,0.059448,0.23443,0.44293,0.62023,0.83217,1.0459,1.2249,1.442,1.6257,1.8524,2.0883,2.1112,1.8912,1.7607,1.525,1.3003,1.1164,0.89883,0.71843,0.50351,0.29036,0.1124,-0.10083,-0.28089,-0.49269,-0.66724,-0.88188,-1.102,-1.2804,-1.5005,-1.6303,-1.7024,-1.7417,-1.7585,-1.6681,-1.604,-1.4982,-1.3718,-1.3517,-1.1917,-1.1186,-0.96594,-0.77543,-0.61485,-0.56426,-0.4114,-0.32579,-0.36769,-0.21503,-0.26294,-0.19529,-0.24755,-0.15728,-0.14436,-0.26093,-0.17395,-0.19901,-0.14974,-0.24488,-0.14436,-0.16009,-0.10676,-0.048507,0.032748,0.080131,0.20312,0.35705,0.50793,0.68884,0.84841,1.0465,1.2536,1.4319,1.652,1.8364,2.0565,13
1.4946,1.1366,1.0737,0.84162,0.67396,0.29826,0.31327,0.42984,0.48962,0.13645,-0.085474,0.044662,0.37772,0.79338,0.5833,0.93289,1.2201,1.2114,0.7484,0.46716,0.33655,0.42635,-0.00084,-0.32132,-0.11377,0.21474,-0.030589,-0.43042,-0.8608,-1.0046,-0.67275,-0.28799,-0.15237,-0.39726,-0.25919,0.12038,0.27904,-0.11129,0.01897,-0.33917,-0.38971,-0.13751,-0.2813,-0.63277,-0.82996,-1.1307,-1.2259,-1.347,-1.758,-2.2052,-2.5153,-2.299,-1.928,-1.5344,-1.1421,-0.76993,-0.37479,0.017933,0.41347,0.789,1.1818,1.5778,1.9568,2.3633,2.5742,2.2193,1.8521,1.4542,1.0616,0.68933,0.29465,-0.09959,-0.49319,-0.86425,-1.2551,-1.6455,-2.0119,-2.3911,-2.332,-1.968,-1.5833,-1.1624,-0.89401,-0.5137,-0.48082,-0.74697,-1.004,-0.99994,-0.70574,-0.25143,0.18073,-0.054241,-0.23242,0.030716,0.36529,0.24243,0.60147,0.2711,0.006327,0.11374,-0.17407,-0.54266,-0.45247,-0.045468,0.17111,0.54354,0.56079,0.2665,-0.009436,0.3163,0.64876,0.46689,0.66797,1.0419,1.1798,0.78646,0.50247,0.15455,0.087958,0.44391,0.46284,0.20226,0.29233,0.40494,0.72966,1.0607,1.0954,1.4759,2
1.7654,1.6709,1.5643,1.4401,1.3125,1.2062,1.0824,0.95882,0.8531,0.73002,0.60283,0.50235,0.38032,0.26401,0.16052,0.046334,-0.072631,-0.18379,-0.2836,-0.39869,-0.50359,-0.59847,-0.70661,-0.81134,-0.88629,-0.99345,-1.0823,-1.1515,-1.2374,-1.3116,-1.3656,-1.39,-1.3916,-1.4099,-1.3685,-1.3236,-1.2728,-1.1978,-1.1224,-1.042,-0.94882,-0.84858,-0.75393,-0.63984,-0.52835,-0.43156,-0.31488,-0.19624,-0.078173,0.025874,0.14897,0.27299,0.37913,0.50488,0.63124,0.74111,0.87071,1.0018,1.1179,1.2382,1.371,1.4835,1.6114,1.7419,1.8101,1.6823,1.5545,1.4414,1.3136,1.1956,1.1039,0.98879,0.87043,0.77032,0.65363,0.53797,0.43484,0.31511,0.19612,0.094804,-0.015416,-0.1311,-0.24536,-0.3334,-0.45271,-0.56101,-0.65146,-0.75356,-0.86299,-0.95548,-1.0433,-1.137,-1.2126,-1.2877,-1.3656,-1.3878,-1.4109,-1.4274,-1.4089,-1.3787,-1.3264,-1.2474,-1.1682,-1.0693,-0.99585,-0.8852,-0.77679,-0.68197,-0.56295,-0.44589,-0.34466,-0.22596,-0.10479,0.01927,0.12561,0.2515,0.37833,0.48813,0.61801,0.74799,0.85906,0.99012,1.1217,1.2359,1.3661,1.4988,1.6141,1.7447,7
1.5336,1.5175,1.3968,1.1924,0.97021,0.74169,0.49889,0.5839,0.7438,0.77794,0.58947,0.41039,0.2079,-0.054301,-0.33208,-0.5849,-0.38816,-0.15217,0.065606,0.20221,0.18731,0.036359,-0.15203,-0.32256,-0.56789,-0.85908,-1.1437,-1.4371,-1.7005,-2.0006,-1.9635,-1.7344,-1.5013,-1.2651,-1.0286,-0.76255,-0.52974,-0.4631,-0.4639,-0.58608,-0.74465,-0.89859,-1.035,-1.0668,-1.1033,-1.1248,-1.0566,-0.93409,-0.74231,-0.52197,-0.38675,-0.264,-0.012579,0.19445,0.42048,0.64378,0.87441,1.0852,1.3135,1.5467,1.7693,1.9973,2.2346,2.277,2.0402,1.9732,1.9171,1.696,1.4884,1.2741,1.0319,0.8167,0.81364,0.67654,0.46919,0.20286,0.044917,-0.14121,-0.26896,-0.12111,-0.049684,0.002306,-0.055281,-0.19279,-0.44381,-0.67065,-0.8957,-0.93997,-0.90456,-0.83275,-0.79325,-0.83649,-1.1063,-1.365,-1.4336,-1.2364,-1.0724,-0.91481,-0.76673,-0.7258,-0.88247,-1.0999,-1.3619,-1.3522,-1.0393,-0.68485,-0.37501,-0.1297,0.097528,0.288,0.39036,0.29657,0.076775,-0.14467,-0.20071,0.049797,0.27575,0.50316,0.73723,0.90927,0.899,0.67258,0.79479,1.027,1.2761,1.3391,1.3267,1.5033,4
1.7112,1.631,1.3527,1.1073,0.83881,0.89562,1.0842,0.97616,0.75264,0.49037,0.16839,-0.10666,0.11787,0.35182,0.55916,0.57897,0.42617,0.21203,-0.094212,-0.4,-0.72945,-1.0835,-1.481,-1.6387,-1.3598,-1.0539,-0.74267,-0.46246,-0.20525,-0.11952,-0.20819,-0.30906,-0.48955,-0.70779,-0.93413,-1.1244,-1.2858,-1.3529,-1.3395,-1.2219,-1.1064,-0.87419,-0.56926,-0.33116,-0.21702,-0.13045,-0.057316,-0.017005,0.092252,0.26958,0.55738,0.79762,1.0195,1.2534,1.4857,1.7461,2.0354,2.2004,2.3129,2.2949,2.1838,1.9492,1.6862,1.4228,1.1203,0.8796,0.70358,0.53134,0.22825,0.23358,0.26238,0.25676,0.19983,0.039764,-0.22737,-0.46246,-0.626,-0.7163,-0.85637,-0.88047,-0.80884,-0.61334,-0.46906,-0.29315,-0.16872,0.008572,0.14247,0.16625,-0.038933,-0.32505,-0.60137,-0.90669,-1.1774,-1.4402,-1.6894,-1.9583,-2.0721,-1.8607,-1.6337,-1.3972,-1.1805,-0.86932,-0.58235,-0.38751,-0.23551,-0.17235,-0.37352,-0.58506,-0.86585,-1.1399,-0.95036,-0.58923,-0.28504,0.00116,0.28283,0.47495,0.42249,0.22825,-0.060302,0.1217,0.4125,0.67142,0.9595,1.0522,0.92422,1.1943,1.4983,1.6752,4
1.9457,1.8465,1.5259,1.2498,0.97999,0.68377,0.43957,0.26944,0.10371,-0.080807,-0.14778,-0.11944,-0.30073,-0.44182,-0.55261,-0.3978,-0.090345,0.2903,0.16433,-0.060496,-0.25994,-0.47148,-0.51886,-0.66339,-0.65249,-0.81945,-0.79936,-0.85532,-0.85499,-0.97071,-1.0016,-1.1335,-1.3101,-1.1935,-1.2696,-1.2604,-1.2342,-1.2459,-1.224,-1.3233,-1.2375,-1.1156,-0.97038,-0.83429,-0.68307,-0.58053,-0.4752,-0.43225,-0.25754,-0.057917,0.11395,0.28246,0.48928,0.69744,0.91627,1.0854,1.2789,1.4928,1.6531,1.9205,2.1947,2.4639,2.545,2.273,2.0014,1.8819,1.6495,1.4167,1.1963,1.0837,1.1326,1.1054,0.95666,0.78713,0.62867,0.40196,0.24061,0.29657,0.2013,0.13003,0.2151,0.080922,-0.017932,-0.17119,-0.25792,-0.43514,-0.57642,-0.63744,-0.80434,-0.8737,-0.99201,-0.96022,-1.0957,-1.0359,-1.0733,-1.0919,-1.0868,-1.173,-1.1662,-1.1393,-1.1203,-1.0273,-0.85093,-0.75194,-0.63744,-0.86896,-0.72886,-0.61829,-0.5381,-0.34383,-0.50224,-0.35489,-0.48819,-0.35371,-0.47479,-0.23265,-0.19613,0.008669,-0.043941,0.098089,0.33799,0.44065,0.55446,0.82701,1.0998,1.3742,1.6531,1.9128,1
1.8053,1.6981,1.5614,1.4502,1.3136,1.2025,1.0875,0.95482,0.84365,0.71478,0.60753,0.49633,0.36783,0.26096,0.12841,0.021825,-0.084481,-0.21161,-0.31711,-0.44306,-0.54735,-0.65783,-0.7815,-0.88329,-1.0034,-1.1012,-1.2071,-1.3041,-1.4021,-1.4916,-1.55,-1.5868,-1.594,-1.6081,-1.556,-1.4779,-1.3901,-1.2769,-1.1784,-1.0572,-0.95442,-0.84398,-0.71872,-0.61891,-0.49151,-0.38492,-0.28205,-0.15666,-0.051915,0.075172,0.18122,0.28776,0.41648,0.52383,0.65329,0.76126,0.86948,0.99933,1.1081,1.2396,1.3486,1.4573,1.5881,1.6992,1.719,1.6099,1.4813,1.3732,1.2666,1.1427,1.0385,0.9166,0.81505,0.71099,0.59458,0.49259,0.37559,0.27592,0.17738,0.052579,-0.043584,-0.16629,-0.26762,-0.35903,-0.46725,-0.56328,-0.67582,-0.75423,-0.85463,-0.93981,-1.0323,-1.099,-1.1584,-1.2071,-1.2484,-1.288,-1.288,-1.2695,-1.2356,-1.196,-1.151,-1.0789,-0.99762,-0.92405,-0.83653,-0.75019,-0.64008,-0.54669,-0.45759,-0.34378,-0.24784,-0.12794,-0.027269,0.075172,0.19738,0.30483,0.43283,0.541,0.65041,0.78306,0.89524,1.0322,1.147,1.2627,1.407,1.5214,1.6611,1.7799,7
1.947,1.8649,1.6197,1.3749,1.1324,0.89428,0.70492,0.52806,0.4423,0.24711,0.19546,0.015147,0.068066,-0.10484,-0.23117,-0.16491,-0.32894,-0.40117,-0.36381,-0.49562,-0.61493,-0.60486,-0.72903,-0.80684,-0.90368,-1.059,-1.0903,-1.1415,-1.1753,-1.1345,-1.1782,-1.1638,-1.2136,-1.2457,-1.1782,-1.2146,-1.1922,-1.1519,-1.1316,-0.9843,-0.86133,-0.74986,-0.70379,-0.5779,-0.4993,-0.29377,-0.16415,-0.072877,0.12714,0.28691,0.45492,0.59242,0.66811,0.79071,0.97567,1.0645,1.2649,1.2826,1.4079,1.5799,1.6254,1.7666,1.8311,1.7822,1.8239,1.8333,1.7295,1.7175,1.6344,1.4247,1.1934,1.1243,0.87608,0.62799,0.5452,0.42481,0.33862,0.18899,0.032552,-0.05569,-0.21183,-0.40876,-0.54698,-0.64426,-0.81568,-0.91525,-0.96536,-1.0441,-1.1316,-1.128,-1.2188,-1.2939,-1.2717,-1.3112,-1.2507,-1.2537,-1.2795,-1.1655,-1.1162,-1.1922,-1.0366,-0.90708,-0.91185,-0.7912,-0.74986,-0.60632,-0.54698,-0.55691,-0.40976,-0.30605,-0.34368,-0.16869,-0.24808,-0.079548,0.059977,0.08438,0.22683,0.18163,0.38005,0.48618,0.65152,0.81818,0.75026,0.93838,1.1871,1.4237,1.6652,1.9069,9
1.8872,1.6905,1.5175,1.3382,1.1633,1.0749,0.91066,0.75637,0.77972,0.62693,0.50654,0.36282,0.34579,0.34424,0.21905,0.056982,0.056152,-0.034567,0.056152,0.070249,-0.066123,-0.072979,-0.12044,-0.16145,-0.30902,-0.1914,-0.20114,-0.31175,-0.30173,-0.38736,-0.35675,-0.49611,-0.62122,-0.55908,-0.65624,-0.7387,-0.80534,-0.93304,-0.89819,-0.90904,-0.92976,-1.0503,-1.11,-1.1019,-1.1228,-1.0594,-0.97051,-0.92648,-0.82962,-0.69874,-0.59445,-0.49611,-0.44558,-0.22247,-0.066123,0.17488,0.42193,0.58298,0.82819,0.99246,1.2406,1.4898,1.6547,1.9021,2.0653,2.3128,2.3995,2.167,1.9278,1.7636,1.5095,1.3452,1.0916,0.84493,0.67408,0.42193,0.25327,0.00348,-0.16233,-0.40979,-0.65624,-0.81271,-1.0412,-1.1758,-1.3765,-1.5577,-1.6414,-1.6599,-1.6945,-1.6471,-1.5784,-1.4768,-1.5304,-1.4504,-1.2737,-1.158,-1.1228,-0.90036,-0.73973,-0.6482,-0.55029,-0.51247,-0.39762,-0.4126,-0.51537,-0.45411,-0.49707,-0.41729,-0.35582,-0.342,-0.23676,-0.24751,-0.30446,-0.12044,-0.096206,0.010206,0.13514,0.12943,0.28249,0.37286,0.60501,0.68562,0.82259,1.0623,1.1862,1.413,1.5753,1.8191,5
1.9377,1.8101,1.5425,1.3562,1.1126,0.88971,0.68401,0.59305,0.54841,0.35696,0.28801,0.11272,0.063599,-0.005602,-0.16696,-0.062789,-0.23189,-0.31683,-0.30386,-0.42073,-0.47362,-0.57758,-0.66301,-0.81058,-0.75362,-0.87873,-0.99173,-1.0583,-1.142,-1.21,-1.2245,-1.2197,-1.087,-1.1705,-1.2771,-1.2499,-1.283,-1.2594,-1.0418,-1.0305,-1.0026,-0.89998,-0.80887,-0.73952,-0.65623,-0.54993,-0.47558,-0.32795,-0.2295,-0.11895,0.054124,0.15894,0.29897,0.46927,0.58397,0.76772,0.92009,0.96148,1.111,1.224,1.4331,1.5512,1.6153,1.718,1.7545,1.8007,1.7783,1.8431,1.7604,1.7259,1.6585,1.52,1.2913,1.0584,0.96377,0.83633,0.58443,0.43112,0.28916,0.1353,-0.028914,-0.1972,-0.3554,-0.50803,-0.68944,-0.75531,-0.82368,-0.89405,-0.97193,-1.062,-1.1681,-1.2596,-1.4055,-1.3939,-1.3595,-1.3031,-1.2981,-1.3611,-1.328,-1.1992,-1.0932,-0.93443,-0.87632,-0.92734,-0.76883,-0.63595,-0.59532,-0.47362,-0.39647,-0.34781,-0.30931,-0.17568,-0.11142,0.018455,0.048948,0.21986,0.32245,0.29325,0.46548,0.45331,0.63896,0.64277,0.81636,1.0196,1.1884,1.4351,1.6625,1.9091,9
2.0569,1.8929,1.6818,1.4743,1.3213,1.1761,1.0395,0.90567,0.82744,0.71569,0.6152,0.51158,0.38605,0.3222,0.20477,0.099713,-0.019538,-0.12913,-0.22822,-0.31592,-0.42718,-0.52936,-0.58981,-0.6736,-0.74597,-0.80614,-0.89886,-0.93394,-1.0028,-1.0102,-1.0524,-1.0809,-1.0952,-1.1455,-1.1309,-1.102,-1.12,-1.0661,-1.0462,-1.0115,-0.96257,-0.94203,-0.82496,-0.73798,-0.67633,-0.6005,-0.51144,-0.43883,-0.32403,-0.22272,-0.13215,0.01126,0.14494,0.28946,0.4318,0.53814,0.50613,0.69374,0.88907,1.0854,1.2826,1.478,1.6757,1.876,2.0263,2.0297,1.8283,1.6242,1.4218,1.2205,1.0211,0.82155,0.62276,0.4658,0.31471,0.2238,0.093392,-0.025075,-0.15332,-0.29905,-0.42755,-0.55756,-0.6732,-0.79922,-0.8846,-0.98325,-1.0675,-1.0984,-1.1875,-1.2212,-1.2806,-1.2787,-1.2884,-1.3024,-1.3494,-1.3312,-1.2966,-1.2966,-1.2311,-1.201,-1.1078,-1.0028,-0.88711,-0.80777,-0.76201,-0.61776,-0.57877,-0.50251,-0.37702,-0.28191,-0.17767,-0.09845,0.023511,0.15242,0.25949,0.37572,0.50039,0.61072,0.75197,0.86366,0.90883,1.0712,1.1769,1.3384,1.5069,1.6891,1.8811,2.0122,11
